지역명,기사제목,기자이름,날짜,내용,링크
경북,노인회장기 게이트볼·한궁대회 마무리,일간경북신문 - 김연태 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307466
경북,"선비, 꿈과 이상을 걸다 현판懸板",일간경북신문 - 금인욱 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307465
경북,"봉화, 야생동물 사체 ‘랜더링 처리’ 도입",일간경북신문 - 김규화 기자,2023/05/30,"봉화군은 유해야생조수 사체의 원활한 처리를 위한 ‘랜더링 처리’방식을 5월부터 도입했다고 밝혔다.
랜더링 처리는 사체를 물리·화학적으로 분쇄한 후 130℃ 고온·고압에서 멸균 처리한 다음, 기름과 고형분으로 분리 후 추출 성분을 모두 퇴비와 사료용 유지 등 재활용 가능한 제품으로 처리하는 친환경적인 처리기술이다.
기존에는 매립장에 사체를 매립하는 방식으로 진행해 왔으나, 아프리카돼지열병(ASF)의 남하와 고라니 등의 기타 유해야생조수 사체 증가에 따라 매몰지 사후 관리의 어려움 및 환경 오염 문제를 방지하고자 랜더링 처리 방식을 도입했다.
봉화군수는 “이번 유해야생동물 사체의 랜더링 처리 방식 도입으로 봉화군의 환경오염을 방지하고, 유해야생동물의 원활한 포획으로 농민들이 피해받는 일이 없도록 하겠다.”라고 밝혔다. 랜더링 처리 방식의 도입으로 농작물 피해 예방과 아프리카돼지열병 확산 방지 대책에 탄력이 붙을 전망이다.김규화기자",http://www.newgbnews.com/news/view.php?idx=307464
경북,문경 트롯가요제 예심 ‘인기’,일간경북신문 - 이기화 기자,2023/05/30,"올해 처음 개최되는 문경 트롯가요제 예심이 지난 27, 28일 이틀간 오전 10시부터 오후 10시까지 문경 문화예술회관에서 진행됐다.
이번 가요제 예심은 7월 1일 문경 영강체육공원에서 열릴 본선 진출자 12팀을 뽑는 경연으로 노래에 관심이 있다면 누구나 신청이 가능해 서울‧부산‧광주와 제주도에서도 참가하는 등 전국에서 600여 명이 참가했으며 다양한 퍼포먼스와 가창력으로 실력을 발휘했다.
또한 문경관광진흥공단은 예심이 열린 문경 문화예술회관 로비에서 오미자 등 문경의 특산품을 준비해 전국 각지에서 신청한 트롯가요제 참석자들을 위해 전시 및 판매행사를 진행했다.
트롯가요제 본선은 7월 1일 오후 7시 문경 영강체육공원 야외공연장에서 개최되며, 초대가수 이찬원, 장윤정, 김나희 등이 무대에 올라 축하공연을 펼친다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=307463
경북,군민과 함께~ ‘클린 예천’ 행정 실천,일간경북신문 - 금인욱 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307462
경북,"영주콩세계과학관, 다양한 체험 프로 ‘호응’",일간경북신문 - 금인욱 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307461
경북,청송 ‘삼자현터널’ 개통…관광산업 탄력 UP,일간경북신문 - 김연태 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307460
경북,포항스틸아트공방 ‘두드림 페스티벌’,일간경북신문 - 김재원 기자,2023/05/30,"포항시립미술관 스틸아트공방이 6월 2, 3일 이틀간 뱃머리 평생학습원 2층에서 체험프로그램 및 마켓을 운영하고, 공방 개발상품과 공모전 수상 작품 등을 전시한다. 이번 행사는 포항시 평생학습원 개원 10주년을 기념해 개최하는 ‘두드림(Do Dream) 페스티벌’의 하나로 마련됐으며, 스틸아트공방 창업반 수강생들이 직접 운영에 나선다.
과메기 은반지를 만들어 볼 수 있는 체험프로그램이 1일 30개 한정 수량으로 진행되며, 스틸아트공방 수강생들이 제작한 금속공예 소품도 판매한다. 과메기 은반지 만들기 체험은 30분 정도의 시간이 소요되며, 은으로 제작하는 만큼 소정의 재료비가 발생한다.
스틸아트공방은 스틸을 매개로 금속공예 작품을 직접 만드는 시민 공작소로 지난 2016년 12월에 개소해 현재까지 916명의 수강생을 배출했다. 금속공예 전문가를 양성하고 시민 중심 예술 일자리를 창출하는 것을 목표로 스틸문화 저변 확산에 힘쓰고 있다.
한편, 오는 6월 3일 오전 10시 30분 ‘두드림 페스티벌’ 기념식 식전 행사에는 부산시립교향악단 수석 트럼페터 드미트리 로카렌코프가 참석해 ‘썸머타임’, ‘체리 핑크’, ‘백만송이 장미’ 등을 연주한다. 미술관 음악회에서도 만났던 드미트리는 국제 트럼펫 콩쿠르 3위에 입상 후 볼쇼이극장 트럼펫 수석, 말리 주립 심포니 오케스트라 트럼펫 수석, 모스크바 심포니 트럼펫 수석 등을 역임했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307452
경북,해양수산엑스포서 영덕 수산물 알리기,일간경북신문 - 박두원 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307451
경북,“독도는 대한민국 땅…日만행 규탄”,일간경북신문 - 김재원 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307450
경북,"포항, 물놀이 안전사고 제로화 ‘온힘’",일간경북신문 - 김재원 기자,2023/05/30,"포항시는 본격적인 여름철 물놀이 시기인 6월 1일부터 8월 31일까지를 물놀이 안전 관리 대책 기간으로 정하고, 안전사고 예방을 위해 5월 28일과 30일 이틀간 물놀이 안전지킴이 역량 강화 교육을 실시했다.
이번 교육은 계곡과 하천, 비지정 해수욕장의 물놀이 안전을 위해 35명의 물놀이 안전지킴이를 선발해 심폐소생술을 비롯한 응급처치 요령, 물놀이 안전 장비를 활용한 구조술 등 현장에서 인명구조에 활용할 수 있는 교육을 위주로 진행됐다.
이와 함께 시는 물놀이 안전사고 취약지인 내수면 10개소와 비지정 해수욕장 17개소를 사전 점검하고, 위험표지판과 인명구조함, 구명조끼 등 안전 시설물을 정비하는 등 안전사고 선제 대응을 위해 힘쓰고 있다.
김남진 도시안전해양국장은 “코로나19 해제 등으로 올여름은 계곡과 비지정 해수욕장에 물놀이객이 대폭 증가할 것으로 예상된다”며, “물놀이 안전사고 예방 교육을 더욱 강화해 인명피해를 최소화할 수 있도록 철저히 대비하겠다”고 말했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307449
경북,"포항, 6월부터 EBS 영어 콘텐츠 무료",일간경북신문 - 김재원 기자,2023/05/30,"포항시는 지역 내 중·고등학생과 시민의 영어학습 지원을 위해 ‘2023년 EBS 포항 스마트러닝’ 사업을 6월부터 신규로 추진한다.
‘포항 스마트러닝’은 EBS 영어학습 교재를 기반으로 듣기·어휘·문법 등 영어 공부에 반드시 필요한 콘텐츠와 수능과 동일하게 구성된 실전 모의고사, 오답 노트 단어장 기능 등을 제공해 자기주도 학습이 가능하도록 설계된 영어교육 플랫폼이다.
하반기에는 구문 독해 콘텐츠와 초등학생을 위한 영어책 읽기 콘텐츠까지 추가로 선보일 계획이다.
이 사업은 올해 처음 시행하는 사업으로 포항시민 누구나 ‘포항 스마트러닝’ 어플리케이션 또는 포항시 전용 웹사이트에 접속해 회원가입 후 무료로 이용할 수 있다. 회원가입 등 관련 문의는 포항 스마트러닝 고객센터(02-572-0818)로 연락하면 된다.
정진철 교육청소년과장은 “포항 스마트러닝 사업 지원으로 청소년과 일반 시민들이 시공간의 제약 없이 실생활에 유용한 영어 능력을 기르는 데 보탬이 될 것으로 기대한다”며, “영어학습에 관심 있는 학생과 시민들의 많은 이용을 바란다”고 말했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307448
경북,해도 운하 마을 도시재생 “주민·대학생 뭉쳤다”,일간경북신문 - 김재원 기자,2023/05/30,"12개팀 문제점·개선방안 대회임재선 김도헌 김주언 ‘최우수’
포항시 도시재생과와 해도동 주민협의체는 해도동 도시재생 예비사업의 하나로 지난 27일 해도동 행정복지센터에서 해도 운하 마을 도시재생 아이디어 발굴을 위한 ‘Design Thinking Challenge’ 대회를 개최했다.
‘Design Thinking Challenge’ 대회는 마을기업과 관련된 아이디어, 빈집 및 유휴공간 활성화 방안 등 도시재생에 대한 주제를 선택해 그에 따른 지역대학생들과 주민들의 참신하고 톡톡 튀는 아이디어를 발굴, 실행 가능성이 큰 계획안은 실제 도시재생사업에 반영하기 위해 마련됐다.
올해에 처음으로 진행하는 이번 대회는 지난 4월부터 지역주민 12명, 지역대학생 36명으로 구성된 총 12팀이 참여하는 등 높은 관심을 받았으며, 마을기업과 관련된 아이디어, 빈집 및 유휴공간 활성화 방안, 우범지대 범죄예방, 골목 정비사업 제시 등 해도동의 다양한 문제점에 대한 개선방안을 주제로 진행됐다.
이날 지역대학생들과 주민들은 해도동 도시재생 예비사업 현장 등을 돌아보면서 지역을 조사한 후 문제점을 파악하고 해결방안을 도출했다,
최우수상은 해도동과 소금의 역사적 문화적 연관성으로 ‘잘자염’ 소금 브랜딩으로 자염공장, 솔티카페, 체험관 등을 수익모델로 마을기업을 제시한 임재선 씨(주민)과 김도헌 씨(한동대), 김주언 씨(한동대)로 구성된 J팀이, 우수상은 ‘뭘 해도 좋아’라는 콘텐츠로 10·20대 방문객, 가족 방문객, 전체 방문객을 위한 다양한 프로그램으로 해도를 더욱 특별하게 즐기는 방법을 제시한 권영순 씨(주민)과 김주현 씨(한동대), 김예진 씨(한동대), 민수홍 씨(한동대)로 구성된 B팀이 차지했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307446
경북,AI·SW 신기술 아이디어 발굴,일간경북신문 - 이기화 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307443
경북,"포항, 글로컬 대학 선도적 모델 구축 ‘정조준’",일간경북신문 - 김재원 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307442
경북,"김천, 온실가스 진단·컨설팅 “환경 지켜요”",일간경북신문 - 문장훈 기자,2023/05/30,"김천시는 시민의 에너지 절약 참여를 촉진하고 생활 속 온실가스 감축에 이바지하기 위해 비산업 부문(가정)의 온실가스 진단‧컨설팅 사업을 추진한다. 해당 사업은 전문 교육을 이수한 상담사가 비산업 부문(가정)을 대상으로 에너지 절감 방안을 안내하는 무료 컨설팅 서비스로, 도시가스, 수도, 전기 등 에너지원별 사용 실태를 파악해 실천할 수 있는 에너지 절감 방법을 제시하여 시민들에게 탄소중립 실천을 유도하고, 자발적 에너지 감축을 통해 녹색생활 참여를 촉진, 환경 인식 개선에 이바지하고자 매년 추진되는 사업이다.
모집가구는 120가구로, 6월 1일부터 6월 23일까지 희망 가정을 모집하여 7월부터 9월까지 석 달간 진단 컨설팅하고, 10월에는 모니터링 결과를 안내하는 순서로 진행될 예정이다.
참여를 희망하는 가정에서는 김천시 환경위생과, 읍‧면‧동 행정복지센터에 신청서를 제출하거나 탄소 가계부 누리집(https://udo.kcen.kr/index.do)을 통해 온라인 신청이 가능하다. 이와 관련해 탄소중립포인트(에너지)제도 함께 신청한다면 감축 에너지 비율에 따라 인센티브(현금, 상품권 등)도 받을 수 있으므로 두 사업 모두 참여한다면 연계 효과를 볼 수 있을 것이라고 담당자는 전했다. 문장훈기자",http://www.newgbnews.com/news/view.php?idx=307429
경북,"의성, 6월부터 하수도시설 정비 본격 착수",일간경북신문 - 박효명 기자,2023/05/30,"의성군 상하수도사업소는 하수도시설을 체계적이고 안정적으로 정비하기 위해 하수도정비기본계획 수립용역을 6월부터 본격 착수하게 된다.
하수도정비기본계획은 20년 단위로 수립하고 5년마다 변경하는 법정계획으로 의성군은 이번 계획으로 2040년까지 하수도시설 전반에 대해 정비계획을 수립하여 계획적으로 하수도를 정비해 나갈 예정이다.
현재 의성군은 하수도 보급률 51%로 각 읍면 소재지를 중심으로 하수도시설이 보급되어 있고 2023년 말까지 안계처리구역과 비안마을하수도정비사업을 완료하면 보급률이 55%까지 올라갈 것으로 예상된다. 또 2025년 준공을 목표로 금성면, 가음면, 안평면 하수도정비사업도 차질없이 진행중이다.
의성군은 이번 하수도정비기본계획수립 시 현재 하수처리구역으로 반영되지 않은 지역에 대해 최대한 처리구역을 확대해 국비 지원을 받는 등 하수도 보급률에 최선을 다할 예정이다.
의성군수는 “이번 용역으로 체계적인 하수도 계획을 수립해 소외되는 지역이 없도록 하겠다.”고 했다. 박효명기자",http://www.newgbnews.com/news/view.php?idx=307428
경북,"군위, 청렴군민감사관 4명 위촉장 수여",일간경북신문 - 박효명 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307427
경북,"김천, 의료취약지 ‘마을 상생병원’ 운영",일간경북신문 - 문장훈 기자,2023/05/30,"김천시는 지난 26일 김천시 보건소와 김천의료원이 함께하는 ‘의료취약지 마을 상생병원’을 증산면 유성리 시루메 주민복지센터에서 운영했다.
증산면은 시에서 가장 오지인데 전체인구 995명에 60세 이상 인구 649명(65.2%)으로 고령인구가 많고, 의료시설 접근성이 매우 미흡하여 의료관심지로 해당된다.
상생병원은 김천시와 김천의료원이 공공의료 활성화 사업의 목적으로 의료접근성이 낮아 의료혜택을 받지 못하는 마을을 찾아가는 방문 진료서비스(무료진료 및 각종 검사)로 두 기관은 지난 3월 협약을 체결했으며 이날 처음으로 상생병원을 운영했다.
한편 김천의료원에서는 정형외과·신경외과·가정의학과 의사와 직원 등 17명이 참여하여 기초 건강사정·임상병리 검사로 만성질환자 건강상태를 확인하고, 방사선(엑스레이)·초음파 장비로 세밀하고 정확한 진단결과를 도출하여 유소견자 발견에 힘을 썼다. 보건소에서는 치매 예방프로그램의 하나인 색칠 공부 하기 및 감염병 예방 교육·홍보활동, 근육 관절 완화를 위한 공기압 마사지를 담당했다. 교통안전공단에서도 홍보 물품을 전달했다. 문장훈기자",http://www.newgbnews.com/news/view.php?idx=307426
경북,대만서 ‘상주관광’ 매력 발산,일간경북신문 - 김학전 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307425
경북,문경 신기제2일반산단에 60억 투자,일간경북신문 - 이기화 기자,2023/05/30,"문경시는 30일 시청 제2회의실에서 신기제2일반산업단지 내 신규 투자 업체 ㈜한솔건업과 투자양해각서(MOU)를 체결했다.
이날 투자양해각서(MOU) 체결에는 신현국 문경시장, 황재용 시의회 의장, 서정식, 진후진, 신성호 의원, ㈜한솔건업 노용규 대표 등 10여 명이 참석했다.
이번 투자양해각서를 체결한 ㈜한솔건업은 가설 건축자재 및 건설기계 공구를 생산하는 기업으로 향후 60억원을 투자하고 15명을 고용할 계획이다. ㈜한솔건업은 수원, 상주에서 경영하던 기업으로 서울과 부산의 중간지점인 문경을 유력지로 확신하여 신규 투자를 결정하게 되었다.
신현국 문경시장은 “Covid Blue 후 장기화된 경제 침체기에도 불구하고 우리 시와 투자 양해각서를 체결한 대표님께 감사드린다.”며 “적극적이고 벽이 없는 기업정책으로 기업하기 좋은 문경시에서 큰 도약을 할 수 있도록 지원하겠다.”고 말했다.
황재용 시의회 의장은 문경시의 경제 활성화와 고용 창출을 위해 의회에서도 아낌없는 지원을 약속했다. 이기화기자",http://www.newgbnews.com/news/view.php?idx=307423
경북,"칠곡 치매안심센터, 치매극복선도 33개소 운영",일간경북신문 - 강명환 기자,2023/05/30,"칠곡군치매안심센터는 치매에 대한 친화적 환경조성을 위해 치매극복선도단체와 치매안심가맹점 현판전달식을 했다.
치매극복선도단체와 치매안심가맹점은 단체 구성원들이 치매서포터즈 교육을 받고 치매친화적 사회조성과 치매안전망 구축을 위해 적극 동참하는 단체이다.
이번 치매극복선도단체는 왜관새마을금고 본점을 비롯한 전 지점과 주택관리공단 왜관 2,3관리소, 왜관동부초등학교 병설유치원, 지천초등학교 병설유치원, 군립지천어린이집의 12개소가 지정되고, 치매안심가맹점은 왜관읍 지천면 가산면의 영업점으로 음식점부터 커피전문점까지 다양한 17개소가 치매극복활동에 참여했다.
칠곡군치매안심센터는 현재까지 21개소의 치매극복선도단체가 지정되고 이번에 12개소가 추가되어 총 33개소의 치매극복선도단체가 치매인식개선과 치매친화적 문화조성 등 꾸준한 치매극복활동을 이어갈 예정이다.
권정희 칠곡군보건소장은 “이번 치매극복선도단체와 치매안심가맹점 지정으로 치매에 대한 부정적인 인식이 개선되고 치매가 있어도 행복하고 안전한 칠곡군이 되도록 노력하겠다”고 전했다. 강명환기자",http://www.newgbnews.com/news/view.php?idx=307422
경북,구미 ‘다자녀 가정’ 최우선 지원책 전면 확대,일간경북신문 - 김학전 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307420
경북,"경주엑스포, 호국·보훈의 달 감사 이벤트",일간경북신문 - 서경규 기자,2023/05/30,"경주엑스포대공원이 6월 호국·보훈의 달을 맞아, 국가를 위해 희생과 헌신하신 분들을 기억하고 감사키 위해 6월 한달간 입장료 할인을 실시한다.
입장료 할인 대상은 현역 또는 직업군인, 병역명문가, 경찰 등으로 본인을 포함한 동반가족이다(증빙자료 지참). 할인 내용은 공원입장료, 인피니티 플라잉 관람료, 루미나이트 입장료 등에 대한 50% 할인 적용이다. 기존 우대요금을 적용해 온 △독립유공자 △참전유공자 △5・18민주유공자 △고엽제 후유(의)증 △특수임무 유공자 등 보훈대상자들에 대해서도 우대요금보다 우선 적용해 할인 혜택을 넓혔다.
이번 할인행사는 국가를 위해 희생과 헌신하신 분들을 기억하고 감사하는 할인 이벤트를 실시한다. 서경규기자",http://www.newgbnews.com/news/view.php?idx=307418
경북,"청도, 로컬브랜딩 활성화지원사업 선정",일간경북신문 - 윤기영 기자,2023/05/30,"청도군이 행정안전부가 주관하는 『생활권 단위 로컬브랜딩 활성화지원사업』 공모에 최종 선정되어 사업비 6억원을 확보하게 됐다.
청도군은 고수구길을 생활권으로 선정하여 도보 여행을 통해 주민이 살맛나고 지역의 활력을 찾기 위한 나만의 청도 여행탐구생활, ‘고수구길 웰컴문화정류장’ 사업계획으로, 서면평가와 현장 발표평가 등을 거쳐 전국 10개 지자체를 선정하는 공모사업에 최종 선정됐다. 군은 이번 공모사업에 선정됨에 따라 고수구길 일대에 활용되지 못하고 있는 1910년대 근대건축물, 1950년대 목조건축물 등을 활용하여 주민들을 중심으로 로컬브랜딩 협의체를 구성하여 마스터플랜을 수립하고 역사 및 문화 스토리를 개발하여 로컬라이프가이드 육성 등 공동체 활성화를 위한 다양한 프로그램을 진행할 예정이다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=307417
경북,"성주군수, 부처님 오신날 ‘군민 안녕 기원’",일간경북신문 - 윤기영 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307416
경북,"경주, 2025 APEC 유치 조형물 ‘눈길’",일간경북신문 - 서경규 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307415
경북,경산 청소년 가요제·댄싱 ‘열띤 경연’,일간경북신문 - 이종구 기자,2023/05/30,"경산시는 지난 27일 남천둔치 야외 공연장에서 청소년과 일반 시민 등 1,000여 명이 참석한 가운데「제7회 경산청소년 가요제 & 댄싱대회」를 개최했다.
경산시가 후원하고 경산청소년문화연구소(소장 김경훈)가 주최한 이번 가요제는 류종윤 밴드, 임우영 연주자의 색소폰 공연을 시작으로 가수 서희, 이세벽, 스타온 예술단의 축하 무대가 펼쳤으며, 참가자 62팀 중 예선을 통과한 보컬 10팀, 밴드 5팀, 댄스 3팀 총 18팀이 열띤 경연을 펼쳤다.
특히 이번 행사는 경연에 참여한 청소년은 물론 일반 시민들도 참여할 수 있도록 ▲인명구조 체험, ▲캘리그라피 배우기 ▲무료 음료 나눔터 등 다양한 부스를 설치해 세대 간 교류의 장을 만들고 축제에 다채로움을 더했다.
이날 조현일 경산시장은“미래의 주역인 청소년들이 역량을 마음껏 키우고 건강하게 성장할 수 있는 시민 중심 행복 경산을 만들어 나갈 것이며, 앞으로도 청소년 문화예술 환경을 만들어 나가는 데 관심과 지원을 아끼지 않겠다”고 밝혔다.
한편 경산청소년 가요제 & 댄싱대회는 5월 청소년의 달을 기념해 전국 청소년들이 참여해 끼와 열정을 마음껏 발산하며 학업에 지친 마음을 치유하는 축제의 무대로 올해로 7회째 진행되고 있는 행사이다. 이종구기자",http://www.newgbnews.com/news/view.php?idx=307414
경북,"경주, 어린전복 치패 12만마리 방류",일간경북신문 - 서경규 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307413
경북,"고령, 사회적기업 창업 아이디어 경진 참여자 모집",일간경북신문 - 윤기영 기자,2023/05/30,"고령군은 30일부터 6월 13일까지 15일간 ‘고령군 사회적기업 창업 아이디어 경진대회’ 참여자를 모집한다.
사회적기업 창업 아이디어 경진대회는 사회적기업의 우수한 성장 모델을 발굴하고 지역 청년들에게 창업의 기회를 제공해 공동체를 중시하는 사회적 방식으로 지방의 어려움을 극복하는 단초로서의 역할을 수행할 것으로 기대된다. 모집 대상은 고령군 내 주소지나 사업자를 보유하고 있는 자 또는 사업 대상자 선정 후 1개월 이내에 고령군 내 사업자 등록이 가능한 자로 제한을 최소화했으며, 청년 대표일 경우 가점을 부여할 계획이다.
지원규모는 사업분야에 관계없이 총 4명(팀)을 선발하며 대상은 2천500천원의 창업 비용과 마케팅 비용을 지원하며 실제적인 창업 컨설팅과 안정적인 창업 생태계 구축을 위해 창업캠프를 운영하는 등 사업비와 컨설팅을 한 번에 지원받을 수 있어 사회적기업으로 나아가는 방향에서 많은 도움이 될 것으로 예측된다.
신청은 고령군청 홈페이지 공지사항 공고문을 참조해 신청서 등을 작성 후 이메일(cb@sebiz.or.kr)로 제출하면 되고 문의사항은 (사)지역과소셜비즈 마을기업지원센터(053-944-4002)로 하면 된다. 이남철 고령군수는 “창업을 희망하는 지역의 유능한 인재들이 많이 참여해 고령군만의 특색있는 사회적기업 성공모델로 정착하고 성장해 나가기를 바란다”고 말했다. 윤기영기자",http://www.newgbnews.com/news/view.php?idx=307412
경북,“경주에도 바다가 있다” 해양문화축제 열린다,일간경북신문 - 서경규 기자,2023/05/30,,http://www.newgbnews.com/news/view.php?idx=307411
경북,"포항시민교양대학, 신유 토크 콘서트",일간경북신문 - 김재원 기자,2023/05/29,"포항시는 내달 3일 뱃머리 평생학습원 정문 앞 야외 특설무대에서 6월 시민교양대학 특집 ‘신유의 토크가 있는 콘서트’를 개최한다고 밝혔다.
이번 콘서트는 포항시 평생학습원 개원 10주년을 맞아 마련된 특별 행사로, 포항시민이라면 누구나 무료로 관람할 수 있다.
인기 트로트 가수 신유 씨는 2001년 SBS Net Music 가요제 대상을 수상하고, 2010년 제17회 대한민국 연예예술상 신인상, 2012년 제12회 대한민국 전통가요대상 인기 가수상, 2014년 MBC 가요베스트 올해의 가수상 등 다수의 상을 수상한 바 있으며, 시계바늘, 나쁜남자, 꽃물, 일소일소 일노일노, 잠자는 공주 등 수많은 히트곡으로 많은 사람들의 사랑을 받고 있다.자세한 사항은 평생학습원 홈페이지를 참고하거나, 포항시 평생교육과( 270-4434)로 문의하면 된다.
한편, 김현구 평생학습원장은 “앞으로도 시민들의 눈높이에 맞는 다양한 프로그램을 통해 시민들의 삶에 행복을 충전할 수 있도록 최선을 다하겠다”고 말했다.김재원기자",http://www.newgbnews.com/news/view.php?idx=307354
경북,포항 ‘국민 비서’ 편리한 자동차 종합검사,일간경북신문 - 김재원 기자,2023/05/29,"만료일 31일전부터 4회 안내
포항시는 한국교통안전공단에서 국민 비서(구삐)를 통한 자동차 종합(정기)검사 알림서비스를 시행하고 있다고 밝혔다.
이번 서비스는 차량 소유자가 국민 비서를 통해 자동차 검사 알림을 신청하면 검사 유효기간 만료일 31일 전부터 최대 4회까지 원하는 앱으로 사전 안내를 받을 수 있다.
현재 시행 중인 우편 안내 서비스는 안내문을 제때 받지 못하거나 분실될 우려가 있었으나, 국민 비서를 통한 알림서비스는 이러한 문제점을 보완할 수 있을 것으로 예상된다.
서비스는 국민 비서 홈페이지(www.ips.go.kr) 또는 카카오톡, 네이버 등의 국민 비서 메뉴에서 신청할 수 있다.
차량등록과장은 “자동차 종합검사는 운전자만이 아닌 시민 모두의 안전을 지키기 위한 차량 보유자의 기본 의무 사항”이라며, “사고 발생을 예방하고 안전한 교통문화를 정착시키기 위해 많은 분들이 자동차 검사 알림서비스를 신청하시기 바란다”고 했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307353
경북,"울진, 세계 원자력 청정수소 산업 선도",일간경북신문 - 박두원 기자,2023/05/29,,http://www.newgbnews.com/news/view.php?idx=307352
경북,"포항 지방세·계약 심의위, 신규위원 위촉",일간경북신문 - 김재원 기자,2023/05/29,"포항시는 납세자의 권익을 보호하고 계약의 적절성과 적법성을 심의하기 위해 지난 26일 포항시 지방세 심의위원·계약 심의위원 위촉식을 개최했다.
지방세 심의위원회는 변호사, 세무사, 회계사 등 지방세에 관한 전문지식과 경험이 풍부한 민간위원 8명과 시의회 의원 1명, 시 자치행정실장, 재정관리과장 등 총 13명으로 구성돼 있고, 계약 심의위원회는 대학교수, 변호사, 회계사 등 회계 및 조달계약에 관한 경험과 지식이 풍부한 민간위원 11명과 포항시 자치행정실장을 포함한 12명으로 구성됐다.
지방세 심의위원회는 과세전적부심사, 이의신청, 부동산 등 시가표준액 결정 심의·의결 등의 업무를 수행하게 되며, 지방세 제도의 발전과 납세자 권익 보호를 위한 활동에 나설 예정이다.
계약심의위원회는 입찰에서 입찰참가자 자격 제한에 관한 사항, 계약체결 방법에 관한 사항, 낙찰자 결정방법에 관한 사항, 부정당업자 입찰 참가 자격 제한에 관한 사항 등 지방자치단체를 당사자로 하는 계약에 관한 중요사항을 심의하고 의결한다. 재정관리과장은 “지방세의 공정성 확보 및 납세자들의 실질적인 권리 구제를 위해 적극적으로 활동해주기를 바란다”며, “다양한 사업수행의 근간이 되는 계약업무가 공정하고 적절하게 집행될 수 있도록 노력해 신뢰받는 시 행정을 구현할 수 있도록 하겠다”고 말했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307351
경북,포항 남·북구보건소 ‘건강한 여름나기’,일간경북신문 - 김재원 기자,2023/05/29,"포항시 남·북구보건소는 여름철 폭염으로 인한 건강 피해를 최소화하기 위해 지난 20일부터 9월 30일까지 ‘온열질환 응급실 감시체계’를 운영한다고 밝혔다.
‘온열질환 응급실 감시체계’는 지역 응급의료기관(포항성모병원, 포항세명기독병원, 에스포항병원, 포항의료원, 좋은선린병원)과 협력해 온열질환자 발생 상황을 상시 모니터링하고 정보를 신속히 공유함으로써 시민 건강 피해를 최소화하고자 마련됐다.
온열질환은 열로 인해 발생하는 급성질환으로 열사병, 열탈진, 열실신 등으로 나뉘며, 어지러움, 근육경련, 피로감, 의식 저하 등의 증상을 보이고 심각한 경우 생명까지 위태로울 수 있어 사전 예방과 신속한 조치가 중요하다.
아울러, 온열질환 예방을 위해 폭염 시에는 야외활동을 자제하고 물 자주 마시기, 더운 시간대는 휴식하기 등 폭염 대비 건강 수칙을 준수해야 한다. 환자가 발생하면 즉시 시원한 장소로 이동 후 의료기관으로 이송하거나, 의식이 없는 경우에는 신속히 119에 신고해야 한다.
김정임 남구보건소장은 “올해는 평년보다 무더운 날이 많을 것으로 전망돼 온열질환자 발생 우려가 커지는 상황”이라며, “어린이와 노약자, 만성질환자, 야외작업자 등은 특히 주의해 주시길 바란다”고 당부했다. 김재원기자",http://www.newgbnews.com/news/view.php?idx=307350
경북,"K-드라마 명소 포항, 대만 유혹",일간경북신문 - 김재원 기자,2023/05/29,,http://www.newgbnews.com/news/view.php?idx=307349
