title,keyword,category,subcategory,predication,departmenet
수많은 차량이 다니는 창원터널에서 방역을 하나요? 창원에 농가가 많은 것도 아닌데 말입니다. 잘못된 행정이라면 시정을 해주시기 바랍니다.,"['창원터널', '방역']",농업_축산,기타,요청/개선,창원농업정책과
김해 양돈농가에서 구제역이 발생하였다고 들었지만 창원터널에서 방역을 하는건 아니지 싶습니다. 어떻게 수 많은 차량이 다니는 터널에서 방역을 하나요? 시정해 주세요.,"['창원터널', '방역', '김해', '양돈농가', '구제역']",농업_축산,기타,요청/개선,창원농업정책과
김해 양돈농가에서 구제역이 발생하여 방역을 한다지만 창원터널에서 방역을 하는건 아니지 싶습니다. 어떻게 수 많은 차량이 다니는 터널에서 방역을 하나요? 시정해 주세요.,"['창원터널', '방역']",농업_축산,기타,요청/개선,창원농업정책과
창원터널 대낮에 구제역 방역한다고 장유요금소에서 한시간째 그자리에 있네요.차량 정체가 심합니다. ,"['창원터널', '방역', '장유요금소', '한시간째']",농업_축산,기타,요청/개선,창원농업정책과
창원터널 대낮에 구제역 방역한다고 장유요금소에서 한시간째 그자리에 있네요. 차량 정체가 심하여 조치 바랍니다.,"['창원터널', '방역', '장유요금소', '한시간째']",농업_축산,기타,요청/개선,창원농업정책과
창원터널 대낮에 구제역 방역한다고 장유요금소에서 한시간째 그자리에 있네요. 차량 정체로 빠른 처리 요청합니다.,"['창원터널', '방역', '장유요금소', '한시간째']",농업_축산,기타,요청/개선,창원농업정책과
창원터널 대낮에 구제역 방역한다고 장유요금소에서 한시간째 그자리에 있네요. 차량 정체가 심해요. 빨리 좀 끝내주세요.,"['창원터널', '방역', '장유요금소', '한시간째']",농업_축산,기타,요청/개선,창원농업정책과
"창원터널 대낮에 구제역 방역한다고 장유요금소에서 한시간째 그자리에 있네요. 차량 정체가 이렇게 심한데, 빠르게 끝내주시길 바랍니다. ","['창원터널', '방역', '장유요금소', '한시간째']",농업_축산,기타,요청/개선,창원농업정책과
지나친 성토작업으로 인한 피해를 신고합니다. 해당 부지에 2차 성토작업을 시행해 흙먼지가 날아오고 장마철 안전대책도 시급합니다.,"['성토작업', '피해']",농업_축산,기타,요청/개선,농정과
지나친 성토작업으로 인해 흙먼지가 날리는데다 장마철에 배수 또한 우려가 되고 있습니다. 현장 확인하시고 조치를 취해주시기 바랍니다.,"['성토작업', '흙먼지']",농업_축산,기타,요청/개선,농정과
지나친 성토작업으로 인한 흙먼지 피해 및 장마철 배수 문제까지 발생되고 있어 안전대책을 마련해주시기 바랍니다.,"['성토작업', '피해']",농업_축산,기타,요청/개선,농정과
양산시 #@주소# 4층 개 짖는 소리 조치 바랍니다.,"['양산시', '개', '짖는', '소리']",농업_축산,기타,요청/개선,농업기술과
양산시 #@주소# 4층 개 짖는 소리 처리 바랍니다.,"['양산시', '개', '짖는', '소리']",농업_축산,기타,요청/개선,농업기술과
양산시 #@주소# 4층 개 짖는 소리 처리 해주세요.,"['양산시', '개', '짖는', '소리']",농업_축산,기타,요청/개선,농업기술과
양산시 #@주소# 4층 개 짖는 소리 조치 해주세요.,"['양산시', '개', '짖는', '소리']",농업_축산,기타,요청/개선,농업기술과
양산시 #@주소# 4층 개 짖는 소리 계도 바랍니다.,"['양산시', '개', '짖는', '소리']",농업_축산,기타,요청/개선,농업기술과
명동 신성스카이빌 C동 이웃집의 개 소음으로 인해 너무 불편합니다. 조치해주세요.,"['명동', '신성스카이빌', 'C동', '이웃집', '개', '소음']",농업_축산,기타,요청/개선,농업기술과
명동 신성스카이빌 C동 이웃집의 개 소음이 너무 심합니다. 확인후 조치해주세요.,"['명동', '신성스카이빌', 'C동', '이웃집', '개', '소음']",농업_축산,기타,요청/개선,농업기술과
명동 신성스카이빌 C동 이웃집의 개 소음이 너무 시끄럽습니다. 확인후 단속해주세요.,"['명동', '신성스카이빌', 'C동', '이웃집', '개', '소음']",농업_축산,기타,요청/개선,농업기술과
2010년 12월 강추위에도 구제역 차단을 위해 고속도로 톨게이트부터 검역을 위해 애쓰시는 창원시농업기술센터의 담당 공무원님들과 시의원님들께 정말 감사합니다. ,"['강추위', '구제역', '고속도로', '톨게이트', '검역', '창원시농업기술센터', '공무원', '시의원', '감사']",농업_축산,기타,감사,창원농업정책과
창원시농업기술센터 구제역 담당 공무원님들과 시의원님들께 정말 감사합니다. 2010년 12월 강추위에도 구제역 차단을 위해 고속도로 톨게이트부터 검역을 위해 애쓰시고 계십니다.,"['강추위', '구제역', '고속도로', '톨게이트', '검역', '창원시농업기술센터', '공무원', '시의원', '감사']",농업_축산,기타,감사,창원농업정책과
2010년 12월 강추위인 가운데 고속도로 톨게이트부터 구제역 차단을 위해 애쓰시는 창원시농업기술센터 담당 공무원님들과 시의원님들께 정말 감사드립니다.,"['강추위', '구제역', '고속도로', '톨게이트', '창원시농업기술센터', '공무원', '시의원', '감사']",농업_축산,기타,감사,창원농업정책과
창원시농업기술센터 구제역 담당 공무원님들과 시의원님들께 감사드립니다. 구제역 차단을 위해 고속도로 톨게이트부터 검역을 위해 2010년 12월 강추위속에서도 애쓰고 계십니다.,"['강추위', '구제역', '고속도로', '톨게이트', '검역', '창원시농업기술센터', '공무원', '시의원', '감사']",농업_축산,기타,감사,창원농업정책과
2010년 12월 강추위입니다. 이런 와중에도 고속도로 톨게이트부터 검역을 위해 애쓰시는 창원시농업기술센터의 담당 공무원님들과 시의원님들께 정말 감사드립니다.,"['강추위', '고속도로', '톨게이트', '검역', '창원시농업기술센터', '공무원', '시의원', '감사']",농업_축산,기타,감사,창원농업정책과
"농사를 지어도 산에서 내려온 멧돼지, 고라니들 때문에 농작물 수확을 할 수 없을 만큼 피해가 있어 고민하던 중에 시에서 농지 울타리 지원을 해준다 해서 홈페이지에 들어가 봤는데 찾을 수가 없습니다. 어떻게 신청하는지 문의 합니다.","['농사', '멧돼지', '고라니', '농작물', '피해', '농지 울타리 지원', '홈페이지', '신청']",농업_축산,기타,문의(질의),환경정책과
"농사를 짓고 있는데 산에서 내려온 멧돼지, 고라니들 때문에 농작물 수확 할 때 피해를 입어 고민 하던 차에 농지 울타리 지원 사업을 알게 되었습니다. 홈페이지 접속 했는데 내용을 찾기 힘들어 문의 합니다. 어떻게 신청 하나요?","['농사', '멧돼지', '고라니', '농작물', '피해', '농지 울타리 지원 사업', '홈페이지', '접속', '신청']",농업_축산,기타,문의(질의),환경정책과
"멧돼지, 고라니들 때문에 농작물 피해가 있습니다. 농지 울타리 지원 사업을 알게 되어 홈페이지 접속 했는데 내용을 알 수 없어 여쭈어 봅니다. 어떻게 신청 하는지 답변 바랍니다.","['멧돼지', '고라니', '농작물', '피해', '농지 울타리 지원', '홈페이지', '신청']",농업_축산,기타,문의(질의),환경정책과
천성산에 산란 번식철에도 고양이와 개들이 산 정상부까지 돌아다니고 있습니다. 생태교란을 일으키는 고양이와 개에 대해 어떤 정책을 펴고 계신가요?,"['천성산', '산란 번식철', '고양이', '개', '정상부', '생태교란']",농업_축산,기타,문의(질의),농업기술과
천성산에 산란 번식철에도 고양이와 개들이 산 정상부까지 돌아다니고 있습니다. 생태교란을 일으킬 수 있습니다. 어떤 정책들을 시행하는지 알고 싶습니다.,"['천성산', '산란 번식철', '고양이', '개', '정상부', '생태교란']",농업_축산,기타,문의(질의),농업기술과
천성산에 산란 번식철에도 고양이와 개들이 산 정상부까지 돌아다니고 있습니다. 생태교란을 일으키는 고양이와 개에 대해 제한이 필요하다고 생각합니다.,"['천성산', '산란 번식철', '고양이', '개', '정상부', '생태교란']",농업_축산,기타,문의(질의),농업기술과
천성산에 산란 번식철에도 고양이와 개들이 산 정상부까지 돌아다니고 있습니다. 생태교란을 일으키는 고양이와 개의 개체수 조절 등의 정책이 필요하다고 생각합니다.,"['천성산', '산란 번식철', '고양이', '개', '정상부', '생태교란']",농업_축산,기타,문의(질의),농업기술과
천성산에 산란 번식철에도 고양이와 개들이 산 정상부까지 돌아다니고 있습니다. 생태교란을 일으키는 고양이와 개에 어떻게 관리하실 예정이신가요?,"['천성산', '산란 번식철', '고양이', '개', '정상부', '생태교란']",농업_축산,기타,문의(질의),농업기술과
신기동 우방아이유쉘아파트 주변 유기견 신고 합니다. ,"['신기동', '우방아이유쉘아파트', '유기견']",농업_축산,기타,요청/개선,농업기술과
신기동 우방아이유쉘아파트 주변에 유기견이 종종 출몰하여 돌아다니고 있어 신고합니다. 빠르게 보호 요청 드립니다. ,"['신기동', '우방아이유쉘아파트', '유기견', '출몰', '보호']",농업_축산,기타,요청/개선,농업기술과
신기동 우방아이유쉘아파트 주변 유기견이 많이 보이는데 보호 부탁 드리며 동물등록제 미이행 단속도 철저히 부탁 드립니다. ,"['신기동', '우방아이유쉘아파트', '유기견']",농업_축산,기타,요청/개선,농업기술과
양산 특산물 중 산해돈 고기 구매 할 수 있도록 해주세요.,"['양산', '특산물', '산해돈', '구매']",농업_축산,기타,건의/제기,농정과
양산 특산물 산해돈 고기 더이상 구매 할 수 없나요? 여기저기 찾아봤는데 판매 하는 곳 찾기가 어렵네요.,"['양산', '특산물', '산해돈', '구매', '판매']",농업_축산,기타,건의/제기,농정과
양산 특산물 산해돈 고기 판매처 늘려주세요.,"['양산', '특산물', '산해돈', '판매처']",농업_축산,기타,건의/제기,농정과
양산 특산물 산해돈 가까운곳에서 구매 할 수 있도록 판매점 확대 바랍니다. ,"['양산', '특산물', '산해돈', '구매', '판매점 확대']",농업_축산,기타,건의/제기,농정과
양산 특산물 산해돈 고기 구매처 안내 부탁 드립니다. ,"['양산', '특산물', '산해돈', '구매']",농업_축산,기타,건의/제기,농정과
길거리에 시츄로 보이는 유기견이 돌아다니는데 처리 바랍니다.,"['길거리', '시츄', '유기견']",농업_축산,기타,요청/개선,마산농정관리과
길거리에서 시츄로 보이는 유기견을 봤는데 위험하니 보호 요청합니다. ,"['길거리', '시츄', '유기견']",농업_축산,기타,요청/개선,마산농정관리과
길거리에 시츄로 보이는 유기견이 방황하고 있는데 해결 바랍니다. ,"['길거리', '시츄', '유기견']",농업_축산,기타,요청/개선,마산농정관리과
창원시 진해구 안민고개 임도를 이용하여 운동을 하고 있는 진해 육상연맹의 회원입니다. 임도에 시민들이 개를 데리고 나와 끈 풀어놓아 지나가는 사람들에게 위협을 주고 배설물 처리 관련 개 주인과 언쟁을 높이는 현실입니다. 임도 곳곳에 주의 푯말과 단속 등의 조치를 하여 주시면 감사하겠습니다.,"['창원시', '진해구', '안민고개', '임도', '개', '위협', '배설물 처리', '언쟁', '주의 푯말']",농업_축산,기타,요청/개선,산림과
창원시 진해구 안민고개 임도를 이용하여 운동을 하고 있는 진해 육상연맹의 회원입니다. 임도에 시민들이 반려견을 데리고 나와 목줄을 풀어놓아 지나가는 사람들에게 위협을 주고 배설물 처리 때문에 반려견 주인과 언쟁을 하고 있습니다. 임도 곳곳에 주의 푯말과 단속을 요청합니다.,"['창원시', '진해구', '안민고개', '임도', '반려견', '목줄', '위협', '배설물 처리', '주의 푯말']",농업_축산,기타,요청/개선,산림과
창원시 진해구 안민고개 임도에서 운동하는 진해 육상연맹 회원입니다. 임도에 반려견과 산책 나온 시민들이 반려견의 목줄을 풀어놔서 지나가는 행인에게 위협을 주고 배설물 처리도 하지 않아 반려견 주인과 언쟁을 벌이는 일을 목격하였습니다. 임도 주변에 주의 푯말 설치와 단속 조치 바랍니다.,"['창원시', '진해구', '안민고개', '임도', '반려견', '목줄', '배설물 처리', '언쟁', '주의 푯말']",농업_축산,기타,요청/개선,산림과
창원시 진해구 안민고개 임도에서 운동하는 진해 육상연맹 회원입니다. 임도에 반려견과 산책 나온 시민들이 반려견의 목줄을 풀어놔서 지나가는 행인에게 위협을 주고 배설물 처리도 미흡하여 반려견 주인과 갈등을 빚고 있습니다. 임도 주변에 주의 푯말 설치를 요청합니다.,"['창원시', '진해구', '안민고개', '임도', '반려견', '위협', '배설물 처리', '갈등', '주의 푯말']",농업_축산,기타,요청/개선,산림과
창원시 진해구 안민고개 임도에서 운동하는 진해 육상연맹 회원입니다. 임도에 반려견과 산책 나온 시민들이 반려견의 목줄을 풀어놔서 지나가는 행인에게 위협을 주고 배설물 처리도 미흡하여 반려견 주인과 갈등 중입니다. 임도 주변에 주의 푯말 설치 해 주세요.,"['창원시', '진해구', '안민고개', '임도', '개', '위협', '배설물 처리', '주의 푯말']",농업_축산,기타,요청/개선,산림과
의창구 #@주소# 농지 진입로가 확보되지 않으면 어떤 방법으로도 그 토지에 농사를 지을수 있는 방법이 없어 개선을 부탁드립니다.,"['의창구', '농지', '진입로', '확보']",농업_축산,기타,요청/개선,건설도로과
의창구 #@주소# 농지 진입로 개설을 촉구합니다. 진입로가 없으면 농사가 불가능합니다.,"['의창구', '농지', '진입로', '개설']",농업_축산,기타,요청/개선,건설도로과
의창구 #@주소# 농지 진입로를 개설해주십사 민원을 신청합니다.,"['의창구', '농지', '진입로']",농업_축산,기타,요청/개선,건설도로과
창원시 농업진흥구역 해제는 어떤 기준으로 해제하는 건가요?,"['창원시', '농업진흥구역', '해제', '기준']",농업_축산,기타,문의(질의),농업정책과
창원시 농업진흥구역 해제는 어떤 기준으로 해제하는 건지 문의 드립니다.,"['창원시', '농업진흥구역', '해제', '기준']",농업_축산,기타,문의(질의),농업정책과
창원시 농업진흥구역 해제는 어떤 기준으로 해제하는 건지 문의 합니다.,"['창원시', '농업진흥구역', '해제', '기준']",농업_축산,기타,문의(질의),농업정책과
창원시 농업진흥구역 해제는 어떤 기준으로 해제하는 건지 질의 드립니다.,"['창원시', '농업진흥구역', '해제', '기준']",농업_축산,기타,문의(질의),농업정책과
창원시 농업진흥구역 해제는 어떤 기준으로 해제하는 건지 궁금합니다.,"['창원시', '농업진흥구역', '해제', '기준']",농업_축산,기타,문의(질의),농업정책과
창원시 #@주소#번지 앞 도로 개설공사 조속히 처리 요청합니다.,"['처리', '도로', '개설공사']",농업_축산,기타,요청/개선,건설과
창원시의 #@주소#번지 앞 도로 개설공사 조속히 처리 부탁드립니다.,"['처리', '도로', '개설공사']",농업_축산,기타,요청/개선,건설과
창원시의 #@주소#번지 앞 도로 개설공사 조속히 처리해주세요.,"['처리', '도로', '개설공사']",농업_축산,기타,요청/개선,건설과
한·미 FTA에 대한 토론 건의합니다.,"['한·미 FTA', '토론']",농업_축산,"축산물 영업(생산업,가공업,유통업)",요청/개선,기업사랑과
한·미 FTA에 대한 토론 건의해 봅니다.,"['한·미 FTA', '토론']",농업_축산,"축산물 영업(생산업,가공업,유통업)",요청/개선,기업사랑과
한·미 FTA에 대한 토론 건의 드립니다.,"['한·미 FTA', '토론']",농업_축산,"축산물 영업(생산업,가공업,유통업)",요청/개선,기업사랑과
한·미 FTA에 대한 토론이 있었으면 좋겠습니다.,"['한·미 FTA', '토론']",농업_축산,"축산물 영업(생산업,가공업,유통업)",요청/개선,기업사랑과
한·미 FTA에 대한 토론이 있었으면 합니다.,"['한·미 FTA', '토론']",농업_축산,"축산물 영업(생산업,가공업,유통업)",요청/개선,기업사랑과
마산회원구 #@주소#에 위치한 식물원이 판넬로 주거공간을 만들어 신고합니다.,"['마산회원구', '식물원', '판넬', '주거공간']",농업_축산,기타,요청/개선,경제교통과
마산회원구 #@주소#에 위치한 식물원이 판넬로 주거공간을 만들었는데 조치를 부탁드립니다.,"['마산회원구', '식물원', '판넬', '주거공간']",농업_축산,기타,요청/개선,경제교통과
마산회원구 #@주소#에 위치한 식물원이 판넬로 주거공간을 만들었습니다. 원상복구 조치해주시기 바랍니다.,"['마산회원구', '식물원', '판넬', '주거공간']",농업_축산,기타,요청/개선,경제교통과
"#@주소# 에서 바로 윗 동에 있는 #@주소#쪽에 주인 없는 길 잃은 강아지가 있습니다. 
차가 달리는 위험한 곳에서 더 추워지기 전에 구조해 주세요.","['주인', '강아지', '차', '위험', '구조']",농업_축산,기타,요청/개선,행정과
창원시 #@주소# 에서 바로 윗 동에 있는 #@주소#쪽에 길 잃은 강아지가 있으니 날씨가 더 추워지기 전에 빨리 구조 바랍니다. 차가 많이 달리는 위험한 곳입니다. 신속히 움직여 주세요.,"['강아지', '차', '위험', '구조']",농업_축산,기타,요청/개선,행정과
차가 달리는 위험한 곳에 주인없는 길 잃은 강아지가 있습니다. 위치는 #@주소# 에서 바로 윗 동에 있는 #@주소#입니다. 더 추워지기 전에 구조해 주세요.,"['주인', '강아지', '차', '위험', '구조']",농업_축산,기타,요청/개선,행정과
"#@주소# 에서 바로 윗 동에 있는 #@주소# 쪽에 유기견이 있습니다. 차가 달리는 위험한 곳이라 걱정됩니다.
더 추워지기 전에 구조해 주세요.","['차', '위험', '구조', '유기견']",농업_축산,기타,요청/개선,행정과
창원시 #@주소# 윗 동에 있는 #@주소#에 길 잃은 강아지가 있으니 신속히 구조 요청합니다. 날씨가 많이 춥고 차들도 많이 다니는 곳이니 최대한 빨리 움직여 주세요.,"['강아지', '차', '구조']",농업_축산,기타,요청/개선,행정과
창원유기동물보호소에서 질병을 가진 동물들까지 같은 곳에 둔다는 것은 좀 아닌 것 같은데요. 작더라도 격리실 같은 공간을 마련 바랍니다.,"['창원유기동물보호소', '격리실', '마련']",농업_축산,기타,요청/개선,농업정책과
창원유기동물보호소에서 질병을 가진 동물들까지 같은 곳에 두면 다른 동물들에게 피해가 갈텐데 격리실 확보를 부탁드립니다.,"['창원유기동물보호소', '격리실', '확보']",농업_축산,기타,요청/개선,농업정책과
창원유기동물보호소에서 질병을 가진 동물들까지 같은 곳에 두면 다른 동물들에게 피해가 갈텐데요. 격리실을 마련해 관리 부탁합니다.,"['창원유기동물보호소', '격리실', '마련']",농업_축산,기타,요청/개선,농업정책과
경남 외곽지역에 스마트팜을 짓기보다 창원 내부에 지어서 주시기를 요청합니다.,"['경남', '스마트팜', '창원', '내부']",농업_축산,기타,요청/개선,농업정책과
창원 내부에 스마트팜을 지어서 주시기를 요청드립니다. 경남 외곽지역에 짓지 마시고요.,"['경남', '스마트팜', '창원', '내부']",농업_축산,기타,요청/개선,농업정책과
경남 외곽지역보다 창원 내부에 스마트팜을 지어서 주셨으면 좋겠습니다.,"['경남', '스마트팜', '창원', '내부']",농업_축산,기타,요청/개선,농업정책과
경남 외곽지역에 스마트팜을 짓기보다 창원 내부에 지어서 주시기를 조치 요청드립니다.,"['경남', '스마트팜', '창원', '내부']",농업_축산,기타,요청/개선,농업정책과
경남 외곽지역에 스마트팜을 짓기보다 창원 내부에 지어서 주시기를 조치를 요청합니다.,"['경남', '스마트팜', '창원', '내부']",농업_축산,기타,요청/개선,농업정책과
내서농산물 도매시장 입구 부근 새벽시간에 상습주차하는 흰색차량이 있습니다. 주차단속을 부탁드리며 2층 관리과에서도 단속바랍니다.,['상습주차'],농업_축산,기타,항의,농산물도매시장관리과
내서농산물 도매시장 입구 부근 새벽시간에 상습주차하는 차량으로 인해 물류차들의 통행에 불편이 많습니다. 주차단속을 부탁드리며 2층 관리과에서도 단속바랍니다.,"['상습주차', '새벽시간']",농업_축산,기타,항의,농산물도매시장관리과
내서농산물 도매시장 입구 부근 새벽시간에 상습주차하는 흰색차량이 있습니다. 안전한 도로환경을 위해 주기적인 주차단속 부탁드립니다.,['상습주차'],농업_축산,기타,항의,농산물도매시장관리과
"대방동 산82-5,132 번지에 농로 건설 불가 요청합니다.","['대방동', '산82-5,132 번지', '농로 건설']",농업_축산,기타,요청/개선,농업정책과
"대방동 산82-5,132 번지에 농로 건설 하지 말아 주셨으면 합니다.","['대방동', '산82-5,132 번지', '농로 건설']",농업_축산,기타,요청/개선,농업정책과
"대방동 산82-5,132 번지에 농로 건설 안하셨으면 좋겠어요.","['대방동', '산82-5,132 번지', '농로 건설']",농업_축산,기타,요청/개선,농업정책과
"대방동 산82-5,132 번지에 농로 건설 하지 않으시길 바랍니다.","['대방동', '산82-5,132 번지', '농로 건설']",농업_축산,기타,요청/개선,농업정책과
"대방동 산82-5,132 번지에 농로 건설 중단 해주시길 바랍니다. ","['대방동', '산82-5,132 번지', '농로 건설']",농업_축산,기타,요청/개선,농업정책과
"#@주소#라는 애완동물가게에서 사기 분양을 하여 다른 피해자들이 더 발생하지 않게 하려고 민원을 넣는 바입니다. 소비자에 대해 정당한 설명없이 고양이의 종을 속여 팔고 그 가격 또한 부당하게 이득을 얻으려고 하였습니다. 또한 혈통서도 주지 않고 계약서도 주소지가 다르고 분양업자의 주소도 없고 판매업자가 입수한 날짜, 수의사의 치료기록 및 약물투여 기록 또한 없었습니다. 또한 계약서 내용조차 이중 계약처럼 계약하였습니다.","['애완동물가게', '사기', '분양']",농업_축산,동물관련 영업,항의,창원지도과
#@주소#라는 애완동물 가게에서 고양이 사기 분양을 하는 것으로 의심되니 단속 요청합니다.,"['사기', '분양', '단속']",농업_축산,동물관련 영업,항의,창원지도과
#@주소#라는 애완동물 가게에서 고양이 사기 분양을 하는 것으로 의심되니 확인 부탁드립니다.,"['사기', '분양']",농업_축산,동물관련 영업,항의,창원지도과
"창원시 진해구 안골동 굴막에서 강아지가 있습니다.
(주인과 따로 살고 있습니다. 야외에서 줄에 묶어서 기르고 있는 듯 합니다.)
주인이라는 사람은 단 한 번도 밥을 준 적이 없고,
기본적인 케어조차 하지 않으면서 그대로 방치하고 있습니다. 밤마다 강아지는 무슨 이유에서인지 괴로움에 떨고 울부짖습니다. 어머니께서 강아지 주인에게 연락해, 강아지가 많이 울고있는데 혹시 이유가 있지 않나 싶어서 한 번 가서 보라고 연락을 했습니다. 연락을 받은 주인이 강아지에게 다가가서는 발로 걷어차고는 다시 집으로 돌아가는 모습을 보았습니다. 강아지는 주인이 다가오자 두려움에 떨었습니다. 주인으로 받아들이는 것이 아니라 폭력을 가하는 가해자로 보고 있었습니다. 그 날 이후 강아지가 매일 밤 울어도 주인에게 연락하지 않았습니다.
제발 동물학대와 방치에서 벗어나게 도와주세요.
요즘이 어느 시대인데 강아지를 저렇게 야외에서 키우며 방치하고 학대해도 아무렇지 않나요? 구조해주고, 치료해주세요. ","['창원시', '진해구', '안골동', '굴막', '강아지', '동물학대']",농업_축산,기타,요청/개선,축산과
"창원시 진해구 안골동 굴막에서 강아지가 있습니다.주인과 따로 살고 있습니다. 야외에서 줄에 묶어서 기르고 있는 듯 합니다.)
주인이라는 사람은 단 한 번도 밥을 준 적이 없고,
기본적인 케어조차 하지 않으면서 그대로 방치하고 있습니다. 
제발 동물학대와 방치에서 벗어나게 도와주세요.","['창원시', '진해구', '안골동', '굴막', '강아지', '동물학대']",농업_축산,기타,요청/개선,축산과
"창원시 진해구 안골동 굴막에서 강아지가 있습니다.
(주인과 따로 살고 있습니다. 야외에서 줄에 묶어서 기르고 있는 듯 합니다.) 주인은 단 한 번도 밥을 준 적이 없고, 방치하고 있습니다. 밤마다 강아지는 무슨 이유에서인지 괴로움에 떨고 울부짖습니다. 어머니께서 강아지 주인에게 연락해, 강아지가 많이 울고있는데 혹시 이유가 있지 않나 싶어서 한 번 가서 보라고 연락을 했습니다. 연락을 받은 주인이 강아지에게 다가가서는 발로 걷어차고는 다시 집으로 돌아가는 모습을 보았습니다. 강아지를 저렇게 야외에서 키우며 방치하고 학대해도 아무렇지 않나요? 구조해주고, 치료해주세요.","['창원시', '진해구', '안골동', '굴막', '강아지', '학대']",농업_축산,기타,요청/개선,축산과
"창원시 진해구 안골동 굴막에 강아지가 있습니다.주인이라는 사람은 단 한 번도 밥을 준 적이 없고, 기본적인 케어조차 하지 않으면서 그대로 방치하고, 밤마다 강아지는 무슨 이유에서인지 괴로움에 떨고 울부짖습니다. 강아지를  구조해주고, 치료해주세요. 
","['창원시', '진해구', '안골동', '굴막', '강아지']",농업_축산,기타,요청/개선,축산과
"창원시 진해구 안골동 굴막에 야외에서 줄에 묶어서 기르고 있는 듯 한 강아지가 있는데, 주인은 단 한 번도 밥을 준 적이 없고, 기본적인 케어조차 하지 않습니다. 강아지는 무슨 이유에서인지 밤마다 괴로움에 떨고 울부짖습니다.다. 연락을 받은 주인이 강아지에게 다가가서는 발로 걷어차고는 가버렸습니다. 강아지는 주인이 다가오자 두려움에 떨었습니다. 제발 동물학대와 방치에서 벗어나게 도와주세요.","['창원시', '진해구', '안골동', '굴막', '강아지', '동물학대']",농업_축산,기타,요청/개선,축산과
"창원시에서 하는 도랑 축대 공사 때문에 논에 물이 들어가지 않아 모를 심을 수 없어 현재 중단 상태입니다. 조치를 취해주십시오.
","['창원시', '도랑 축대 공사', '논', '모']",농업_축산,기타,요청/개선,안전건설과
"창원시에서 도랑 축대 공사를 하고 있는데요, 논에 물을 못 대 모심기를 중단하고 있습니다. 언제까지 기다려야 할까요.","['창원시', '도랑 축대 공사', '논', '모']",농업_축산,기타,요청/개선,안전건설과
모심기를 못 하고 있네요. 시에서 도랑 축대 공사를 하고 있어서 논이 물이 들어가지 않아서요. 빠른 조치 바랍니다.,"['도랑 축대 공사', '논', '모']",농업_축산,기타,요청/개선,안전건설과
"창원시 #@주소#에 위치한 기존 가옥에 슬레이트 지붕으로 된 별채 등이 아직 남아 있어서 석면, 슬레이트 지붕 철거 시 시에서 지원되는 부분이 있는지 문의 드립니다.","['기존 가옥', '창원시', '지붕 철거', '지원']",농업_축산,기타,문의(질의),건축허가과
"기존 가옥에 슬레이트로된 지붕이 별채 등에 남아 있어 석면, 슬레이트 지붕을 철거 할때 시에서 지원이 되나요? 위치는 창원시 #@주소# 입니다.","['기존 가옥', '창원시', '지원']",농업_축산,기타,문의(질의),건축허가과
"창원시의 #@주소#에 위치한 기존 가옥에 슬레이트 지붕으로 된 별채 등이 아직 남아 있어서 석면, 슬레이트 지붕 철거 시 시에서 지원되나요?","['기존 가옥', '창원시', '지붕 철거', '지원']",농업_축산,기타,문의(질의),건축허가과
"창원시의 #@주소#에 위치한 기존 가옥에 슬레이트 지붕으로 된 별채 등이 아직 남아 있어서 석면, 슬레이트 지붕 철거 시 시에서 지원되는지 문의하려면 어디에 물어봐야 하나요?","['기존 가옥', '창원시', '지붕 철거', '지원']",농업_축산,기타,문의(질의),건축허가과
"창원시의 #@주소#에 위치한 기존 가옥에 슬레이트 지붕으로 된 별채 등이 아직 남아 있어서 석면, 슬레이트 지붕 철거 시 시에서 지원되는 부분 확인 할 수 있는 부서가 어디인가요? ","['기존 가옥', '창원시', '지붕 철거', '지원']",농업_축산,기타,문의(질의),건축허가과
진북면 유기견보호센타 관리소장 해임을 건의합니다.,"['진북면', '유기견보호센타', '관리소장', '해임']",농업_축산,기타,건의/제기,마산지도과
진북면 유기견보호센타 관리소장이 해고되었으면 좋겠습니다.,"['진북면', '유기견보호센타', '관리소장', '해고']",농업_축산,기타,건의/제기,마산지도과
진북면 유기견보호센타 관리소장의 해임에 대해 심도있는 논의를 부탁드립니다.,"['진북면', '유기견보호센타', '관리소장', '해임']",농업_축산,기타,건의/제기,마산지도과
농업기술센터 유기견 담당 과장과 계장 업무태만에 관한 민원을 넣은 지 1주일 되었고 사고가 난 지 8일째 입니다. 고의로 사람에게 상해를 입힌 것은 범죄이고 그것을 묵인 하는 것도 큰 범죄입니다. 농업기술센터에선 해결에 의지가 없으시니 고소장 진행 상황에 따라 과장님과 계장님께 공무원 직무유기와 방임죄로 소장을 준비해서 고소를 진행하겠습니다.,"['농업기술센터', '유기견 담당', '과장과 계장', '업무태만']",농업_축산,기타,항의,마산지도과
마산 농업기술센터 유기견 담당 과장과 계장 업무태만에 관한 민원을 넣은 지 1주일 되었고 사고가 난 지 8일째 입니다. 농업기술센터에서 해결에 의지가 있기는 하신가요? 고소하겠습니다.,"['마산 농업기술센터', '유기견 담당', '과장과 계장', '업무태만']",농업_축산,기타,항의,마산지도과
