제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
'일시정지' 문구로 운전자들이 시속 30Km를 초과하지 않게,"현황 및 문제점
안녕하세요?
격무에 노고가 많으십니다.


학교 앞과 유치원, 어린이집 앞 등은 시속 30Km 과속 단속카메라가 있습니다.

시속 30Km 이상이면 과속 단속카메라에 찍혀 범칙금이 부과됩니다.
시민들은 호소합니다. 차로 이동하다 보면 금방 시속 30Km 가 넘게 되어 범칙금 고지서를 받게 된다고요.


또 시속 30Km 로 가다 보면 신호가 금방 바뀝니다. 속히 빠져 나가려니

시속 30Km를 초과하여 신호 단속에 걸려 범칙금이 날라오지요.



파란불 보고 30으로 가다보면 천천히 가니 신호 바뀌는 관계로

파란불이 노란 적색 바뀌면 이동이 어렵습니다.



어린이 등하교시 녹색어머니회, 학부모회에서 깃발을 들고 어린이 등하교를 돕는

어린이 보호장치 필요하다는 여론이 높습니다.

밤에도 새벽에도 어린이가 왕래하지 않는 오후 시간에도

시속 30Km는 불합리 하다는 여론이 높습니다.

학교 앞 어린이집 앞 지날 때(차로 이동할 때) 어린이 본 적 없다는 의견도 많았습니다.
개선방안
1. 시속 30Km 단속카메라 앞 부근에 '일시정지' 문구를 넣는 방법입니다.

'일시정지' 문구로 운전자들이 시속 30Km를 초과하지 않게 경각심을 줄 필요가 있습니다.

아차하고 속도 위반하는 일이 줄어들 것입니다.


2. 어린이 등하교시 만, 또 특별한 경우에만 시속 30Km가 적용되야 그 외에는 점멸 신호 등으로 교통이 원활하게 해야되겠습니다.

3. 어린이 등하교시 녹색어머니회, 학부모회 등에서 깃발을 들고 어린이 등하교를 돕는

어린이 보호장치가 필요합니다.
기대효과
어린이들도 행복하고 국민들도 편리한 생활이됩니다.
걱정하고 시간 낭비하는 사례 줄어들어,
충남도가 온기로 채워질 수 있을 것입니다.

감사합니다.",2023-02-23,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AB-2302-0011993)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하께서 제출하신 민원의 내용은 보령시 농업인들의 농작업 편의를 위하여 시행하는 농작업지원단 육성·운영 사업의 시행시기가 늦어져 필요한 농사시기에 도움을 받기가 어렵다는 것으로 이해됩니다.

3. 귀하의 민원에 대한 검토 결과는 다음과 같습니다.

가. 농작업지원단 사업은 충청남도 관내 중·소·고령농들의 농작업 편의를 위하여 충청남도와 보령시, 농협에서 함께 추진하는 협력사업으로 금년에는 사업지침 개정을 위하여 충남도에서 해당 시군과 농협 담당자를 대상으로 순회 사업설명회를 진행하여 의견 및 개선 요구사항을 사업지침에 반영하는 관계로 다른 해에 비해 사업지침이 다소 지연되어 변경 확정되었습니다.

나. 농작업지원단 육성·운영 사업의 원활한 업무 추진과 농업현장의 상황을 반영하기 위하여 사업추진 지침 확정이 늦어져 귀하의 영농추진
사항에 불편을 준 점에 대하여 귀하의 넓은 이해와 양해를 구합니다.

다. 귀하가 제안하신 소중한 의견에 따라 중·소·고령농 및 전업농의 소득증대와 작업편의를 위하여 농사시기에 맞는 접수와 지원이 가능하도록 충남도청, 보령시, 농협과 함께 마련하도록 하겠습니다. 앞으로도 지속적인 관심을 가지고 농업인의 소리에 귀 기울이도록 하겠습니다.

4. 답변 내용에 대한 추가 설명이 필요한 경우 농업정책과 김선명 주무관(041-930-7621)에게 연락 주시면 친절히 안내해 드리도록 하겠습니다.감사합니다.",심사 중,충청남도,제안심사
유치원과 어린이집 재원 장애아동간 처우 불평등 개선을 요청합니다.,"현황 및 문제점
유치원과 어린이집 재원 장애아동의 처우 불평등 개선

1. 개요
어린이집 재원 아동과 유치원 재원 장애아동의 처우가 달라 아동 간에도 차별적인 지원이 이루어지고 있어 개선이 필요합니다.

2. 장애에 대한 접근과 치료 방법의 차이
1) 용어의 차이
- 어린이집 아동은 ‘장애아동’이고, 유치원 아동은 ‘특수아동’으로 용어 자체에서 불평등하게 출발하고 있습니다.
- 모든 아동들에게 ‘특수아동’이라는 호칭을 사용하길 강력 요구합니다.
개선방안
2) 장애아동 재선 방향
- 유치원 재원아동
* 장애 아동은 사전에 교육청 지원센터로부터 체계적으로 진단평가를 받아 그 결과에 따라 교육청 산하 특수교육지원센터로부터 여러 유형으로 지원이 이루어짐.
* 자체 치료사 로테이션 방문 치료, 장애 유아의 외부 치료센터 사용시 일부 비용 지원, 바우처 지원, 기타 소정의 지원비 지원 등 여러 형태임.

- 어린이집 재원아동
* 장애인 등록증을 발급받은 경우에 한하여 장애전문 어린이집이나 장애통합어린이집 내 장애전담반에서 교사 1명대 아동 3명으로 보육과 교육을 받음.
* 정부나 지자체의 지원은 거의 없으며, 외부 센터 치료시 아동 학부모 자비로 충당해야 함. 바우처는 년 19시간 수준으로 턱없이 약한 지원 상태임.

3. 개선요구
- 장애아동에 대한 용어 통일 : ‘장애아동’이 아닌 ‘특수아동’으로 용어 변경
장애 스티그마 극복 및 자존감 하락 예방차원에서 반드시 필요함.
- 장애 아동에 대한 진료 및 치료, 지원체계 일원화로 어린이집과 유치원 어느 곳에 재원하더라도 동일한 지원체계 수립 지원.
기대효과
3. 개선요구
- 장애아동에 대한 용어 통일 : ‘장애아동’이 아닌 ‘특수아동’으로 용어 변경
장애 스티그마 극복 및 자존감 하락 예방차원에서 반드시 필요함.
- 장애 아동에 대한 진료 및 치료, 지원체계 일원화로 어린이집과 유치원 어느 곳에 재원하더라도 동일한 지원체계 수립 지원.",2023-02-21,"국민제안(1AB-2211-0013307)에 대하여 아래와 같이 답변하고자 합니다.

1. 장애아동 보육 관련 제도에 대한 소중한 의견을 주셔서 감사드립니다.

2. 귀하께서 건의하여 주신 국민제안 사항은 다음과 같이 이해됩니다.
○ ‘장애아동’이 아닌 ‘특수아동’으로 용어 변경
○ 장애아동에 대한 지원체계(진료, 치료 등) 일원화로 어린이집과 유치원 재원 아동에 대한 동일한 지원체계 수립

3. 어린이집 장애아동에 대한 용어 및 지원체계 개선을 통해 장애아동에 대한 질적, 양적 지원 수준 향상이 필요하다는 귀하의 인식에 적극 공감하며, 제안해주신 사항에 대해 아래와 같이 회신해 드립니다.
○ 먼저, 어린이집은 보건복지부 「영유아보육법」 및 동법 시행규칙, 「2023년도 보육사업안내」에 따르며, 유치원은 교육부 「유아교육법」, 「장애인 등에 대한 특수교육법」에 따라 장애아보육에 대해 용어 정의 및 보육서비스 지원이 되고 있음을 말씀드립니다.
○ 아울러 보건복지부와는 별개로 도에서는 장애아전문·통합어린이집 인건비 추가 지원, 장애전문어린이집 차량안전도우미·차량운영비 등 장애아동에 대한 지원 사업을 추진 중입니다.
○ 귀하께서 제안해주신 사항에 대해 현재 「영유아보육법」 및 동법 시행규칙, 「2023년 보육사업안내」 기준으로는 자체적인 용어 변경 및 예산 확보 등 당장에 추진하기 어려운 점 양해하여 주시기 바라며, 우리 도에서는 앞으로 어린이집 장애아동을 대상으로 하는 다양한 정책을 발굴·시행해 나가도록 노력하겠습니다.
○ 아울러 제안해주신 의견은 개선될 수 있도록 보건복지부로 적극 검토요청 하겠습니다.

4. 위와 같은 사유로 귀하의 제안을 채택하지 못하는 점을 이해하여 주시기 바라며, 문의사항이 있으실 경우 충청남도 복지보육정책과(041-635-4250)로 연락 주시면 성실하게 답변드리도록 하겠습니다. 감사합니다. 끝.",2023-02-28,충청남도,답변완료
능수초등학교 개교에 따른 교통불편 문제,"현황 및 문제점
올 3월에 개교 예정인 청당동 능수초등학교까지 이용가능한 대중교통이 전혀 없음
개선방안
현재 시내버스 21번 종점이 청당 벽산블루밍 아파트로 되어있는데, 종점에서부터 약 600미터 떨어진 거리에 위치한 능수초등학교까지 노선 연장할 시 능수초를 이용하는 교직원, 학부모 등이 편히 이용가능하고,
연장되는 노선이 단순하고 단 600미터 가량만 늘어나는 관계로 운행하는 버스기사에게도 부담이 가지 않음
기대효과
인근 주민과 학교 이용 관계자들이 모두 편한 대중교통을 조금 더 효율적으로 이용할 수 있다.",2023-02-21,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AB-2302-0008724)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “21번 노선의 능수초등학교 연장 운행 ”에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 21번 노선의 경우 백석농공단지와 청당벽산아파트를 기·종점으로 20분 배차간격으로 운행중에 있으며, 편도 운행거리가 약 20km로 시내노선 중 장거리 노선에 속하고 있습니다. 또한 근로기준법(주52시간 근무)을 최대한 준수하며 운행하고 있는 노선으로 노선 연장시 차량(운수종사자 확보)의 증차 없이는 기존 배차간격을 유지하기 어려운 실정입니다. 현재 우리시는 운수종사자 확보에 있어서 근무여건(1일2교대)이 양호한 주변지역 및 택배업, 배달기사로의 이탈 등으로 확보에 어려움이 있음을 알려드립니다.
- 제안해주신 방법과 같이 노선 연장(약 600m)은 거리상 근접할 수 있으나 능수초등학교 주변 대형버스가 회차 할 수 있는 공간 부족 및 2개의 신호교차로 통과(운행시간 증가) 등 운행 여건이 열악한 것으로 나타났습니다.
- 이에 제안해주신 21번 노선 연장에 대해서는 상기와 같은 사유로 운행에 어려움이 있는 점 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 천안시 대중교통과 대중교통팀(☏041-521-5631)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",2023-03-02,천안시,답변완료
RPA 도입에 관하여..,"현황 및 문제점
1. 수동 데이터 입력 및 반복 작업: 많은 업무 프로세스에는 수동 데이터 입력 및 반복 작업이 포함됩니다. 이러한 작업은 시간이 많이 걸리고 오류가 발생하기 쉬우므로 실수 및 처리 지연이 발생할 수 있습니다. 예를 들어, 부서에서 민원에 관한 정보를 데이터베이스에 수동으로 입력해야 할 수 있으며 이는 지루하고 오류가 발생하기 쉬운 작업이 될 수 있습니다.

2. 표준화 부족: 많은 조직이 프로세스 표준화에 어려움을 겪고 있습니다. 이로 인해 작업이 완료되는 방식에 일관성이 없어 진행 상황을 추적하기 어려울 수 있습니다. 표준화가 없으면 개선 영역을 식별하는 것도 어려울 수 있습니다.

3. 높은 인건비: 수작업은 특히 고도로 숙련된 노동력이 필요한 경우 비용이 많이 들 수 있습니다. 이는 조직이 운영을 확장하는 것을 어렵게 만들 수 있으며 더 크고 더 확립된 회사와 경쟁할 수 있는 능력을 제한할 수 있습니다.

4. 규정 준수 문제: 많은 산업에는 법적 및 재정적 결과를 피하기 위해 충족해야 하는 엄격한 규정 준수 요구 사항이 있습니다. 수동 프로세스는 감사하기 어려울 수 있으며 규정 준수를 유지하기 어렵게 만들 수 있습니다.

5. 제한된 데이터 분석: 수동 프로세스는 추적 및 측정이 어려울 수 있습니다. 이로 인해 데이터를 분석하고 프로세스를 개선하는 방법에 대해 정보에 입각한 결정을 내리는 조직의 능력이 제한될 수 있습니다.

이는 RPA를 도입하기 전에 조직이 직면한 문제 중 일부에 불과합니다. 이러한 프로세스를 자동화함으로써 조직은 이러한 문제를 극복하고 효율성, 정확성 및 확장성을 개선할 수 있습니다.
개선방안
어렵지 않습니다.

현재 많은 RPA 툴이 나와 있으며 도입 및 진입 장벽도 높지 않습니다. 합리적으로 계산한다면 도입 비용도 크지 않습니다.

어떤 업무를 자동화 할 것인가? 자동화로 줄인 시간을 어떻게 효율적으로 활용 할 것인가? 그것이 중요합니다.
기대효과
제가 RPA를 직접 써보니 저는 이런 종류의 이득을 봤습니다.

1. 효율성 증가: 군청은 대량의 데이터와 서류 작업을 처리합니다. RPA를 사용하면 데이터 입력, 송장 처리, 기록 보관과 같은 일상적인 작업을 자동화할 수 있습니다. 이를 통해 상당한 시간을 절약하고 오류를 줄여 담당자는 더 중요한 작업에 집중할 수 있습니다.

2. 비용 절감: RPA를 사용하여 일상적인 작업을 자동화하면 군청에서 상당한 비용을 절감할 수 있습니다. 이 기술은 육체 노동의 필요성을 줄임으로써 직원의 시간을 절약하고, 절약한 시간을 신규 프로젝트에 사용 할 수 있습니다. 전반적인 생산성을 향상시킬 수 있습니다.

3. 정확도 향상: RPA는 데이터 입력의 정확도를 높이고 오류 가능성을 줄일 수 있습니다. 이것은 작은 실수라도 중대한 결과를 초래할 수 있는 군청에 특히 중요합니다. 일상적인 작업을 자동화함으로써 RPA는 인적 오류의 위험을 줄이고 전반적인 데이터 품질을 향상시킬 수 있습니다.

4. 더 나은 고객 서비스: RPA를 도입하면 고객 문의 및 요청에 더 빠르고 정확하게 응답할 수 있습니다. 이를 통해 전반적인 고객 만족도를 높이고 지자체에 대한 평판을 높일 수 있습니다.

5. 더 나은 규정 준수: 시청은 다양한 규정을 준수해야 하며 RPA를 사용하면 모든 규정을 준수하는 데 도움이 될 수 있습니다. 자동화된 프로세스는 필요한 모든 단계를 수행하여 비준수 위험을 줄이는 데 도움이 될 수 있습니다.

요약하면 시청에 RPA를 도입하면 효율성 향상, 비용 절감, 정확성 향상, 더 나은 고객 서비스 제공, 규정 준수 보장에 도움이 될 수 있습니다. 따라서 타 지자체와 비교하여 홍성군이 경쟁력을 유지하고 유권자들에게 더 나은 서비스를 제공하기 위해 필요한 조치가 될 수 있습니다.",2023-02-20,"1. 안녕하십니까? 귀하께서 국민신문고에 신청하신 민원(신청번호1AB-2302-0008724)에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하의 민원내용은 “21번 노선의 능수초등학교 연장 운행 ”에 관한 것으로 판단됩니다.
3. 귀하의 질의사항에 대해 검토한 의견은 다음과 같습니다.
- 21번 노선의 경우 백석농공단지와 청당벽산아파트를 기·종점으로 20분 배차간격으로 운행중에 있으며, 편도 운행거리가 약 20km로 시내노선 중 장거리 노선에 속하고 있습니다. 또한 근로기준법(주52시간 근무)을 최대한 준수하며 운행하고 있는 노선으로 노선 연장시 차량(운수종사자 확보)의 증차 없이는 기존 배차간격을 유지하기 어려운 실정입니다. 현재 우리시는 운수종사자 확보에 있어서 근무여건(1일2교대)이 양호한 주변지역 및 택배업, 배달기사로의 이탈 등으로 확보에 어려움이 있음을 알려드립니다.
- 제안해주신 방법과 같이 노선 연장(약 600m)은 거리상 근접할 수 있으나 능수초등학교 주변 대형버스가 회차 할 수 있는 공간 부족 및 2개의 신호교차로 통과(운행시간 증가) 등 운행 여건이 열악한 것으로 나타났습니다.
- 이에 제안해주신 21번 노선 연장에 대해서는 상기와 같은 사유로 운행에 어려움이 있는 점 양해하여 주시기 바랍니다.
4. 귀하의 질문에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 천안시 대중교통과 대중교통팀(☏041-521-5631)으로 연락주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다.",심사 중,홍성군,제안심사
투명페트병 종량제봉투 교환사업에 제안,"현황 및 문제점
현재
교환:투명페트병 대(2L)10개, 소(0.5L)20개당 종량제봉투(5L)3매

현재 교환되는 내용인데 제가 본 대부분의 교환요청인은 자녀가 있는 4인 가족이었습니다. 일반용종량제봉투 5L는 너무 작아서 사용하는경우를 본적이 없습니다. 대부분 기본 10L~이상을 사용합니다.
개선방안
페트병 갯수를 늘려 봉투 매수 조정하는건 어떨까요? 10L, 20L 등 종류를 늘려 교환신청인이 선택했으면 좋겠습니다
기대효과
교환신청인이 본인생활에 맞는 종량제봉투를 선택하므로써 페트병 모으는 사업이 더 활성화 될것으로 예상되고 그에 따른 환경지킴에도 도움을 줄것 입니다.",2023-02-16,"투명페트병 종량제봉투 교환사업 제안에 대하여 아래와 같이 통보하고자합니다.

1. 자원순환 선도도시 조성을 위한 관심과 참여에 깊은 감사를 드립니다.
2. 현재 실시 중인 투명페트병 종량제 봉투 교환사업은 '22년부터 단독주택지역까지
투명페트병 의무 분리배출 확대 시행에 따라 단독주택지역 재활용품 공공수거의
한계를 보완하고 투명페트병의 분리배출를 활성화하고자 하는 취지입니다.
※ 교환물품이 종량제 봉투 5L인 이유는
가. 가정에서 발생하는 재활용품을 최대한 분리배출하고 배출 쓰레기를 줄이자는 취지
나. 적정 인센티브를 지급하므로써 읍면동 행정과부하 방지 및 공동주택에서 분리배출
수거되어야할 투명페트병이 과도하게 행정복지센터로 유입되지 않도록함에 있으
므로 깊은 양해 바랍니다. 감사합니다. 끝.",2023-02-24,아산시,답변완료
장묘법 시범 제안,"현황 및 문제점
ㅁ현황 및 문제점
o 미래 국가적인 장묘 문화에 대한 법규 개정 부재
o 사망시 장묘에 대한 지자체 장묘보장 지원 제도의 부재로 특정인원 / 취약계층의 장묘시 행정절차 또는 경제적인
어려움이 발생되고있음
o 사망전 일반적인 사회보장제도는 선직국형이지만 사망후 보장에 대한 사회적 보장제도는 많은 문제점이 상존함
o 일반적인 장묘시(매장/납골 등) 지속적인 비용발생으로 경제적 애로사항 발생
o 일반가정의 선산이라는 장묘관리시 차후 후손에게 경제적 부담감 발생가중
-> 매장에서 납골로 변경 또는 이장시 표준화되지 않은 업체 요구 비용의 발생 등
개선방안
ㅁ 개선방안
o 의료보험제도와 유사한 개인별 장묘 보험제도를 신설이 요구되나 특성을 고려 지자체 시범 적용
o 사망시 장례식장을 제외한 장묘에 대한 보장성 보험 제도
o 장묘 종류에 따라 사망전 보험 적용 금액과 납부 기간을 선정하여 운용
- 장묘, 납골, 수목장, 자연친화 장묘법 등
기대효과
ㅁ기대효과
o 지역 후손들에게 경제적 부담감 발생을 없애고 그와 동시에 후손들간의 일반적 다툼도 감소할 것 으로 사료됨
o 지자체 국토개발의 효율적인 적용 가능성
o 시범적용 성과의 효율성 검토 후, 장묘법 등 법규 개/제정으로 장묘법의 범국민 표준화 가능
o 지자체 자연 친화 장묘법의 법규 신설로 사회인식 개선을 높일수 있으며, 사망후 장묘문화 개선의 발전성이 높음",2023-02-16,"1. 안녕하십니까?
귀하께서 국민신문고를 통해 제안해주신 건(1AB-2302-0006524)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안 내용은 매장에서 납골로 변경 또는 이장시 후손의 경제적 부담을 줄이기 위해 지자체에서 장묘에 대한 보장성 보험 제도 신설을 제안하신 것으로 이해됩니다.

3. 위 제안 내용을 검토한 바, 지자체에서 시범적으로 운영하기에는 보장범위, 보험적용, 장묘종류 등 장기적으로 검토할 사항으로 불채택함을 양지하여 주시기 바랍니다.

참고로 우리시의 장사에 관련된 복지를 다음과 같이 하고 있음을 알려드립니다.

○ 시립납골당(정명각) 운영
- 1기 봉안 : 300,000원, 부부봉안 : 900,000원(30년 봉안 기준)
- 계룡시 장사시설 등의 설치 및 관리 운영 조례 제19조」에 의해 전액감면 및
반액 감면
○「계룡시 화장장려금 지원 조례 제3조 및 제5조」에 의해 화장장려금 지원

4. 귀하의 제안에 대한 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요한 경우 계룡시 가족돌봄과 경로복지팀(042-840-2273)으로 연락주시면 친절히 안내해드리도록 하겠습니다. 끝.",2023-03-15,계룡시,답변완료
"지자체(시청) 공시, 공지자료 문자 알림 서비스","현황 및 문제점
2년 전 노후대비를 위해 아산시에 농가 주택을 구입했습니다. 슬레이트 폐기 지원 사업 신청도 해야되고 기타 농촌지역 혜택들도 알아보고 있는데요.. 문제는 매 번 시청 홈페이지 들어가서 검색해서 공지가 떴는지 확인해봐야 한다는 것입니다. 신청 기간 지나버리면 6개월 또는 1년 다시 지나가는거고요. 너무 불편합니다. 시간이 조금만 지나면 담당 공무원들한테 문의 전화 하는 사람들도 많은걸로 알고 있습니다.
개선방안
주정차 단속 문자 알림처럼.. 지자체에 사전에 이런 공시자료들 분야별.. 예를들어 전기차보조금, 농가주택개량사업 등 선택해서 알림서비스 동의를 해놓으면 해당 자료들이 업데이트되면 문자나 카톡으로 알려주는 서비스가 있으면 좋겠습니다. 예를들어 2월말에 공시예정 문자 오고 2월 말에 사업공시 뜨고..
기대효과
시스템이 정착이 되면 담당 공무원들도 편할거 같고 시민도 편할거 같습니다. 새로운 정책이나 사업이 생겼을때 홍보도 쉬울 것 같고 주민참여도 높아질 것 같습니다.",2023-02-15,"국민신문고에 접수된 국민제안(1AB-2302-0006273)에 대해 아래와 같이 심사 결과를 통보하고자 합니다.

1. 제 목: 지자체(시청) 공시, 공지자료 문자 알림 서비스
2. 접 수 처: 국민신문고
3. 접수내용: 세부내용(붙임참조)
4. 채택여부: 불채택

붙임 1. 국민신문고제안 1부.
2. 부서의견서 1부. 끝.",2023-03-07,아산시,답변완료
홍성 대표 관광지에 대한 펜드로잉 공모,"현황 및 문제점
백종원이 리모델링한 시장이 남녀노소 구분없이 평일에도 문전성시를 이루고 있는데
가까이에 있는 홍성지역은 홍보가 안되어 방문이 없다.
개선방안
예산시장의 방문객이 홍성지역도 방문하고 갈 수 있도록 유도해 보면 좋을 것 같다.

주요 관광지에 위치한 건물을 펜드로잉 표현해 보는 대회를 한다면
사람들이 많은 방문할 것 같다.
백종원 위세를 이용하여 홍성까지 방문하도록 유도해 보자.

펜드로잉은 실제 건물이나 사진을 보고 자신의 느낌을 표현하는 것으로
다른 사람과 다른 느낌으로 자신만의 작품을 위해서는 방문이 필수라 할 수 있다.

그러면, 방문도 하고 식사도 하고 관광지에 대한 이해도 하게되어 여러모로 홍성을 알닐 수 있는 계기가 될 것 같다.
기대효과
홍성 방문 유도 및 관광지 대해 그림으로 남길 수 있어 예술 장려 차원에서도 좋을 것이다.",2023-02-13,"국민신문고 국민제안(1AB-2302-0005401) 접수에 따른 답변내용을 붙임과 같이 통지하고자 합니다.

1. 제 목 : 홍성군 대표 관광지 펜드로잉 공모 제안
2. 접수일 : 2023. 2. 16.
3. 내 용 : 붙임 답변서 참조

붙임 1. 국민제안신청서 1부.
2. 답변서 1부. 끝.",2023-03-10,홍성군,답변완료
플라스틱조화헌화방지법,"현황 및 문제점
공원묘원,묘지에는플라스틱조화로넘처나고있다.
헌화한조화는일정시간이지나면풍화작용으로색이변하여미세플라스틱입제발생에의한환경오염과버려지는엄청난량의조화쓰레기수거에막대한인력과비용이소요되고있다
개선방안
●플라스틱조화의헌화는쓰레기를바치는셈의내용
홍보및교육
●대채헌화를워한 생화및드라이플라워공급방안마
련
●플라스틱조화 반입금지법마련
기대효과
☆조화쓰레기로인한 환경오염방지및비용절감
☆탄소중립을실천하는우수사례가될수있음
☆국내화훼산업발전과화훼농가의소득증대에기여",2023-02-13,"1. 국민제안(1AB-2302-000500)건에 대하여 아래와 같이 결과 회신코자 합니다.

2. 민원 접수 내용

제안자
제안내용
최**
플라스틱 조화 헌화 방지법


3. 답변내용


1. 시정 발전에 깊은 관심을 두고 소중한 의견을 제안해 주셔서 감사드리며 귀하의 제안에 대해 다음과 같이 회신 드립니다.

2. 귀하께서 제안하신 '플라스틱 조화 헌화 방지법' 제안에 대해 다음과 같이 답변드립니다.

3. 귀하의 제안은 ""공설묘지 내 플라스틱 조화를 생화나 드라이 플라워로 교체하거나 반입금지법 마련""으로 요약할 수 있습니다.
플라스틱 조화로 인해 환경오염 방지 및 미세플라스틱 배출이 감소할 것으로 판단 되어 플라스틱 조화 대체를 위한 홍보와 공급방안 관련하여 업체 협약 및 홍보 방법 등 여러 가지 상황에 대해 검토하여 추진하는 데에 많은 시간이 소요될 수 있다는 점은 양해하여 주시기 바랍니다.
다만, 플라스틱 조화에서 생화 및 드라이플라워로 교체할 시에 비용이 증가할 것으로 판단 되고 방문객이 플라스틱 조화를 가지고 방문 하실 때는 반입을 금지할 수 있는 근거가 없습니다. 또한, 반입금지법 관련 조례를 제정할려고 하여도 법적 근거가 되는 상위법 없어서 불가능한 상황입니다.

4. 발전적인 제안에 감사드리며, 기타 문의사항이 있으실 때는 경로장애인과(☎ 041-350-3361)로 연락 주시면 상세히 안내해 드리도록 하겠습니다


끝.",2023-02-20,당진시,답변완료
홍성군 지역상품권 할인율 조정,"현황 및 문제점
타지역은 6~10%의 할인율을 적용하는 것으로 알고 있습니다.

그런데 홍성군은 5%만 적용함으로서 지역상품권을 애용하는 주민의 입장에서는 소외감을 갖게합니다.
개선방안
이는 기존 10%에서 5%로 삭감함으로서 물가의 지속적 상승에 체감물가 100%를 인상 시키는 결과를 낳고있습니다.

대부분지역에서 할인율을 종전10%로 상향을 검토하고 있다고합니다.
기대효과
종전의 할인율이 50%를 삭감하여 상품권을 애용하는 주민들의 소외감해소와 체감물가 인상에 따른 주민 물가부담을 줄일수 있음.

아울러 소비증가에 따른 지역경제 활성화 도모",2023-02-09,"국민제안(1AB-2302-0003482)에 대하여 불채택 결정하고 아래와 같이 답변하고자 합니다.

1. 제안 요지: 홍성사랑상품권 할인율 조정
2. 불채택 사유: 이미 검토 중인 사항
3. 답변 내용

· 군정 발전에 관심과 애정어린 제안에 깊은 감사를 드립니다.
· 귀하께서 제안하신 홍성사랑상품권 할인율 조정에 대하여 답변드리겠습니다.
· 지역사랑상품권 발행에 대하여 국비 지원계획이 결정됨에 따라 우리 군도 할인율 상향을 이미 검토하고 있음을 알려드립니다.
· 홍성사랑상품권의 발행은 지역자금의 역외 유출 방지를 통한 지역경제활성화에 목적을 두고 있습니다.
· 우리 군은 당초 국비 지원계획이 없음에도 지난해와 같은 발행규모를 유지하기로 계획하였으며, 그 과정에서 군의 재정부담이 과다하여 할인 율을 조례에 정해진 기준에 따라 명절 특별할인은 10%로 유지하고 상시할인은 5%로 하향 조정하였습니다.
· 23년 3월 국비 지원계획이 결정됨에 따라 홍성사랑상품권의 이용 활성화를 위해 할인율을 상향 조정하되 인근 시군과의 균형도 고려하는 방향으로 내부 검토 중이며, 방향이 결정되는 대로 언론매체와 군 홈페이지 등을 통해 홍보하겠습니다.
· 제안과 관련하여 추가적으로 궁금하신 사항은 홍성군 경제과 지역경제팀(041-630-1882)으로 연락주시면 성심껏 답변드리겠습니다.
· 앞으로도 군정발전을 위해 지속적인 관심과 성원 부탁드리며, 귀하의 가정에 건강과 행복이 가득하시길 기원합니다.


붙임 국민제안신청서 1부. 끝.",2023-03-20,홍성군,답변완료
