제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
건축물 관리대장이 있는 토지를 지목(대지)변경 및 지방세 토지분(대지)부과로 세수 증대효과,"현황 및 문제점
〇 지방세(세수)부과 오류에 따른 개발행위 위반 사례발생 등
현재 이용(사용)중인 토지 재조사 및 지구단위계획(주택)정비 등
〇 현재는 건축행위 준공 후 토지를 토지(잡종지, 답, 전 등)의
필지를 건축 준공 후 토지를 지목 변경하여야 함에도 변경
하지 않고 그냥 두고 주거생활을 하고 있는 건축물이 많음.
〇 지방세 세수 징수는 토지(대지, 전, 답, 잡종지, 임야 등)
징수부과 금액 및 과표 등록 비율이 달라 세수낭비 현상
개선방안
〇 건축물관리대장을 일괄 조회하여 지방세 부과 현황과 매칭
또한 동일한 필지(토지)를 검색 매칭(지목을 확인)후 건축물이
있는 토지는 지목상 대지가 아닌 필지인 경우 대지로 변경
의무화하여 세부(지방세)부과 함.
〇 건축물이 있는 토지가 대지가 아닌 경우 개발행위를
할 수 없으므로 증축 신고시 지목변경을 선행하여야 신고가
가능하므로 사전에 예방 효과임
기대효과
〇 지방세 세수 증대효과 및 지방 재정자립도 향상 효과
〇 토지소유자 개별공시지가 상승으로 토지매각 부담률 감소",2022-01-04,"1. 지방세 운영에 많은 관심을 가져 주심에 감사드립니다.

2. 귀하의 제안내용은 ‘건축물이 있는 토지가 공부상 대지가 아닌 전, 답, 잡종지 등인 경우 대지로 변경 의무화하여 지방세 세수증대 효과 도모’에 대한 것으로 검토결과는 다음과 같습니다.

지방세 과세에 있어 건축물의 부속토지는 지방세관계법에 근거하여 공부상 지목이 아닌 사실상 현황에 따라 과세표준이 산정되고, 세율도 차등 적용되고 있습니다.

가. 건축물 부속토지에 대한 과세표준
- 사실상 현황인 ‘대지’ 등에 준하여 과세표준(주택가격/지가) 산정
① 주택 부속토지 : 건물부분을 포함한 개별주택가격
② 주택 외 건축물의 부속토지 : 개별공시지가

나. 건축물 부속토지에 대한 세율
- 주택분, 종합합산, 별도합산 등의 과세대상 구분에 따라 높은세율 적용
① 주택 부속토지 : 0.1~0.4%의 누진세율
② 주택 외 건축물의 부속토지 : 0.2~0.5%의 누진세율
※ 전, 답, 과수원 등의 일반농지 : 0.07%의 낮은세율 적용

3. 따라서 귀하의 제안은 불채택 되었음을 알려드리며, 추가설명이 필요하신 경우에는 충북도청 세정담당관실 이다겸 주무관(☎043-220-2782)에게 연락주시기 바랍니다. 끝.",2022-01-25,충청북도,답변완료
충청북도 국제 자매 · 우호도시 교류 현황 공개 방법 개선,"현황 및 문제점
○ 충청북도는 92년도부터 국제화, 세계화시대를 내다보고 세계 전역을 대상으로 외국 지방 정부와 자매(9개시) · 우호 결연(10
시)을 맺고 교류를 활발히 추진하고 있습니다.
○ 도 홈페지의 자매 · 우호 결연 교류 현황에는 일반적인 현황과 기본현황으로만 되어 있지 자매결연이나 우호 결연을 맺었으
면 교류 사업의 실적이 교류현황에 연계하여 공개가 되어야 하는데 알수 없고, 자료 검색과 관계부서에 문의 해야하는
불편이 있습니다.


개선방안
도 홈페이지의 교류현황에 국제 자매 · 우호 결연 도시별로 교류사업의 추진 실적을 바로 알수 있도록 공개하고 아울러 바로가기 기능을 추가하여 주기적으로 업데이트 하도록 한다.
기대효과
○국제 자매 · 우호 결연 도시의 교류 내용 전체를 한 번에 알 수 있어 편리하다.
○도민의 알 권리 충족으로 행정에 대한 신뢰가 구축된다.",2022-01-02,"1. 귀하께서 국민신문고를 통해 제안해 주신 내용에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 제안내용은 ‘충청북도 국제 자매·우호도시 교류현황 공개방법 개선’에 대한 것으로 이해됩니다.

3. 귀하의 제안사항에 대해 검토한 결과, 충청북도 교류사업 추진현황에 관한 내용은 충청북도 홈페이지 「‘분야별정보’ 내 ‘경제’」에서 확인 가능함을 알려드립니다.
※「‘함께하는 충북’ 내 ‘교류현황’」은 내용 중복으로 인해 별도 관리 불필요

4. 귀하의 제안에 만족스러운 답변이 되었기를 바라며, 충북도정에 많은 관심을 가지고 소중한 의견을 주신 데 대하여 감사드립니다.
※ 심사결과 : 불채택 . 끝.",2022-02-04,충청북도,답변완료
길고양이 쉼터 조성 건의,"현황 및 문제점
이 혹독한 겨울, 길고양이들이 굶주림에 죽어가고 추위에 죽어갑니다. 해마다 로드킬 당하는 고양이들이 너무 많고, 아무런 이유없이 학대 당하는 길고양이들도 많습니다. 특히 주택가는 음식물쓰레기 봉투를 모아 길에 배출하는데, 먹을 것이 부족한 길고양이들이 이를 파헤쳐 놓기 때문에 미관상 좋지 않을뿐더러 찢어진 음식물쓰레기 봉투는 수거도 불가합니다.
개선방안
이미 서울시 서초구에서는 한파 대책으로 길고양이들을 위한 겨울집을 200개 확대 설치한 선례가 있습니다. 이에 충주시도 길고양이들을 위한 쉼터를 제공해주기를 제안합니다. 길고양이를 위한 겨울집에 물과 사료를 같이 공급해준다면 길고양이들이 음식물쓰레기를 파헤쳐 놓을 일도 줄어들 것이고, 추운 겨울 나기에도 훨씬 수월할 것입니다.
기대효과
길고양이들을 위한 쉼터를 제공하면 거리도 깨끗해지고, 인간과 동물이 공생하는 환경을 조성한다면 충주시의 위상도 높이고 타 도시에도 모범 선례가 될 것입니다. 충주시 홍보맨이 있으니 유튜브를 통한 홍보가 이루어진다면 여러 도시에서 귀감을 얻어 길고양이들과 함께 공존하며 살아갈 수 있으리라 기대합니다. 최대한 빠른 시일 내에 각 공원에 설치해주시기를 간곡히 부탁드립니다.",2022-01-01,"국민신문고 국민제안 신청(1AB-2201-0000082)에 대하여 아래와 같이 답변하고자 합니다.
□ 제안내역
- 신청인 : 손돌남
- 민원요지 : 길고양이 쉼터 조성 건의
□ 채택여부 : 불채택
□ 근거법령
도시공원 및 녹지 등에 관한 법률 제49조(도시공원 등에서의 금지행위) 제1항 제3호
""도시공원에서 다른 사람에게 불편함을 주는 행위는 금지“
□ 답변내용
평소 시정발전에 적극적인 협조와 관심을 가져주시는 귀하께 감사드립니다
귀하께서 국민신문고에 접수한 ""길고양이 쉼터 조성 건의""와 관련하여 답변 및
안내 드리겠습니다.

충주시에서는 현재 길고양이 개체수 조절을 위해서 중성화수술을 추진하고 있으며, 공공급식소 설치는 아직 추진 계획이 없음을 알려드립니다. 길고양이 급식소 주변에 몰려드는 고양이들로 주변 주민들의 소음 등 피해에 대한 민원제기가 많은 실정이며, 주민들의 다툼과 갈등이 발생하는 사안입니다
또한, 사유지 길고양이 쉼터 운영은 시에서 관여할 수 없으나, 공공시설인 공원 내 길고양이 쉼터 조성 설치는 불편(배설물, 냄새, 쓰레기봉투)을 느끼는 시민 사례가 있어(전년 4월, 연수동 어린이공원 사례) 어느 한쪽의 의견만을 듣고 추진할 수 없는 점 양해 바랍니다.
상기 답변에 대하여 궁금하신 사항이 있으시면 충주시청 축수산과로 연락주시면 성실하게 답변하도록 하겠습니다.(연락처 ☎ 043-850-5862). 끝.",2022-02-07,충주시,답변완료
서충주 무인 모노레일,"현황 및 문제점
첨단도시, 기업도시, 그리고 화곡리에 새로 조성 예정인 주거단지 등
분산된 주거단지와 시설 인프라로 인한 서충주 내 교통 및 편의 시설 이용 불편




개선방안
위 세 주거단지를 잇는 무인 (전기) 모노레일을 설치
기대효과
첨단도시, 기업도시 그리고 화곡리에 조성 예정인 주거단지 등
모노 레일을 통해 분산되어 거주 하고 있는 서충주 시민들의 교통 편의 증대
분산되어 있는 세 도시 상권을 모노레일를 이용한 왕래를 인한 활성화 기대
무인 (전기) 모노레일을 통한 서충주 기업도시의 이미지 향상",2021-12-28,국민신문고 국민제안(1AB-2112-0009831) '서충주 무인 모노레일' 건에 대해 붙임과 같이 답변하고자 합니다.,2022-02-22,충주시,답변완료
청주 지역 독립운동가 기념관,"현황 및 문제점
충북, 그중에서도 청주는 수많은 독립운동가들이 배출된 지역인데 각 인물별로 소규모 전시관만 존재하고 서로 멀리 떨어져있고, 심지어는 이런 전시관 조차 없는 경우가 많습니다.
개선방안
학교에서 진로시간에 진행하는 정책제안 시간을 위해, 학교 역사 선생님과 함께 아이디어를 나눈 결과, 독
관 건설과, 충북 역사캠프를 실시하면 좋겠다고 생각하게 되었습니다. 청주에는 수많은 독립운동가
들이 있었지만, 유명한 일부 독립운동가를 제외하고는 기념관이 존재하지 않습니다. 또한 현재 운영
중인 전시관들조차 무관심 속에 방치되고 있습니다. 대표적으로 충북 여성독립운동가 전시관은 훌륭
한 취지를 가지고, 전국 최초로 여성 독립운동가에 주목하여 만들어진 전시관임에도 불구하고 홍보
부족으로 방문객이 없는 경우도 있다고 합니다. 이러한 문제를 해결하기 위해 교통이 편리하고 유동
인구가 많은 장소에, 청주의 독립운동가들을 한데 모아 청주의 독립운동을 한 곳에 아우를 수 있는
독립운동 기념관 건설 정책을 제안합니다. 현재 존재하는 신채호 사당과 손병희 생가, 그리고 이상
설 생가에 존재하는 기념관의 기존 자료들과, 여성독립운동가 전시관의 기존 자료들을 한데 모으고
더욱 보충할 뿐만 아니라 신규식,신흥식,한봉수,손승억,황학수 등 독립운동가들과, 흉상으로 제작되
지 않은 민금봉,만인숙,신창희,홍금자 등 여성 독립운동가들의 전시 자료들을 제작하여 청주 독립운
동 기념관을 만드는 것이 필요하다고 생각합니다.
기대효과
이렇게 하면 군데군데 떨어진 독립운동가들의 생가들과 기념관을 오랜 시간 소요하며 하나하나 둘러볼 필요도 없을뿐더러, 역사교육과 지역 정체성 교육의 장으로 재탄생되어 청주만의 관광지가 될 수 있을 것입니다. 따라서 충북 학생들의 역사의식을 함양하고 , 다른 지역으로부터의 관광객도 유치할 수 있을 것입니다.",2021-12-26,"1. 청주시정에 관심을 가져주셔서 감사드립니다.
2. 귀하께서 제안하신 내용은 청주 지역 독립 운동가들에 대한 자료를 한 곳에서 확인할 수 있는 기념관 건립이 필요하다는 내용으로 사료됩니다.
□ 검토내용
- 현재 청주시의 대표적인 독립운동가로는 신채호, 신규식, 신석구, 신홍식, 권병덕, 손병희 등이 있으며, 상당구 수동에 위치한 삼일공원에는 항일독립운동기념탑, 3.1운동 민족대표 5인의 동상이 있습니다. 또한 독립운동가의 정신을 기리기 위해 신채호선생 사당 및 묘소와 손병희선생 생가, 한봉수 의병장 사적지 등도 관리하고 있습니다.
- 또한, 충북 도내에는 진천의 이상설 생가를 비롯하여 충주 김재옥 여교사 기념관, 증평 연병호 선생 생가, 제천 의병전시관 등이 있으며, 독립운동가분들이 태어나 자란 지역에서 그 분들의 희생정신을 기리기 위해 각 시ㆍ군마다 충혼탑, 생가, 유적지 및 기념관 등을 조성하는 노력을 지속적으로 하고 있습니다.
- 뿐만 아니라, 충청북도에서는 청남대에 대한민국 임시정부 역사교육관을 조성하여 역사관 내 <충북의 독립유공자> 공간을 만들어 충북의 주요 독립 유공자를 한 눈에 볼 수 있도록 하였고, 충북미래여성플라자에 여성독립운동가 전시관을 개관하여 알려져 있지 않았던 여성독립운동가들의 숨은 업적과 호국정신을 기리고 있습니다.
- 여성독립운동가 전시관 담당부서인 충북도청 여성가족정책관에 귀하의 민원내용을 전달하였고, 해당부서에서도 해설사를 양성하고 온라인으로도 관람할 수 있도록 시스템을 구축하는 등 전시관 활성화를 위해 노력하고 있으니 양해하여 주시기 바라며, 청주에 위치한 독립운동가 전시관들의 홍보를 위해 관련부서와 지속적으로 협의토록 하겠습니다.
- 우리시도 현재 사직동에 위치한 충혼탑, 시립미술관, 충북교육도서관을 연계한 충혼탑 추모공원 조성사업을 2030년까지 목표로 하여 추진 중에 있으며, 교육관 일부 공간에 역사적 기록을 전시할 예정으로 보훈문화 확산을 위해 최선을 다하겠습니다.
3. 궁금한 사항이 있으시면 복지정책과(043-201-1815)로 연락주시면 답변해 드리도록 하겠습니다. 끝.",2022-01-26,청주시,답변완료
충주시 시내버스 노선 추가 제안,"현황 및 문제점
노인인구가 증가하면서 의료기관 방문 시민의 증가
개선방안
충주시 관내 주요 의료기관을 중점적으로 운행하는 노선을 신설

기대효과
의료기관을 이용하는 시민들이 특정 시내버스를 이용하면 환승의 불편함 없이 충주시내 주요 의료기관을 쉽게 접근할 수 있을것

특히 몸이 불편한 노인분들이 의료기관을 방문하기 위해 환승등의 불편함이 해소될 것임.",2021-12-23,"충주시 시정발전 및 대중교통에 관심을 가져주신 점에 감사드리며, 귀하께서 국민신문고로 제안하신 “충주시 시내버스 노선 추가 제안” 건에 대하여 답변 드리겠습니다.

현재 의료원-마즈막재방면 및 용산-의료원방면을 운행하는 충주의료원행 직통 시내버스 노선이 있으며 터미널 등 시내주요지역과 충주의료원을 연결하여 하루 약 30여회 운행중에 있습니다. 추가적인 노선 신설은 교통수요 조사 및 운송회사와의 협의 등 중장기적인 검토가 필요한 사항으로 사료됨에 따라 현재는 불채택함을 양해 부탁드리며, 향후 시내버스 노선 조정 필요시 귀하의 의견을 적극 검토하여 반영하도록 하겠습니다.

귀하의 소중한 의견에 다시 한번 감사드리며, 기타의 궁금한 내용이나 불편한 사항은 충주시 교통정책과 교통정책팀(850-6314)으로 문의하여 주시면 성심껏 답변드리겠습니다.",2022-01-25,충주시,답변완료
애견운동장,"현황 및 문제점
옥천에는 애견운동장이 없는걸로 알고있습니다
강아지들이 목줄풀고도 잘 뛰어놀수있는 운동장 사람이나 개나 모두 안전한 운동장이 있었으면 좋겠습니다
개선방안
.
기대효과
강아지를 사랑하는 분들에게 큰 소통과 도움이 될것 같습니다",2021-12-22,"국민신문고 제안(1AB-2203-0000572)과 관련하여 붙임과 같이 회신하겠습니다.

붙임 1. 국민제안신청서 1부.
2. 검토의견서 1부. 끝.",2022-03-28,옥천군,답변완료
아트폴리 조성 및 시민 안전을 위해 충주댐 물문화관에 과속 방지턱 설치를 권합니다.,"현황 및 문제점
현재 충주댐 물문화관에서 봉사를 1년 가까이 하며 지켜본 봐 자동차들이 과속을 하며 위협을 느끼는 경우가 대단히 많았습니다.
현재도 평일엔 사람이 없다고 과속주행으로 차 성능 테스트를 하거나 그냥 묻지마 과속주행을 발견키도 하며, 주말에는 관광객이 많아 횡단보도를 지나는 사람이 있어도 사람이 지나가지 못하고 멈추도록 속도를 줄이지 않습니다.

또한 가족단위 내방객이 상당히 많습니다. 물문화관의 숲놀이터가 유명해진 뒤로 이제 막 아장아장 걷는 아기부터 미취학 아동까지 동행하는 부모님들이 많습니다. 부모님 감독 하에 있다해도 아이들의 돌발행동은 한순간에 일어나기 때문에 과속방지턱의 설치가 강구됩니다.
개선방안
최근 한국수자원공사와 충주시청이 상생협력 우선 사업으로 ""심항산 아트폴리""를 조성한다는 뉴스를 읽었습니다.
사업비용이 만만치 않은 비용이 3년 간 지급되는 것도 읽었습니다.

시공하기 어렵거나 황금방지턱을 바라는 게 아닙니다.
물문화관 바로 앞의 횡단보도 건너는 것도 과속 주행의 차들로 인해 현지인 혹은 타지 관광객이 위협을 느끼는데, 아트폴리까지 완공되어 문을 열면 더더욱 많은 차들이 10분의 1 거리같아도 아우토반의 느낌을 느끼는 물문화관 앞 도로를 씽씽 달릴 것 입니다. 아트폴리 조성 사업비에서 시민의 안전성을 위해 시멘트 방지턱까지 아니더라도 ""고무방지턱""을 물문화관 초입구, 물문화관 앞, 물문화관 헬기 주차장. 이렇게 3군데만 설치해주십시오.


기대효과
아트폴리 완공되면 가족단위 관광객은 현지인을 지나서 타지인도 많이 유입되리라 생각됩니다. 그렇담 좋은 풍경, 좋은 시설물의 밑바탕으로 교통의 안전을 확립해야 방문해주시는 방문객이 안전하고 즐거운 풍경을 감상하며, 한 번이라도 더 충주댐을 찾아오게 됩니다. 저 또한 터를 잡고 있고 너무도 아끼는 충주댐을 보다 발전적이고 안전하게 다니고 싶습니다 :)",2021-12-14,"항상 시정발전에 관심과 애정을 가져주신 점 깊이 감사드립니다,
귀하께서 국민제안을 통해 제안하신「과속방지턱 설치 요청」에 관한 사항으로
과속방지턱은 운전자가 과속방지턱 앞에서 감속하도록 하는 시설로「도로안전
시설 설치 및 관리 지침」에 따라 시설물을 설치하고 있으나, 소음발생과
2차적인 사고 발생 위험 등이 있어 인근 주민들의 동의가 선행된 후에
검토하여 추진하고 있습니다.
다만, 현장확인결과 해당구간은 인근 거주자가 없어 주민들 동의 없이
설치하여도 되나, 유관기관(충주경찰서)과의 협의 및 검토를 통하여 진행해야
하는 사항으로 유관기관과의 검토를 통하여 조속히 설치가 될 수 있도록
노력하겠습니다.",2022-01-13,충주시,답변완료
충주기업도시-충주일반산업단지 단축도로 신설건 제안,"현황 및 문제점
안녕하세요
현재 충주기업도시,메가폴리스,첨단산업단지등 공장및 인구가 증가되나
기업도시 - 충주시청,일반산업단지간 물리적 거리가 많아
접근성이 많이 떨어집니다 현재 기존도로이용시 19KM,30분정도 소요되어
교통체증과 충주원도심과의 접근성개선이 절실합니다.

개선방안
충주시청과 기업도시를 잇는 초단축도로를 신설하여 접근성을 높이면
인구왕래와 교통편의성이 효율적으로 개선될 것 같습니다.
검토부탁드리고요

충주시에서는 이런 문제에 대한
개선방안이나 계획이 있는지 궁금합니다.

기대효과
상동",2021-12-13,"□ 안녕하십니까?
□ 먼저 시정운영에 관심을 가져주시고 아낌없는 조언을 해주신데에 감사의 인사를 드립니다.
□ 서충주~충주시청~일반산업단지간 초단축 도로는 열악한 시 재정으로 인하여 별도 추진계획
없으며, 대소원면~충주역 구간의 원활한 교통소통 및 접근성을 높이기 위하여 충청내륙고속화
도로를 추진중에 있음을 알려드립니다.
□ 기타 궁금하신 사항이나 답변내용에 대한 추가설명이 필요한 경우 충주시청 도로과(850-6232)로
문의하여 주시면 성심껏 답변 드리겠습니다.",2022-03-16,충주시,답변완료
하늘다리에서 본 거리와 청소년수련원 쪽에서 본 거리가 달라요.,"현황 및 문제점
진천 하늘다리에서 본 붕어마을 가는 거리는 1.8km입니다. 한참을 걸어가다가 청소년 수련원 앞에까지 와서 확인 된거리도 붕어마을까지 1.7km입니다. 도중 포기하고 되돌아 왔습니다.
개선방안
거리표기를 제대로 해 놓으시면 처음 가는 관광객의 불편을 덜어줄 수 있습니다.
기대효과
처음부터 알고 출발할 수 있습니다.
거리를 미리 알 수 있습니다.",2021-12-06,"국민제안(신청번호 1AB-2112-0001423)를 통해 접수된 제안에 대하여 다음과 같이 회신하고자 합니다.

□ 민원요지
1. 민 원 인 : 박다원
2. 내 용 : 하늘다리 이정표 수정 제안

□ 답변내용
1. 평소 우리 군정에 관심을 가져주신데 대하여 감사드리며, 귀하께서 제안하신 사항에 대하여 아래와 같이 회신합니다.

2. 귀하께서 제안해주신 하늘다리에 설치되어 있는 한반도지형전망공원 및 붕어마을 이정표 거리 수정을 완료하였음을 알려드립니다.

3. 기타 궁금하신 점은 진천군청 문화관광과 관광팀(043-539-3622)로 연락하여 주시면 성실하게 답변 드리겠습니다. 앞으로도 지역발전을 위한 많은 관심 부탁드립니다.

붙임 국민제안신청서 1부. 끝.",2022-01-06,진천군,제안실현
