분류,프로젝트 종류,프로젝트 시작,제목,미추진 사유,상세 내용,제안의시작,주요제안(문제정의),해결방안,공감투표 참여안내,참고자료,링크
관광,기간종료,2022-12-02,멜로디 도로,,,".. 제안의 시작 (문제정의).일본 군마현에 가면 몇몇 도로에 멜로디라인이라는 도로가 있습니다.전에 그 길을 차를 타고 가는데 갑자기 어디선가 익숙한 멜로디가 들렸습니다. 그 소리에 놀라 졸음이 확 깹습니다. 멜로디라인이라는 것이였어요.. .원리는 단순합니다. 제주도에도 몇군데 있습니다만 내리막길에 가로로 촘촘히 홈을 내어 마찰소리와 함께 실제 제동을 돕는 줄무늬에 있습니다.줄무늬의 간격이 넓으면 저음이, 촘촘하면 고음의 소리가 납니다. 그것을 거리별로 계산하여 무늬를 내면 원하는 멜로디를 만들 수 있습니다.많은 사람들이 렌트카 여행을 하는 관광도시인 제주도에 딱 어울리는 것이라고 생각해서 글을 올립니다.비용이 많이드는 것도 아니고 음에 맞는 홈두께와 박자에 맞추는 거리계산도 어렵지 않습니다.소리를 들은 운전자와 동승객들은 깜짝 놀라 졸음운전방지는 물론 제동에 도움을 주면서 즐거운 주행이 되리라고 생각합니다.유튜브 동영상도 올리니 참고하세요.. . .https://youtu.be/WbUCgoN93DM..",,,,,https://jejudsi.kr/issue/1dkM
관광,기간종료,2022-05-26,반려견과 함께하는 제주여행,,,".. 제안의 시작 (문제정의). 전국적으로 반려견을 키우는 세대가 천만시대라고합니다. 제주도내에서 반려견을 키우는 세대가 늘고있는 추세죠~.예전에는 반려견과 함께할수 있는 숙소와 식당,  관광지 및 놀거리가 많지 않았지만 현재는 그 수가 많아졌습니다.  하지만 관련 정보를 찾으려면 많은 발품을 들여야하는 것도 현실~.반려견 동반 시설에 관한 정보를 알수 있는 앱 및 맵이 있으면 좋겠습니다...",,,,,https://jejudsi.kr/issue/LjZE
관광,기간종료,2022-05-23,관광객에게 최적화된 여행 웨이팅 앱,,,".. 제안의 시작 (문제정의).성수기나 연말 등 한참 여행 시즌일 때  관광을 무작정 오면 맛집의 웨이팅은 기본이고 일찍 오더라도 못 먹고 올 때조차 있다. 이럴 경우를 대비하여 가게마다 앱 웨이팅 시스템을 만들어서 지금 가게의 손님이 얼마나 차 있고, 웨이팅 손님은 몇 명인지 대략적 수치를 계산하여 실시간으로 앱으로 웨이팅을 볼 수 있게 만드는 것이다. 그러면 먼 곳에서 직접 가게를 방문하지 않고서도 웨이팅 차트를 보고 시간을 효율적으로 쓸 수 있다. 또한 가게에도 손님이 몰리지 않도록 하여 지역 가게도 균형적으로 장사할 수 있게 만들 수 있다. 그리고 모든 가게가 이를 등록하면 여행자가 알지 못한 따른 가게의 맛집도 홍보되어 찾아가볼 수도 있다...",,,,,https://jejudsi.kr/issue/1dPM
관광,기간종료,2022-05-20,제주도 역사 유적지 지도(역사길 걷기),,,".. 제안의 시작 (문제정의).오름지도, 올레길지도를 보면서 .제주도 역사 관련 유적지와 사적지에 관련된 .이야기가 담긴 지도가 .있으면 좋겠다는 생각을 했어요..올레길처럼 역사의 길을 걸을 수 있는 지도요~~. .4.3길, 삼별초길, 제주신화길, 제주원도심길등을.생각해봤어요. . .개인적으로 항몽 유적지를 굉장히 좋아하는데.유적지가 예뻐서 관광객들이 많이 오더라고요..가봤다는 사람들은 많이 만나보았지만.그 장소에 담긴 이야기를 잘 아는 사람들은 잘 없더라고요..그래서 이런 유적지들에 대한 이야기들이 담긴.지도가 있으면 좋을 것 같아요.. .물론 역사 유적지를 방문하는걸 재미없어.하시는 분들이 많은건 알고 있어요..그런데 제주도 재방문율이 40%가 넘는 것으로 알고 있어요..제주도에서 새로운 것을 찾으시는 분들에게.좋은 관광 테마가 되지 않을까 싶습니다.. .그리고 제주도의 역사를 알릴 수 있는.좋은 방법이라고 생각해서 제안해 봅니다...",,,,,https://jejudsi.kr/issue/RpQK
관광,기간종료,2022-05-16,제주도 명소 ASMR 활용 명상 영상 제작을 통한 코로나 시대 간접체험 힐링 콘텐츠 제작 (제주 소도리호다 ),,,".. 제안의 시작 (문제정의)..‘명상콘텐츠 제주 소도리호다’의 핵심기능 및 소비자 층..가. 제주도의 현지 소리를 통해 현대인들의 스트레스 감소시켜 건강한 사회 구현.나. IT 기술과 ASMR 기술 등 활용 콘텐츠를 통해 쉽게 제주를 접근할 수 있는 O2O.명상 콘텐츠 제공.다. 코로나 이후 여행의 부정적 이미를 타파하고 제주에 대한 진입장벽 제거 및.진화된 명상 콘텐츠 제공 기업 및 단체들과 협업을 통해 생활 속의 제주 명상.보급. .① 코로나 이후 스트레스 받은 시민들에게 명상 보급을 통해 사회의 피로지수 감소.→ 사회경제적 기업, 건강한 시민사회.② 4차 산업혁명을 활용한 사업 (ASMR, 자막, 콘텐츠영상 등을 활용).③ 명상+ 제주를 통해 제주도 홍보 및 평화로운 제주 이미지 개선.④ 향후 명상 콘텐츠를 통한 일자리 창출.→ 제주도 내 명상장소 확대, 교육과정의 확산을 통한 혁신성장 분야. .. ‘명상콘텐츠 제주 소도리호다’의 미션..① 제주도 + 명상을 쉽게 접근할 수 있는 어디든 명상공간 제공.② ‘명상콘텐츠 제주 소도리호다’를 도입해 언제든 명상서비스 제공 편리성 강화.③ IT 기술을 통해 O2O를 연결해 제주도 지역 홍보 혁신 도모. .. ‘명상콘텐츠 제주 소도리호다’의 비전..① 공간을 넘어 누구나 쉽게 명상에 접근할 수 있는 융합 콘텐츠 제공.② 국내는 물론 세계를 무대로 제주를 알리는 글로벌 서비스로 확대.. ‘명상콘텐츠 제주 소도리호다’ 제주도를 알리고 명상을 통한 평화 이미지 제고.. ..사회적..- 4차 산업혁명을 활용해 명상에 접근을 용이하게 함으로써 코로나이후 사회적.피로비용 감쇄.- 고객들에게 편리한 명상 서비스를 제공해 건강한 제주도 명상 플랫폼으로 향후.진화. ..경제적..- ‘명상콘텐츠 제주 소도리호다’ 확산을 통해 제주의 사회경제적 기여.- ‘명상콘텐츠 제주 소도리호다’ 를 통해 향후 명상 관련 고용창출. ..기술적..- 기존 명상 관련 콘텐츠 보다 접근이 용이하도록 구조 개발(ASMR).- 명상을 위한 하드웨어(전용 고글 및 이어폰) 개발(시제품 제작 중).- 국내 주요 사찰, 선방, 명승지 등을 소재로 명상 VR 개발(프로토타입 개발). ..글로벌진출..- 일본 : 명상의 불모지. 계층 간 갈등 심화로 사회적 피로도 높음.- 미국 : 현대적 명상의 본류로서 동양의 깊이 있는 명상서비스 보급. ..시장상황..◦ 세계 명상콘텐츠 시장 현황.- 세계 1위 Headspace ( 누적 다운로드 3,000만 건 ).세계 2위 Calm ( 기업가치 1조 원 이상 – 유니콘 기업 ).◦ 국내 명상앱 시장 현황.- 마보, 코끼리 ( 누적 다운로드 각 15만 건 ).◦ 국내 시장 규모 예측.- 기존 명상앱 사용자, 각종 수행단체(단월드, 국선도, 수선재, 마음수련 등) 가입자 등을 종합할 때 100만 명의 기존 시장 및 100만 명의 잠재 고객 예측.◦ 국내 명상앱 시장 문제점 및 개선 방안.- 단조로운 화면 및 음성 중심의 콘텐츠 제공 → 흥미 유발 실패.- VR 영상 제공 및 노이즈캔슬링 기능의 전용 이어폰과 결합.→ 재미있고, 현장감 있으며 보다 집중할 수 있는 환경 조성.◦ 국내 오프라인 수행단체 문제점 및 개선 방안.- 높은 진입장벽 : 비싼 가입비 및 월회비, 통일된 유니폼, 형식화된 프로그램.설립자의 신격화등 유사 종교 단체화로 심정적 진입장벽 높음.→ 청장년층이 종교와 무관하게 가볍게 들릴 수 있는 카페 분위기 조성.버스를 활용하여 손쉽게 명상 체험이 가능하도록 유도.(기업체, 학교 등 출장 서비스 제공)..",,,,,https://jejudsi.kr/issue/1WlK
관광,기간종료,2022-04-23,제주도내 오토바이와 렌터카를 활용한 관광관련 자석 광고 사업,,,".. 제안의 시작 (문제정의).				사회적 목적.일자리 분야 사회공헌사업 아이디어 배달 오토바이의 안정성 및 부업, 지역 택배의 부업 . 50-60대 차량을 가진 어르신들의 부업 / 제주도 지역 내 관광객 렌트카를 활용한 사업  .  ① 자동차 및 오토바이를 를 가진 청년‧여성‧5060‧어르신 일자리 창출 사업.  ② 차량 광고를 통한 관광객 민간일자리 창출 사업.  ③ 4차 산업혁명을 활용한 사업  .  ④ 기존 일자리사업 시행 확대..소셜미션	.차량 반사판, 반사띠 미부착으로 인해 늘어나는 교통사고현황 해결.버스 위주로 몰려 있는 교통 옥외 광고 시장을 개개인에게 파급함으로써 시장의 크기 및 .시장성 향상.노동 대비 취약계층 운송노동자의 부업을 통한 경제적 처우 개선..비전.제주지역 이동형 옥외광고를 통한 고용 창출 및 운전자 안전성 증대가. 소셜미션.- 차량 반사판, 반사띠 미부착으로 인해 늘어나는 교통사고현황 해결.- 지하철, 버스 위주로 몰려 있는 교통 옥외 광고 시장을 개개인에게 파급함으로써 제주 지역.광고 시장의 크기 및 시장성 향상.- 노동 대비 취약계층 운송노동자의 부업을 통한 경제적 처우 개선. .나. 비전.- 일반인 이동형 옥외광고를 통한 동대문, 성북구 지역 고용 창출 및 운전자 안전성 제고.- LED 광고자석판을 활용한 다양한 지역광고 개발. .다. 주요사업.- 자석형 야간 광고판을 이용하여 오토바이 배달 차량 및 택배, 일반인 차량에 안전과 부가수입을.도모하는 지역상생형 광고. .라. 사업목표 (사회적).- 차량 반사판, 반사띠 부착을 대중화함으로써 미부착으로 인해 발생되는 사고를 방지 노동 대비.취약계층 운송노동자의 부업을 통한 수익창출.→ 사회취약계층 경제적 처우 개선. .마. 경제적.- 렌트카 사용자들의 부업을 통한 추가 소득 발생.- 화물차, 자가용등 새로운 운송수단의 광고제작으로 인한 고용창출.- 지하철, 버스에 국한된 교통 옥외 광고 시장의 크기를 향상시킴으로써 해당 시장의 경제적.크기 향상..",,,,,https://jejudsi.kr/issue/17oP
관광,기간종료,2022-04-12,죽어가는 상권살리기 (상점에서 무료 수화물 보관 서비스),,,".. 제안의 시작 (문제정의).				동문시장 길건너 칠성통에서 카페를 하고 있지만 손님이 없다..바로 앞 동문시장에는 관광객들이 많은데 그들은 가는 곳만 간다..관광객을 조금이라도 분산시킬 수 있는 방법이 없을까?.창밖을 보니 무거운 수화물을 가지고 여행하는 뚜벅이 여행객들이 늘어나고 있다. .그들이 짐을 맡아주는 서비스를 하면 어떨까?.그래서 그런 서비스를 시작해 봤는데 반응이 괜찮다..이걸 좀 더 확대해서 많은 상점들이 시행하면 어떨까?많은 상권들을 살리기 위해서한 상권으로 집중되어 몰리는 관광객들을 분산시킬 수 있는 방법이 있으면 좋겠다는 생각을 했다.관광객들이 필요한건?날이 따뜻해지면서 뚜벅이 여행객들이 늘어나고 있다.무료수화물 보관 서비스를 진행해보면 어떨까?관광객들은 앱을 통해 근처에 수화물을 맡길 수 있는 곳을 찾아가고수화물 보관을 해주는 상점들은 자연스럽게 홍보가 가능해진다.새로운 시도가 되겠지만 관광객들에게 편의를 제공하면서 관광객을 분산시킬 수 있는 좋은 방법이 되지 않을까?라는 생각을 해보았습니다......",,,,,https://jejudsi.kr/issue/R342
관광,기간종료,2022-04-08,올레길 안내 어플리케이션(App) 제안,,,".. 제안의 시작 (문제정의).				제주도에는 수 많은 올레길이 있는데 .그와 관련된 공식된 앱이 없더라구요. ..올레길을 직접 걸어보면서 불편했던 점들을 활용하려 앱을 제안하고자 합니다.올레길을 걷다보면 불편했던 주요 문제점들은 다음과 같습니다.1. 올레길을 걷다보면 갑자기 사라지는 리본과 화살표2. 어느정도 왔는지 알수없는 현재 나의 위치3. 랜덤으로 등장하는 화장실 위치4. 물을 사고 싶은데 어디있는지 모르는 편의점 위치5. 사람도 없고, 어두운 공간이 많이 있어서 범죄 예방차원 SOS6. 걷다가 발생할 수 있는 심정지와 같은 상황에서 필요한 심장 제세동기 위치7. 포토존 스팟 안내8. 근처 핫플레이스 안내(카페, 음식점 등)여러가지 어플리케이션을 사용하지 않고 공식 앱을 통에 한번에 해결할 수 있도록 한다면 편리하고, 관광지를 좀 더 활성화 시킬 수 있을것이라고 생각하여 올레길 안내 공식 App을 제안합니다...		.",,,,,https://jejudsi.kr/issue/RZ5g
관광,기간종료,2021-09-24,"민박집 프로그램 중개 플랫폼, 숲박",,,".. 제안의 시작 (문제정의).				 ◦ 코로나 19로 인한 숙박업의 피해.2021년 현재 코로나 19 사태로 인해 외국인 관광이 사실상 불가하고 여행이 금기시되는 분위기가 형성되면서 관광업이 많은 경제적 피해를 입고 있습니다..[출처 : 한국문화관광연구원 - 코로나19의 관광산업 영향과 대응방안]. 이러한 가운데 정부에서는 소상공인 대상으로 50만원 남짓의 보상만을 해주고 있을 뿐 방치에 가까운 경위를 보여주고 있고 코로나 19로 인해 민박업자가 사실상 사회적  취약계층이 되었습니다. 민박업자들은 끝없는 경제난에 시달리고 있습니다.. . ◦ ‘자연에서의 힐링’을 원하는 사람들의 수요 증가. - 최근 시골에서 촬영된 영화나 예능의 인기로 인해 중·장년층뿐만 아니라 젊은 층 사이에서도 '자연에서의 힐링'에 대한 관심이 증가하고 있습니다. 이는 도시에서 살아가는 현대인들에게 더할 나위 없는 간접적 힐링이 되고 있고, 쉬는 날에는 직접 자연으로 떠나 힐링을 하고자 하는 사람들도 증가하고 있습니다. . . ◦ 민박집 관련 숙박과 자연 체험 채널의 부재. - 기존 숙박 예약 어플리케이션에는 민박을 제외한 숙박 예약 기능과 다양한 체험활동이 있습니다. 하지만 '민박집과 자연 체험활동'에 대한 정보는 인터넷 검색으로도 찾기 어렵고 후기도 부족합니다. 여러 곳의 민박집을 직접 숙박해본 결과, 민박집은 대부분  어르신들에 의해 운영되는 경우가 많았습니다. 따라서 인터넷을 통한 홍보가 어렵다는 문제점이 있었습니다.. . ◦ 불편함 해소와 지역경제 개발. - 모바일 홍보를 어려워하시는 민박집 운영자들에게는 채널을 통한 홍보를, 민박집 숙박을 원하는 사람들에게는 쉽고 편리한 예약방법을 제공함으로써 수요와 공급을 동시에 충족시킬 수 있습니다. 또한 배낚시, 농촌 체험(예. 텃밭에서 상추 따오기, 아궁이 밥 해먹기) 등을 하면서 주변 상권도 활성화 되어 지역경제를 살릴 수 있을 것입니다. 더 나아가 각 지역의 특산물·품을 홍보할 수 있도록 하여, 구매자는 좋은 품질과 좋은 가격으로 구매할 수 있고 판매자는 이익을 창출할 수 있습니다. 도시화가 심화되면서 시골과 도시의 인프라 격차도 심화되고 있습니다. 이 채널을 통해서 시골에 여행객들이 늘어나면, 인프라가 구축되어 격차를 해소할 수 있을 것입니다. 또한 더 나아가 이를 어플리케이션으로도 개발할 수 있습니다. 1. 위드 코로나의 트렌드에 맞추어 방역수칙을 지키고 지역 관광 활성화를 시키면서 안전한 관광, 안전한 여행이라는 개념을 알리어 국내 관광업의 활기를 되찾으려고 합니다.. 2. 채널이 없어 각광받지 못하고 있는 민박집을 직접 홍보하고 예약을 중개함으로써 소비자에게는 더 다양한 선택지를, 민박집 업체에는 홍보 효과를 제공하려고 합니다.. 3. 우리나라의 전통 문화인 민박을 요즘 청년의 트렌드에 맞추어 컨설팅을 하면서 더 이상 전통 문화가 아닌 젊은 세대를 아울러 전체 세대의 문화로 탈바꿈하려고 합니다. ..		.",,,,,https://jejudsi.kr/issue/LGjl
관광,기간종료,2021-09-09,제주도 공공화장실 지도어플,,,".. 제안의 시작 (문제정의).				운전을 많이하는 사람으로서 이동중에 화장실을 찾을때가 간혹 생깁니다. 그러면서 공공화장실 위치를 쉽게 찾을 수 있는 어플이 있으면 좋겠다는 생각을 했어요.관광객의 80%이상이 하루 평균 3시간 이상 차량을 이용해서 이동을 한다고 합니다.그리고 야외활동 시간은 평균 8시간 이상이라고해요.그만큼 외부에서 보내는 시간이 많기때문에어딘가 목적지에 도착하면 화장실 부터 찾는 모습을 흔히 보셨을거에요.목적지가 가깝다면 괜찮겠지만제주도는 서울의 3배크기로 이곳저곳 다니려면많은 이동시간이 필요해요.그래서 생각한 것이 제주도 공공화장실 지도어플입니다.후기를 통해 화장실의 상태나 청결도를 서로 공유하고화장실에 대한 불편함을 없애기 위한 제안입니다...		.",,,,,https://jejudsi.kr/issue/A9Z9
관광,기간종료,2021-07-22,[지자체 운영] 제주 특산물 판매 촉진을 위한 공유주방,,,".. 제안의 시작 (문제정의).				제주를 사랑하고 감귤을 좋아하는 사람입니다..제주 문화 홍보를 위해 트렌드로 자리 잡고 있는 공유주방과 특산물을 결합해서.판매를 촉진 시킬 수 있는 방안을 제안해 볼까 합니다.문제인식2020년 기준 코로나로 인해 특수산물 수출이 저하되며특산물 매출에 크게 의존하는 제주도의 피해가 심각했습니다.알려지지 않은 향토음식들육지 사람들은 제주도 특산물이라 함은 흔히 감귤이나 흑돼지를 떠올립니다.제가 이전에 제주도에 오기 전까지는 몰랐듯이대부분의 육지 사람들은 두가지 음식 외에는 잘 알지 못합니다.알고보면 고사리, 갈치, 옥돔, 자리돔, 말고기, 성게 등 특산물이 넘치는데 말이죠.후식으로 오메기떡을 먹은 그제서야 많이들 흑돼지 말고도 맛있는 특산물이 있다는 것을 압니다.공공사업제안관광객들을 포함한 모든 사람들이 제주 문화를 체험할 수 있는 기회를 제공하고 제주 향토음식을 발전 시키기 위해서제주 특산물을 이용한 음식을 만들 수 있는 공유주방을 제안하고자 합니다.공유주방이란 요식업자에게 주방공간을 일정기간 동안 예약제로 빌려주는 사업입니다.주방공사, 주방설비 등이 공유주방에 있기 때문에 요식업자 입장에서는 부엌없이 식당 창업을 할 수 있어 초기자본금이 적다는 게 장점으로 꼽힙니다.새로운 요리에 도전하며 시장 반응을 확인하는 작업으로도 사용되어 공유 주방을 거쳐간 창업자 폐업률이 10% 이하로 줄었습니다.일반적으로 공유주방은 배달로만 운영되지만 이 공간에서만 제주 음식을 손님들에게 제공을 하여 관광 활성화의 효과를 더불어 다른 공유주방과의 차별점을 제시 할 수 있습니다. 색다른 음식을 먹어보는 경험을 위해 도전하는 이들이 많아질 것으로 예상합니다.공공사업을 제안하는 이유공유주방이 공공사업으로 지정된다면 자영업자와 요리사가 더욱 저렴한 가격에 대여할 수 있습니다.특산물 연계 프로그램 진행과 더불어 관광명소로서 관리를 지자체에서 한다면 훨씬 수월하게 이 프로젝트를 운영할 수 있기 때문입니다.2021년 1월부터 2월 말까지 진행된 요리 콘텐츠 플랫폼 공공의주방과 충청남도 보령시의 산지 연계 특산물 초특가 이벤트에서는지자체에서 저렴한 가격에 특산물을 관광 활성화를 위해 제공하여 보령의 매력을 맛볼 수 있는 천북 굴 파스타, 두 가지 생두로 홈 로스팅, 수제 스트링치즈와 요거트 총 세 가지 메뉴를 준비할 수 있도록 공공의주방에 도움을 주었습니다. 공공의주방에 따르면 산지에서 직송되는 재료의 신선함과 특별한 가격으로 오픈 하루 만에 소비자들의 쿠킹박스 주문이 이어졌다고 합니다. 비록 공공의주방에서는 쿠킹박스를 준비하여 비대면으로 제공하다는 차이점이 존재하지만 지역 특산물을 이용한 요리에 사람들의 반응을 확인할 수 있었습니다. 제가 제안드리는 공유주방은 그 장소에서 손님들에게 음식을 직접 제공하기 때문에 번거로운 배달 시스템이 필요하지 않으며 사람들의 입소문을 타 핫플레이스로 등극하고 관광객들의 필수 코스가 될거라고 믿습니다.공유주방은 자영업자들과 지자체가 모두 상부상조 할 수 있는 해답입니다...		.",,,,,https://jejudsi.kr/issue/Ryk6
관광,기간종료,2021-02-10,관광 전화 안내 멘트 '제주어 서비스' 추가,,,".. 제안의 시작 (문제정의).				제주도 관광정보센터로 전화하면 한국어 안내에 이어 지원 언어에 대한 부분이 나옵니다.(예: press number one, press number two..) 현재 영어, 중어, 일어가 추가로 제공 되는데 여기에 제주어도 추가하면 좋을 것 같습니다...관광객의 흥미를 고취시킬 수 있을 것이라고 생각하고 국내 여행객과 한국 사람들에게 제주어에 대한 인식과 관심을 확장시키는 좋은 방안이 될 것이라고 생각합니다...자동안내멘트에서 머무는 제주어 서비스가 아니라, 제주어를 사용하는 안내원에게 전화연결하는 방안입니다. 개인적으로 주민센터에서 사용하는 방언 정도에서도 충분한 친밀감의 계기가 될 수 있었다고 생각합니다...		.",,,,,https://jejudsi.kr/issue/L4X3
환경,진행,2023-02-12,재난 감시 CCTV 민관협력 모델 제안,,,".. 제안의 시작 (문제정의). . .기후변화의 경고, 열대성 저기압은 더 빈번해 지고 강력해 질것. .민관협력을 통한. .제주도 재난감시CCTV 한계점 보완. . .. .올해 4월 기후변화에 대한 국제공동연구팀이 발표한 조사결과에 따르면, 기후변화로 인해 점점 강력해지는 열대저기압에 가장 큰 피해를 볼 수 있는 상위 10개 국가중 한국은 4위에 올랐습니다..태풍을 가장 먼저 가장 크게 맞이하는 제주도는 재난감시에 대한 민감도가 한국에서도 가장 큰 지역이라 할수 있을 것입니다..제주도는 하천감시, 적설감시, 월파감시등으로 구분하여 재난감시 CCTV를 공개하고 있고, 안전총괄관리과 담당자의 답변으로는 이러한 재난감시 CCTV는  최대한 많은 사람들이 볼 수 있도록 장려한다고 합니다... .제주도 이주 11년차, 제주의 구석구석이 좋아 눈으로, 사진으로 제주를 담으며 돌아다니던중, 한라산을 중심으로 동서남북의 날씨가 차이가 크기 때문에, 실시간으로 제주전역의 날씨를 볼수 있으면 좋겠다는 생각을 가지게 되었습니다. . .풍광좋은 곳에 위치한 식당 및 카페들과 제휴를 통해 20여개의 cctv를 설치하고, 제주도에서 공개하고 있는 재난감시 cctv와 직접 설치한 cctv를 한눈에 볼수 있도록 작은 웹 사이트를 구축했습니다.. ..검정색 : 직접 설치한 CCTV .빨간색 : 제주도 재난 감시 CCTV.대정쪽 남원쪽이 특히 부족하며, 특정지역 CCTV 장애를 대비하여 좀더 촘촘하게 배치할 필요가 있어 보입니다.. .유튜브 채널도 운영하고 있던바, 지난해 제2의 매미라던 힌남노의 북상과 함께 민감도가 높아진 시점에2박 3일 에 걸쳐 윈디닷컴의 예측모델과, cctv들의 영상을 지역별로 돌려보며, 태풍중계 아닌 태풍중계를 하게 되었습니다.. .3천명 정도되던 구독자수는 7천명이 넘어섰고, 실시간 시청자수도 1500명에 이르렀습니다. 참여한 시청수의 숫자와 함께 채팅에서 드러난 대중들의 재난상황에 대한 불안감 혹은 불신감은 생각보다 크다고 느껴졌습니다.. .. . .그때의 방송을 토대로 꾸준히 가지고 있었던 제주도 재난감시 cctv에 대한 문제점을 몇가지 지적해보고자 합니다.. .첫번째, 월파감시, 적설감시, 하천감시, 한라산 등으로 나뉘어져있는 재난감시용 cctv 는 주무부처가 다르기 때문인지, 제주를 전반적으로 둘러보기 위해서는 3곳 이상의 웹사이트를 방문해야만 합니다. . .두번째, 노후화 때문인지, 스펙의 문제인지 영상을 통해 보여지는 화질은  개선이 필요해 보입니다. ..태풍 힌남노 당시 중국의 어느 지역에서 기존 운용중인 cctv를 활용해 유튜브로 송출한 영상 캡쳐본입니다. .화질도 화질이지만, 줌을 통해 먼 바다를 보여주고, 앵글을 돌려가며 최대한 폭넓게 태풍상황을 객관적으로 보여주고 있습니다.. . .세번째, 특히 서귀포 지역의 감시cctv가 부족합니다. . .네번째, 정작 가장 필요한 때 태풍이 가장 근접한 시점에 재난감시용 cctv들은 하나둘씩 먹통이 되기 시작했고, 그 역할을 충분히 해내지 못했습니다.. . .제주도에서 운용중인 대부분의 cctv들이 줌기능과, 회전이 되는 고가의 장비들로 알고 있습니다.. .다만 이 cctv들이 가격만큼 가지고 있는 스펙만큼 제 기능을 제대로 하고 있는지는 의문입니다.. . . .20배줌 이상정도의 줌기능을 탑재한 cctv라면, 굳이 바닷가 바로 앞에 설치해서 해수를 감당케할 필요가 없습니다.. .제주도 2천개가 넘어가는 커피숍들을 활용하면, 최소한의 비용으로 최대한의 cctv 설치가 가능합니다.. .최소한 긴급한 재난상황 때 만이라도 별도의 방법을 찾아, 재난감시 본연의 역할을 수행할수 있어야 합니다.. . . .제가 가지는 문제의식에 다른분들도 공감하여 30일이내에 100표에 도달하게 된다면, 해결 방안에 대해 좀더 구체적으로 풀어보도록 하겠습니다. 감사합니다.. . . . ..",,,,,https://jejudsi.kr/issue/1EP2
