지역명,제목,내용,작성일자,답변,답변일자,담당부서
양산시,웅상내 악취,"덕계의 축사악취 정말 힘듭니다
가축사육법 제2조2의 관련해서 들여다 보게되면 돼지 사육 2000마리 미만일 경우 주택부지경계로 부터 700미터이내
사육을 제한한다고 명시가 되어있습니다
과연 잘 지켜지고 있는지 그것도 알면서
눈가리고 아파트 분양을 해준건지 양산시의 속내가 정말 궁금하고 이지역 주민들의 고통속에서의 삶은 과연 언제 종식시켜 줄껀지도 의문스럽습니다
자기가 직접 겪는 고통이 아니라서 모르는건가요 아님 관심이 없는건가요
지금은 아주 작은 경우의 항의고 경고라
생각들 하심좋겠네요 다만 앞으로 늘어날
지역인구를 생각해본다면 지금이라도
해결의 돌파구를 찾아야 할것입니다 추석연휴 잘 보내시고 다시한번 간곡히
호소드려 봅니다",2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.

[수질관리과 답변]
1. 귀하께서 국민신문고를 통해 신청하신 민원에 대하여 답변 드립니다.
2. 귀하께서 제기하신 축사 악취 민원과 관련하여 확인한 결과 다음과 같습니다.
가. 우리시는 도시화, 산업화로 인한 인구 증가로 생활환경 보전과 상수원 수질보전을 위해 가축사육의 제한이 필요하다고 판단되어 「가축분뇨의 관리 및 이용에 관한 법률」 규정에 따라 가축사육 제한구역을 지정하여 신규로 사육하고자 하는 축사의 설치를 제한하고 있습니다.
나. 귀하께서 제기하신 축사는 가축사육 제한구역을 지정하기 이전부터 가축분뇨 배출시설 설치신고를 하고 가축을 사육하고 있는 양돈농가로서 「양산시 가축분뇨의 관리 및 이용에 관한 조례」 부칙 제2조(가축사육제한구역의 배출시설에 관한 경과조치 및 특례) 제1항 규정에 따라 조례 시행 당시 가축사육 제한구역에서 가축을 사육하고 있는 자는 조례 규정에도 불구하고 가축을 사육할 수 있음을 알려드립니다.
3. 이와 관련하여 문의 사항이 있으실 경우 수질관리과(수질관리팀 ☎055-392-3573)로 연락주시면 안내해 드리겠습니다.

[공동주택과 답변]
1. 국민신문고 접수 민원에 대한 우리 부서 업무에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 답변 내용
가. 주택건설기준 등에 관한 규정 제9조의2에 따라 공동주택등은 특정대기유해물질을 배출하는 공장, 대기오염물질배출시설이 설치되어 있는 공장으로서 제1~3종사업장 규모에 해당하는 공장, 위험물 저장 및 처리시설 등 주거환경에 위해한 시설로부터 50미터 이상 이격하여 배치하도록 규정하고 있으며, 주거지역 또는 지구단위계획구역 안의 공장의 경우에는 주거환경에 위해하다고 인정하여 고시한 공장만 이격 대상에 해당하여, 이격기준을 초과하여 이격 요구하거나 해당되지 않는 시설물에 대하여 이격할 것을 요구하기에는 어려운 실정임을 양해하여 주시기 바랍니다.
나. 귀하의 질문에 만족스러운 답변이었기를 바라며, 답변내용과 관련하여 궁금한 사항이 있으신 경우 공동주택과(공동주택팀, ☎055-392-3053)로 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-09-16,기후환경과
양산시,덕계동 축사 악취로 이전민원,"안녕하세요.양산덕계에 축사 냄새때문에 너무괴로워요. 비오는 날은 역한냄새로 매일 머리가 아플지경이고 온몸에 냄새가 벨 지경입니다. 웅상에 주거지가 있는 사람으로서 최소한 인간이 누리고 살아야할 필수조건을 외면하지말아주세요.
물금쪽과는 발전의 질과 규모가 다르게 양극화시켜놓고 왜 아직도 웅상거주민은 이런기본적인것도 눈을 감으시나요.
시장님이하 처분권자는 제발 여기서 살아보세요. 이리차별하실거라면 웅상을 단독으로 양산에서 분리시켜주시든지요.
축사이전을 강력히 촉구합니다. !!!",2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.

",2022-09-15,기후환경과
양산시,덕계축사어없애주시요,"살기싫은동네 양산시에서 해결부탁함
살기좋은동네로 만들어주시오",2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.

",2022-09-15,기후환경과
양산시,석산근린공원 음악분수의 원활한 가동을 요청합니다,"공원소음으로 인한 일부 입주민의 민원은 민원이고 음악분수 취지에 맞는 운영을 원하는 의견은 묵살합니까?
인터넷에 석산 근린공원 검색해보세요 음악분수 가동 축소로 인한 불만글이 얼마나 많은지...
일부인들의 눈치보며 이용하는 공원이 무슨 공원입니까? 일부민원인이 학교등교시간이 시끄럽다고 민원넣음 학교까지 단속하겠네요
한심합니다 양산시청은 누굴위한 조직입니까?
민원의 해결의지는 눈꼽만큼도 안보이는 성의없는 답변까지 잘 받았습니다",2022-09-06,"안녕하십니까? 귀하께서 제출하신 “석산근린공원 바닥분수 원활한 가동 요청”사항에 대하여, 바닥분수 운영시간 축소는 인근 소음민원 뿐만 아니라 시간대별 이용빈도, 수질관리 등 효율적인 운영관리 방안을 종합적으로 고려하여 조정한 것임을 이해하여 주시면 감사하겠습니다.
금년에 석산근린공원 바닥분수를 처음 운영하면서 나타난 부족한 점, 보완해야 할 부분들은 지속적으로 개선하여 지역주민, 이용자가 다 함께 만족할 수 있는 공원이 되도록 노력하겠습니다.
귀하의 민원사항에 만족스러운 답변이 되었기를 바라며, 답변 내용에 대한 추가 설명이 필요할 경우 양산시 공원과 공원관리팀(☎392-3182)으로 연락주시면성실히 답변 드리도록 하겠습니다.
",2022-09-08,공원과
양산시,덕계동 축사이전 바랍니다,"덕계동 여러가지 냄새가 납니다
특히 축사 냄새는 더 고통입니다
신경써서 빠른 해결 부탁드립니다",2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 귀하께서 신청하신 민원(1AA-2209-0193296)은 2회 이상(1AA-2207-0867015, 1AA-2208-0492563) 동일.반복 민원에 해당하며 그 처리결과를 이미 통지한 바 있으므로 이후, 재차 동일한 민원을 제기 하실 경우 「민원처리에 관한 법률」제23조(반복 및 중복 민원의 처리) 제1항 및 2항에 따라 종결처리 할 예정임을 알려드립니다.
라. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.

",2022-09-15,기후환경과
양산시,동양산 두산타운 인근 축사 이전 좀 해주세요.,"항상 국가행정업무에 수고가 많으십니다.

진짜 궁금해서 물어보는데 붙여넣기 말고 제대로된 답변 부탁드리겠습니다.

두산타운 현재 두산위브 1차, 두산위브 2차,
예정 트리마제1, 2단지 총 3,900세대가 들어오게 되는데
애초에 두산위브1, 2차 때부터 인근 축사 때문에 민원이 엄청 많은걸로 알고 있습니다.

궁금증 1.
트리마제1, 2단지 사업승인 내줄때 도대체 왜 축사이전 조건을 안 넣었는지 정말 궁금합니다. 협의라도 하긴 했나요???

궁금증 2.
두산위브1, 2차, 트리마제1, 2단지 사업승인을 내주면서 기반시설이든 기부채납이든 뭔가 두산타운 근처든 동양산 발전에 도움이 되는거 받은거라도 있나요???

위 2가지 질문에 대해 정말 진지하게 물어보니 성실한 답변 부탁드릴께요.",2022-09-06,"1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원(신청번호 1AA-2209-0192357)에 대한 검토 결과를 다음과 같이 알려드립니다.

2. 귀하의 민원내용은 『덕계동 두산 관련 주택건설사업 관련 문의』에 관한 것으로 판단됩니다.

3. 귀하의 민원사항에 대한 답변은 다음과 같습니다.
가. 주택건설기준 등에 관한 규정 제9조의2에 따라 공동주택등은 특정대기유해물질을 배출하는 공장, 대기오염물질배출시설이 설치되어 있는 공장으로서 제1~3종사업장 규모에 해당하는 공장 등 주거환경에 위해한 시설로부터 50미터 이상 이격하여 배치하도록 규정하고 있으며, 주거지역 또는 지구단위계획구역 안의 공장인 경우에는 주거환경에 위해하다고 인정하여 고시한 공장만 이격 대상에 해당하는 바, 기준을 초과하여 요구하기에는 어려운 실정임을 양해하여 주시기 바랍니다.
나. 그리고 트리마제 1단지, 2단지 및 두산위브1차 주택단지는 토지구획정리사업지구 내 주택건설사업으로 국토의 계획 및 이용에 관한 법률에 따른 무상귀속 사항은 없으며, 두산위브2차(1단지, 2단지)는 해당 지구 외 주택건설사업으로 국토의 계획 및 이용에 관한 법률에 따라 도시계획도로 및 체육시설 토지 무상귀속된 사실이 있음을 알려드립니다.

4. 귀하의 질문에 만족스러운 답변이었기를 바라며, 답변내용과 관련하여 궁금한 사항이 있으신 경우 공동주택과(공동주택팀, ☎055-392-3053)로 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-09-15,공동주택과
양산시,덕계 축사 냄새 제거해 주세요,"다른지역은 관할 구청이나 동에서
해결해주시는데 우리 웅상은 왜 그게그게는지
몹시도 궁금합니다 하루이틀 일도 아니고.
일년이년 민원이 발생하는것도 아닌데
도대체 시에서는 왜 이런큰일에 투자를 않하는지요.
시민들의 민원을 물로 보는건가요.
빠른시일 내에 해결책을 찾아주시길.
정말 화가 납니다",2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.
",2022-09-16,기후환경과
양산시,아파트와 700m도 안되서 있는 악취나는 축사이전,아파트와 700m도 안되서 있는 악취나는 축사 이전해야합니다.,2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.

[수질관리과 답변]
1. 귀하께서 국민신문고를 통해 신청하신 민원에 대하여 답변 드립니다.
2. 귀하께서 제기하신 축사 악취 민원과 관련하여 확인한 결과 다음과 같습니다.
가. 우리시는 도시화, 산업화로 인한 인구 증가로 생활환경 보전과 상수원 수질보전을 위해 가축사육의 제한이 필요하다고 판단되어 「가축분뇨의 관리 및 이용에 관한 법률」 규정에 따라 가축사육 제한구역을 지정하여 신규로 사육하고자 하는 축사의 설치를 제한하고 있습니다.
나. 귀하께서 제기하신 축사는 가축사육 제한구역을 지정하기 이전부터 가축분뇨 배출시설 설치신고를 하고 가축을 사육하고 있는 양돈농가로서 「양산시 가축분뇨의 관리 및 이용에 관한 조례」 부칙 제2조(가축사육제한구역의 배출시설에 관한 경과조치 및 특례) 제1항 규정에 따라 조례 시행 당시 가축사육 제한구역에서 가축을 사육하고 있는 자는 조례 규정에도 불구하고 가축을 사육할 수 있음을 알려드립니다.
3. 이와 관련하여 문의 사항이 있으실 경우 수질관리과(수질관리팀 ☎055-392-3573)로 연락주시면 안내해 드리겠습니다. 끝.

",2022-09-15,기후환경과
양산시,석 금산택지 35번국도 진 출입로 개설 지연 의건,"귀 청의 노고에 감사드립니다
동면 석 금산택지 주민들의 숙원사업의 하나인 35번국도 연결도로 신설과 관련하여
관련 되시는 분들의 주민설명회등을 통해 말씀하신 일정 과 양산신문(2022년 8월30일자)
보도 된 일정과 상당한 괴리가 있고 조만간 신설 될 것으로 믿고 있던 주민으로는 황당하기까지 합니다.
귀청의 명확한 입장을 듣고 싶습니다.
주민으로 기대와 슬램으로 기다려 왔는데 관계자분들은 주민설명회등으로 주민을 농락해도 되는 지
다시 한번 묻고 싶습니다.
귀 청에서는 주민들이 숙원하고 있는 35번 국도 연결도로 신설을 신속하게 진행 해 주시기를 바라면서
귀 청이 추진 일정을 주민들에게 공유 해 주시기 바랍니다.",2022-09-06,"1. 평소 우리 시 발전에 관심을 가져 주셔서 감사드립니다.

2. 귀하께서 국민신문고에 접수하신 『국도35호선과 석금산택지간 진입도로 개설 지연』 (1AA-2209-0185322)건에 대하여 아래와 같이 답변 드립니다.

가. 우리시 동면 일원 국도35호선과 연접한 석·금산택지로의 원활한 진출입을 위하여 연결도로 개설과 관련 실시설계용역을 추진 중에 있으며 사전 행정절차 이행에 따라 당초 계획과 달리 다소 지연되고 있는 실정으로 이점 널리 양해하여 주시기 바라며, 조속한 사업추진으로 석·금산택지 일원의 교통여건이 개선될 수 있도록 최선을 다할 계획임을 알려드립니다.
나. 기타 궁금하신 사항이 있으시면 도로시설과 도로시설2팀(☎055-392-3774)으로
문의하시면 성실히 답변 드리겠습니다. 끝.
",2022-09-16,도로시설과
양산시,덕계 축사 냄새,양산시를 위해 수고해주셔서 감사합니다 시장님 ᆢ덕계두산타운 주변 축사 냄새로 문을 열지 못하고 고통을 받고 있어요 ㆍ 자유롭게 문열고 맑은 공기 마시고 싶어요 축사이전 꼭 부탁합니다,2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.
",2022-09-15,기후환경과
양산시,덕계 축사 악취로 인한 지역주민들 고통 호소에 귀기울여 주세요..,"축사 악취 정말 힘듭니다.
가축 사육법 제2조2 돼지 사육 2천마리 미만일 경우 주택부지경계로 부터 700M이내 사육을 제한한다고 명시되어 있습니다.
법에 맞게 잘 시행되고 있는건지..축사 근처에 아파트 분양을 버젓이 인정해준 양산시의 속내가 궁금합니다.
두산아파트를 비롯해 주변 아파트들 그리고 분양을 통해 입주할 아파트들 줄줄이 인구유입이 예상되는 이 시점에서 양산시에서는 어떠한 노력을 하고 해왔는지 궁금합니다.축사 악취 매번 수치를 체크해서 보완하겠다는 답변만 늘 들었습니다.
지역 주민들의 고통속에서의 삶은 과연 언제쯤 종식시켜 주실건지..관심을 가져주세요..부탁드립니다..",2022-09-06,"[기후환경과 답변]
1. 안녕하십니까? 귀하께서 국민신문고를 통해 신청하신 민원에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 귀하께서 제출하신 민원의 내용은 ""덕계 축사 악취 해결""과 관련된 것으로 이해됩니다.
3. 귀하의 민원에 대한 검토결과는 다음과 같으며, 민원내용이 유사한 건에 대하여 답변이 같을 수 있으니 이해해 주시기 바랍니다.
가. 시에서는 악취를 저감하고자 축사에 대하여 지속적으로 오염도 검사를 시행하고 배출허용기준 초과에 대하여 개선명령 및 과태료를 부과한 바 있습니다. 이에 따라 사육두수 절반으로 감소, 안개분무시설 및 축사 윈치 차광막 설치 등 시설 개선토록 하는 등 악취 저감을 위해 노력하고 있습니다.
나. 또한, 우리시에서는 축사 악취로 인한 주민들의 고통을 충분히 공감하고 있고, 농장주에게도 매년 악취로 인해 약 2,500여 세대에서 받고 있는 상황을 강조하고 악취 관리를 철저히 하도록 하고 있습니다. 악취 해결방법은 이전 또는 폐업이 가장 좋은 방법으로 지속적으로 설득하고 있습니다만, 농장주는 현재로서는 생계수단으로 운영하고 있어 축사를 이전 또는 폐업할 의사가 없으므로 악취 저감하기 위해 지속적인 순찰과 오염도 검사를 병행하여 관리하고 악취저감 우수사례 조사․발굴 등 적극적으로 노력하겠습니다.
다. 기타 궁금한 사항이 있을 경우 우리 시 기후환경과 악취대응팀(☏055-392-3651~6)으로 연락주시면 성실히 답변토록 하겠습니다.

[수질관리과 답변]
1. 귀하께서 국민신문고를 통해 신청하신 민원에 대하여 답변 드립니다.
2. 귀하께서 제기하신 축사 악취 민원과 관련하여 확인한 결과 다음과 같습니다.
가. 우리시는 도시화, 산업화로 인한 인구 증가로 생활환경 보전과 상수원 수질보전을 위해 가축사육의 제한이 필요하다고 판단되어 「가축분뇨의 관리 및 이용에 관한 법률」 규정에 따라 가축사육 제한구역을 지정하여 신규로 사육하고자 하는 축사의 설치를 제한하고 있습니다.
나. 귀하께서 제기하신 축사는 가축사육 제한구역을 지정하기 이전부터 가축분뇨 배출시설 설치신고를 하고 가축을 사육하고 있는 양돈농가로서 「양산시 가축분뇨의 관리 및 이용에 관한 조례」 부칙 제2조(가축사육제한구역의 배출시설에 관한 경과조치 및 특례) 제1항 규정에 따라 조례 시행 당시 가축사육 제한구역에서 가축을 사육하고 있는 자는 조례 규정에도 불구하고 가축을 사육할 수 있음을 알려드립니다.
3. 이와 관련하여 문의 사항이 있으실 경우 수질관리과(수질관리팀 ☎055-392-3573)로 연락주시면 안내해 드리겠습니다.

[공동주택과 답변]
1. 국민신문고 접수 민원에 대한 우리 부서 업무에 대한 검토 결과를 다음과 같이 알려드립니다.
2. 답변 내용
가. 주택건설기준 등에 관한 규정 제9조의2에 따라 공동주택등은 특정대기유해물질을 배출하는 공장, 대기오염물질배출시설이 설치되어 있는 공장으로서 제1~3종사업장 규모에 해당하는 공장, 위험물 저장 및 처리시설 등 주거환경에 위해한 시설로부터 50미터 이상 이격하여 배치하도록 규정하고 있으며, 주거지역 또는 지구단위계획구역 안의 공장의 경우에는 주거환경에 위해하다고 인정하여 고시한 공장만 이격 대상에 해당하여, 이격기준을 초과하여 이격 요구하거나 해당되지 않는 시설물에 대하여 이격할 것을 요구하기에는 어려운 실정임을 양해하여 주시기 바랍니다.
나. 귀하의 질문에 만족스러운 답변이었기를 바라며, 답변내용과 관련하여 궁금한 사항이 있으신 경우 공동주택과(공동주택팀, ☎055-392-3053)로 연락해주시면 친절히 안내해 드리도록 하겠습니다. 감사합니다. 끝.
",2022-09-16,기후환경과
