id 값,제목,분류,프로젝트 시작,프로젝트 종류,상세 내용,제안의 시작,주요제안(문제정의),해결방안,링크,미추진 사유,공감투표 참여안내,참고자료
jejudsi_LJYK,,환경,,기간종료,,,,,https://jejudsi.kr/issue/LjYK/PROJECT,[],,
jejudsi_RBGK,,환경,,기간종료,,,,,https://jejudsi.kr/issue/Rbgk/PROJECT,[],,
jejudsi_A868,,환경,,기간종료,,,,,https://jejudsi.kr/issue/A868/PROJECT,[],,
jejudsi_RZV4,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RZv4/PROJECT,[],,
jejudsi_R2XO,,환경,,기간종료,,,,,https://jejudsi.kr/issue/R2Xo/PROJECT,[],,
jejudsi_RPPB,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RpPB/PROJECT,[],,
jejudsi_1E7O,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1E7O/PROJECT,[],,
jejudsi_1VGX,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1VgX/PROJECT,[],,
jejudsi_A9DB,,환경,,기간종료,,,,,https://jejudsi.kr/issue/A9dB/PROJECT,[],,
jejudsi_RZDO,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RZDo/PROJECT,[],,
jejudsi_10RE,,환경,,기간종료,,,,,https://jejudsi.kr/issue/10re/PROJECT,[],,
jejudsi_1DBA,,환경,,기간종료,,,,,https://jejudsi.kr/issue/1dba/PROJECT,[],,
jejudsi_AA4Q,,환경,,기간종료,,,,,https://jejudsi.kr/issue/Aa4Q/PROJECT,[],,
jejudsi_RLEV,,환경,,기간종료,,,,,https://jejudsi.kr/issue/RleV/PROJECT,[],,
jejudsi_L4MA,,환경,,기간종료,,,,,https://jejudsi.kr/issue/L4ma/PROJECT,[],,
