제목,내용,작성일자,답변,답변일자,처리담당부서,추진상황
구 홈페이지에 기초연금 제도 등 노인핵심복지 내용 상시 공개 방안,"현황 및 문제점
1.서구 65세이상 노인인구수는39,064명으로 전체 인구수(167,773명)의 23,3%로 초고령사회로 노인 인구수가 많습니다.(2021,7,1현재)
2.대부분 노인들은 노후의 대책이 제대로 갖춰어져 있지 않아 안정적인 생활에 어려움이 있어 삶에 질이 떨어지고 있는게 현실로 노인복지에
관심이 지대합니 다.
3.구에서는 홈페이지에 기초생활보장 안내, 노인관련 법령 소개,노인복지시설 현황 등을 공개하고 있지만 보다 대다수 노인들에게 실질적으로
가장 피부에 와 닿는 기초연금 제도,노인일자리 사업, 노인우대제도는 공개되고 있지 않아 궁금하고 수혜를 받지 못하는 경우가 있습니다.
4.복지 담담부서나 동 주민센터에서는 전단지 등을 통해서 홍보를 하고 있지만 일시적인 홍보의 효과로,특히 만 65세이상 되는 노인이나 구에전입하는 노인 및그의 가족 들은 많은 관심을 가지고 있습니다.
개선방안
○ 구 홈페이지의 생활복지(노인) 분야에 기초연금 제도,노인일자리 사업, 노인우대제도를 공개합니다.
○기초연금제도 공개에는 별도로 보건복지부 기초연금 홈페이지 사이트와 연계하여 자세히 알 수 있도록 합니다.
기대효과
1 대다수 노인들에게 관심이 많은 복지내용을 상시 알수 있어 알 권리가 충족됩니다.
2.노인 복지 분야 공개로 복지 관계자에게 일일이 문의 하는 등의 불편이 해소됩니다.
3.시행에 별도의 예산이 수반되지 않고 간단합니다.",2021-07-27,"1. 선생님의 가정에 행복이 가득하기를 기원합니다.

2. 국민신문고를 통해 제안하신 ""구 홈페이지 기초연금 제도 등 노인복지관련 내용 공개""에 대한 답변을 드리겠습니다.

3. 선생님이 제안하신 ""구 홈페이지 기초연금 제도 등 노인복지관련 내용 공개""(접수번호1AB-2107-0024690)의견을 수렴하여
홈페이지 정비에 적극 반영하도록 하겠습니다.

4. 대구광역시 서구청에 대한 관심에 감사드리며, 문의사항은 사회복지과(053-663-2535)로 연락주시기 바랍니다.",2021-08-09,서구,제안실현
"대구시 육아 상담 멘토링제 운영, 정신적 지지","현황 및 문제점
첫 출산을 통한 출산육아 여성들은 궁금한게 많다.
주위에 속시원히 물어볼 사람도 없고. 육아에 대한 두려움과 걱정이 많다.
육아 베테랑 엄마들의 노하우를 듣고 싶다.
차를 한잔 마시면서 육아에 대한 상담과 노하우등을 듣고 싶다.
대구시에서 육아 도움 멘토링제 운영
개선방안
대구시 출산여성들을 대상으로
직접 찾아가는 육아 멘토링제 운영, 수시전화상담 가능
집으로 직접 방문하여 육아에 대한 자세한 애기등을 해주고 경함담, 노하우등을 전해 준다.
육아시 주의할점, 어려운점 해결한 사례들, 위기상황 유형별 대처법, 건강유지법, 자녀돌봄, 스트레스 대처법, 부부사이의 문제 해결법등
육아에 대한 경험담과 노하우등을 생생하게 알려준다.
월1회 방문하여 육아 멘토링을 도와주며 정신적인 지지, 위로, 정신적 상담과 실제적인 경험과 노하우등을 자세하게 알려준다.
첫 출산의 여성들은 시행착오를 줄이며, 안전하고 건강한 육아에 도움이 된다.
멘토링제를 통해 육아에 대한 궁금한 다양한 것들을 자세히 들을수 있고
월1회 대면 방문 외 전화로도 수시로 궁금한 사항 질문이 가능하다.
대구시 육아 멘토모집, 활동비 및 수당 지급. 2-3자녀이상의 육아경험이 있는 젋은 대구시 엄마모집
월 멘토수당과 경비등을 지급함
기대효과
육아에 대한 노하우와 경험담을 함께 나누며 아이키우기 행복한 도시 대구로 만들어 나간다
첫 출산을 경험한 여성들의 육아에 대한 도움, 정신적으로 큰 힘이 됨
정신적 멘토, 육아의 궁금한 사항들을 수시로 듣고 해결하는데 큰 도움이 된다.
아이키우기 좋은 도시 대구 만들기 앞장",2021-07-25,"○ 안녕하십니까? 귀하께서 국민신문고를 통해 제안해주신 사항(신청번호:1AB-2107-0023737)에 대하여 회신드립니다.

○ 귀하의 제안내용은 “2~3자녀 이상의 육아경험이 있는 젊은 엄마들이 첫 출산 여성들의 육아멘토가 되어 월 1회 가정방문 및 수시 전화상담을 통한 육아 멘토링제 운영, 육아멘토 모집 및 활동비 지급”으로 아래와 같이 답변 드리겠습니다.

○ 우리 시에서는 임산부 및 만 2세 미만 영아가 있는 가정에 간호사 등 전문 인력이 방문하여 건강상담 및 영아 발달상담, 수유·육아환경 등 아기 돌보기에 관한 교육, 정서적 지지 등 맞춤형 서비스를 제공하는 ‘생애초기 건강관리 시범사업’을 ‘20년부터 북구 보건소에서 실시하고 있으며 ’23년까지 전체 보건소로 확대 추진할 예정입니다.

- 생애초기 건강관리 시범사업을 통해 아기의 월령과 주소지가 유사한 첫아기 엄마들로 엄마모임을 구성하여 5주 동안 육아와 관련된 다양한 주제의 교육 및 정보제공, 엄마들 간의 경험 공유 등을 통해 엄마의 심리적 건강을 증진하고 양육에 대한 자신감과 독립성을 높일 수 있도록 돕고 있으며 엄마모임 이후에도 엄마들끼리 비공식적인 네트워크를 형성하여 육아경험과 노하우 등을 공유하며 사회적 지지를 서로 받을 수 있는 기회를 제공하고 있습니다.

○ 또한 각 구·군의 건강가정지원센터에서는 스트레스, 우울감, 부부상담 및 가족소통 등에 대해 전문가와의 상담서비스를 진행하고 있으며, 내방 뿐만 아니라 전화 및 화상으로도 상담을 받을 수 있어 자녀양육 및 부부생활에서 발생할 수 있는 문제에 대한 대처능력을 갖는데 도움을 받을 수 있습니다.

○ 귀하의 제안은 첫 아이를 출산한 초보엄마에게 육아 배테랑 엄마가 육아 멘토가 되어주자는 좋은 취지이나 기 추진 중인 사업과 유사, 중복된 내용의 사업으로 판단되어 채택되지 못하였음을 알려드리니 이 점 양해하여 주시기 바랍니다.

○ 귀하의 소중한 의견에 깊은 감사를 드리며, 기타 궁금한 사항은 대구시 출산보육과 송은정 주무관(☎053-803-5453)에게 연락주시면 성심껏 답변 드리겠습니다. 감사합니다.",2021-08-18,대구광역시,답변완료
쪽방촌 폭염대비 지원방안,"현황 및 문제점
쪽방촌, 독거노인등의 폭염대책이 필요하다. 무더운 밤 열대아로 잠을 자지 못하므로 이에 대한 대책등이 필요. 에어컨 지원등은 현실적으로 어려워 보다 현실적이고 경제적으로 지원 가능한 대책이 필요하다
개선방안
쪽방촌, 독거노인분들의 열대아와 폭염대비를 위해 쿨매트, 쿨베개, 콜링옷(의류)등을 지원함. 열대아 숙면을 위해 방문하여 지원함
기대효과
쪽방촌 독거노인들의 열대아 숙면을 지원",2021-07-25,"국민제안(1AB-2107-0022868)에 대하여 다음과 같이 심사결과를 통보하고자 합니다.

《제안개요》
1. 제 안 자 : 곽** (비공개)
2. 접 수 일 : 2021. 7. 26.
3. 제안요지 : 쪽방촌 폭염대비 지원 방안(현실적이고 경제적인 쿨매트, 쿨베개, 쿨링옷 방문 지원)
《심사결과 회신내용》
○ 먼저 우리 시정에 관심 가져 주신 데 대하여 진심으로 감사를 드립니다.

○ 귀하께서 폭염 및 열대야에 대비하여 쪽방촌 및 독거어르신에게 쿨매트, 쿨베개, 쿨링옷(의류) 등을 방문 지원하자고 제안한 사항에 대하여 다음과 같이 회신합니다.

○ 우리 시에서는 폭염대비 사회취약계층 보호를 위해 다양한 시책을 추진하고 있으며, 특히 올해는 사회취약계층의 환경특성에 맞는 맞춤형 냉방물품을 지원하기 위해 노력하고 있습니다.

○ 아울러, 쪽방상담소 및 노숙인종합지원센터를 통해 쿨토시, 쿨스카프, 속옷, 여름이불, 생필품 등 귀하께서 지원을 요청하신 물품들과 유사한 물품을 사회취약계층에게 이미 지원하고 있고, 쪽방생활인 및 독거어르신 등에게 물품을 전달하면서 안전 및 안부 확인을 병행하고 있음을 알려드립니다.

○ 앞으로도 사회취약계층의 복지향상과 시정에 많은 관심 가져 주시기 바라며, 귀하의 소중한 의견 감사드립니다. 끝.




붙임 국민제안신청서.",2021-08-24,대구광역시,답변완료
대구시 지역주민 마을공동체 사업,"현황 및 문제점
지역주민들이 함께 만들어 나가는 폭염대비 탄소중립 실천 마을공동체 사업
지역어린이들을 위한 풀장 운영사업
아파트 단지내 안전한 공간 활용, 아파트 단지주민들의 공간 나눔, 대구시에서 시설시 일부 지원
인근 지역주민, 어린이 공동으로 이용함
개선방안
아파트단지 안에 인근 주민들과 함께 공유할 수 있는 태양광 이용 냉풍기 및 쿨링쉼터 조성. 자녀 탄소중립 교육용임.
아파트 주민들 설치 희망시 설치비 50% 지원. 인근주민들도 함께 이용하는 조건임.
아파트 단지안에 풀 수영장 조성도 추진. 인근주민들과 함께 이용하는 조건임, 설치비 50%지원 추진.
기존 아파트단지 인프라 시설과 태양광 시설을 활용하여 인근 동네 모든 주민들이 폭염을 대비할 수 있는 아파트 단지 내 파고라 태양광 냉풍기 및 쿨링쉼터 조성.
인근 동네어린이들을 위한 풀장 조성(여름 일시적) 추진. 지역공동체 공간 나눔
대구시 각 구마다 자체적으로 운영 계획 구상함. 주민들과의 소통의 시간 마련하여 마을공동체사업의 일환으로 운영 실시함
기대효과
아파트 단지안 태양광 이용 냉풍기, 쿨링쉼터 설치비 50% 지원
여름용 임시 풀장 설치비 50% 지원
아파트 기존 공간을 인근주민과 함께 나눔, 주민들의 동네 생활속 쉼 터와 어린이 무더위 놀이 시설 증대에 기여. 지역 공동체 조성, 지역 주민이 함께 이용",2021-07-25,"국민신문고 제안(1AB-2107-0022867) “대구시 지역주민 마을공동체 사업”에 대하여 아래와 같이 답변하고자 합니다.

1. 제 안 자 : 곽**
2. 제안요지 : 아파트 단지 내 냉풍기 및 쿨링쉼터 조성 비용 일부 지원
3. 채택여부 : 불채택
4. 답변내용
○ 평소 구정 업무에 많은 관심을 가지고 귀한 의견을 제안해주셔서 깊이 감사드립니다.
○ 귀하께서 국민신문고를 통해 신청하신 제안(1AB-2107-0022867)에 대한 검토결과를 다음과 같이 알려드립니다. 귀하의 제안 내용은 ‘아파트 단지 내 냉풍기 및 쿨링쉼터 조성 비용 일부 지원’으로 이해됩니다.
○ 주 이용주체가 입주민인 아파트 단지 특성상 지역 주민들의 공유 공간으로서의 기능을 하기에는 어려울 것으로 보입니다. 중구 관내에는 민·관이 운영하는 무더위쉼터가 약 90여 곳이 조성되어 있으며, 수창공원에 설치된 물놀이장을 비롯하여 분수, 쿨링포그 등 13개소에 수경시설이 조성되어 있습니다. (코로나19 대응 정책에 따라 유동적으로 운영)
○ 귀하의 제안은 예산 확보, 사업 대상 아파트 선정, 입주민 동의 절차 등 여러 관점에서 고려해야할 사항이 많아 즉시 수용할 수는 없으나, 향후 업무에 참고하도록 하겠습니다. 지역공동체 업무에 관심을 가지고 소중한 제안해주신 점 감사드립니다. 기타 문의 사항은 행정지원과 자치행정팀(☎ 053-661-2227)으로 연락주시면 정성껏 답변 드리겠습니다. 감사합니다.


붙임 : 국민제안신청서. 끝.",2021-10-08,중구,답변완료
"공무원 및 공공기관 근무시(7-8월) 쿨링복장 근무복, 작업복 추진, 중소기업 근무자 지원방안","현황 및 문제점
공무원, 중소기업, 야외 근무자 폭염대비 지원방안이 필요
야외 근무자, 노동자 열사병 예방
개선방안
무더위로 근무가 힘든 중소기업 근무자 대상으로 쿨링복 지원사업 추진.
무더위에 열악한 중소기업 현장 근무자들에게 쿨링복과 아이스 패드가 장착된 쿨링 안전모 지원 추진
야외 공사 현장 작업자에게도 아이스 패드가 장착된 안전모 지원 추진
기대효과
중소기업 현장 근무자에게 쿨링복, 쿨링 안전모 지원
중소기업 현장 근무자 폭염 지원, 쿨링 안전모 개발 및 지원
공무원 쿨링복으로 전력비 절감에도 기여
대구시의 야외 작업 근무자 보호 및 폭염 지원",2021-07-25,"○ 시정에 관심을 가져 주신데 대해 감사의 말씀을 드립니다.
○ 하절기 공무원, 야외 근무자, 중소기업 근로자를 대상으로 쿨링복 및 쿨링 안전모를 지원하자는 귀하의 제안에 대하여 아래와 같이 답변드리겠습니다.
○ 현재, 공무원의 경우 하절기 복장 간소화를 통해 간편하고 시원한 복장을 입도록 하고 있으며, 현장 근무 공무원의 경우 자체 피복비 등으로 필요에 따라 운용하고 있습니다.
○ 야외 근무자에 대해서는 「건설업 산업안전보건관리비 계상 및 사용기준」에 의거 「산업재해보상보호법」의 적용을 받는 공사 중 총공사 금액 2천만원 이상인 공사는 안전관리비를 계상 및 사용하여야 하며 동 기준 제7조 제1항 제3호에 따라 개인보호구 및 안전장구 구입비 등으로 사용할 수 있습니다.
○ 또한, 민간기업의 근무복은 각 기업별 특성이나 근무여건에 맞게 자체적으로 지정하여 착용하고 있으며 市에서 쿨링복장 근무복을 일괄 지원하는 것은 대상 선정에 대한 형평성 차원이나 예산 부분에 있어서 어려움이 있습니다.
○ 폭염대비 근로자 건강 보호를 위하여 우리 시에서는 ① 무더위 시간대(14시~17시) 옥외작업 단축 또는 중지 ② 폭염특보 시 휴식시간 연장(매시간당 10~15분) ③ 옥외작업 시 가급적 보냉장구 착용 ④ 충분한 수분 공급 등을 현장에 요청하고 있음을 알려드립니다.
○ 앞으로도 좋은 의견 있으시면 제안 주시길 바라며 코로나19로 힘든 시기이지만 귀하의 가정에 늘 행복이 함께 하시길 기원드립니다.

붙임 : 국민제안신청서 1부. 끝.",2021-08-23,대구광역시,답변완료
냉수대 설치 및 찾아가는 냉수 챌린지 사업 실시,"현황 및 문제점
넛지효과와 함께하는 머리식히는 냉수대 설치(실질적인 대구시민 폭염 체험정책), 공원등의 기존 계수대 활용. 찾아가는 냉수 챌린지 사업 실시
개선방안
공원 기존 계수대 물나오는 곳 중 1군데는 넛지효과와 함께하는 머리식히는 냉수대 설치(물나오는 곳 1군데는 냉수기능 추가) \
폭염시 대구시민들의 머리냉수 마찰, 얼굴 냉수 마찰을 해서 식힐수 있는 냉수기능 설치(더워도 미지근한 물이 나오는 것이 아니라 얼음처럼 차가운 냉수가 나오므로 시민들이 머리와 얼굴, 손등을 식힐수 있음)
공원등 기존 계수대 있는 곳에 시범적으로 설치, 시민 폭염대비 체험형 정책. 계수대 중 1군데는 냉수대 설치. 냉수대 안내 표지판에는 머리 안의 무더위가 하늘로 날라가는 그림(넛지효과)등 다양한 넛지효과의 그림을 그려 놓음. 아이스 버킷 챌린저처럼 나의 머릿속의 무더위와 혼란한 생각등을 냉수로 다 씻겨 날려버리며, 나 혼자만 생각하지 않고 모두를 배려하겠다는 의미의 냉수 버킷챌린지 대 라고 명명하여 설치, 시민들이 재미있게 참여함.
그리고 시민들의 신청시 폭염을 함 께 이겨내고 무덥지만 서로 배려하자는 의미로 <냉수 버킷 챌린지 사업>를 실시. 주로 야외 근로현장등을 직접 찾아가서 시원한 냉수를 머리에 부어드리는 사업 실시, 시원한 냉수를 머리에 부어드리며 무더위와 머리의 혼란한 생각을 날려버리고 코로나와 폭염을 함께 이겨내고 야외에서 일하는게 힘이들지만 함께 배려하면서 즐겁게 일하자는 운동임(폭염극복을 시민운동과 연계함)
기대효과
폭염을 이겨내는 넛지효과 대구시민 운동 사업 실시. 냉수대를 통해 폭염 무더위 해소에 기여, 폭염을 대구시민 운동과 연계하여 이겨냄
현장 근무자들의 폭염대비를 지원, 냉수 버킷챌린지 사업을 통해 폭염도 이겨내지만, 함께 배려하는 문화조성에도 기여",2021-07-25,"1. 제안신청 개요
가. 신청인 : 블라인드 처리
나. 신청일(신청번호) : 2021. 7. 26.(1AB-2107-0022845)
다. 제안제목 : 냉수대 설치 및 찾아가는 냉수 챌린지, 폭염대비 양심양산 비치 건
라. 제안내용 : 넛지효과와 함께 머리 식히는 냉수대 설치, 찾아가는 냉수 챌린지 사업 실시, 폭염대비 양심양산 비치 사업

2. 검토의견: 불채택(*사유 : 기 시행중)
가. 답변내용


1. 안녕하십니까? 먼저 폭염 업무에 많은 관심과 고견을 주신 데 대하여 감사드립니다.
2. 귀하께서 제안하신 ‘냉수대 설치 및 찾아가는 냉수 챌린지, 폭염대비 공공양산 비치 건‘에 대하여 아래와 같이 답변드립니다.

○ 첫째, 우리 시에서는 폭염재난 대응을 위하여 폭염저감시설 설치, 무더위쉼터 운영, 도시철도 무더위 힐링센터 및 냉방고객대기실 설치 및 운영, 도로살수 시행, 폭염
취약계층의 무더위 극복을 위한 대책 마련 등 다양한 폭염대책을 시행하고 있습니
다. 또한, 민원인께서 건의하신 것과 유사한 사업으로 유동인구가 많은 장소(지하
철역, 도심공원 등)에서 병입수돗물을 배부하는 봉사활동도 진행하고 있습니다.

○ 폭염예방을 위해 머리를 식히는 냉수대를 설치하는 것은 도심 주변 도시경관을
고려하여야 하고, 냉수대를 설치하기 위해 추가적으로 냉동설비의 설치 예산 및
운영 시 안전사고 예방 및 관리 등을 위한 인력도 상당히 소요되어 민원인께서
제안하신 내용을 즉시 시행하기는 어려움이 많음을 알려드립니다.

○ 다만, 관내 1,021개소에 실내 무더위쉼터가 이미 운영되고 있으므로 가까운 쉼터를 이용하시면 폭염 예방에 도움이 되시리라 판단됩니다.

○ 다음은 귀하께서 제안해 주신 폭염대비 양심양산 비치와 관련입니다.
현재 우리 시에서는 시청사, 관광지, 주요 공원, 도시철도 3호선 역사, 구·군(청사
및 행정복지센터)에 양심양산 대여소를 160개소에 기 설치하여 운영중에 있으며,
양산 12,800개를 구입·비치하여 시민 누구나 이용하도록 하고 있습니다. 또한
2022년에는 양산 대여소 확대 설치·운영할 예정입니다.
○ 아울러, 우리 시에서는 코로나19 예방을 위한 자연스러운 두 팔 간격 거리두기를
실천하고, 폭염으로 인한 온열질환 등의 인명피해 최소화를 위하여 「시민과 함께하
는 양산쓰기 일상화 운동」을 전개하고 있습니다. 양산쓰기 홍보를 위해 양산쓰기 운
동 캠페인을 시·구·군에서 10여 회를 실시하였고, 폭염예방을 위한 라디오캠페인 등
을 통해 꾸준히 홍보하고 있음을 알려드립니다.

○ 위와 같이 대구시에서는 이미 대다수 시행하고 있거나 시행예정으로 귀하의 제안을
채택하지 못하는 점을 널리 이해하여 주시기 바라며, 앞으로도 시정에 많은 관심을 갖고 귀한 의견 주시기 바랍니다.
기타 문의사항이 있으시면 자연재난과(담당자 제갈성준 053-803-4552)로 연락
주시면 상세히 답변드리겠습니다. 항상 건강하시고 행복이 함께 하시길 기원합니다.


붙임 국민제안신청서 1부. 끝.",2021-08-26,대구광역시,답변완료
고산골 공룡공원 외국어 표기 오류 정정 제안건,"현황 및 문제점
1. 대구 남구 앞산 고산골 공룡공원에 설치된 다수의 안내판
2.설치된 안내판 마다 영어 표기가 제각각
- 각 안내판의 설치 시기및 담당주무관이 상이했던 걸로 짐작됨
- 설치 당시 외국어 표기 순서 검수 미비?
- 고유명사의 각 첫자는 대문자 표기해야 하나 무시됨
3. 일부 안내판에는 영어 표기 아예 없으나 중간 부위쯤에 남구의 슬로건 Dreampia가 느닷없이 등장하여 공원이름이 드림피아 인 것으로 오인할 수 도 있슴
개선방안
1. 영어 표기를 통일성있게 표기(하단 택 1)하여 안내판들을 재정비

예)

-Apsan Dinosaur Park
-Gosangol Dinosaur Park
-Apsan Gosangol Dinosaur Park( 정확한 지명 표시이나, 너무 장황하여 과연 외국인들이 기억해 낼까요?)


기대효과
1. 공공기관에서의 세계 공용언어-외국어 표기 오류 정정
2.입장객( 특히 외국인들) 들께 공원의 명칭을 일관성있게 안내함",2021-07-20,"1. 항상 우리 구정에 깊은 관심과 애정을 보여주신데에 깊은 감사의 말씀을 드리며, 귀하께서 제안하신 제안(접수번호 1AB-2109-0008419/2AB-2109-0002387)에 대해 다음과 같이 알려드립니다.
2. 귀하께서 말씀하신 고산골 공룡공원 내부의 안내판 영어표지의 오류건과 관련하여채택으로 전환하였으며, 이전에 말씀드렸다시피 한 곳의 교체는 완료되었고 남은 두 곳도 빠른 시일 내에 교체할 수 있도록 하겠습니다.
3. 보다 궁금한 사항이 있으시면 남구청 공원녹지과(664-2782)로 전화주시면 성심껏 답변드리겠으며, 귀하의 가정에 건강과 행운을 기원드립니다.",2021-11-02,남구,답변완료
율하 2지구 교통표지판 정비 제안건,"현황 및 문제점
1.대구 동구 율하 2지구 네거리에 설치된 교통표지판

2. 표지판 세 번째 비워져 있음-율하 지하차도 이용 범안로 진입 지점으로 중요한 안내 필요 위치

3. 선수촌 1단지 안내 하단 영문표시판(월드컵 당시 건축된 아파트 의미)은 위치 인식의 의미가 퇴색되었다고 생각됨
개선방안
1. 세번째 표지판에 안내 내용 추가( (범안로-범물)-반대면 촬영 자료 참고

2. 선수촌 1단지 하단 영문 안내표식을 선수촌 1단지(Seonsuchon- 1 APT.) 또는 Worldcup Village APT.(기록해야 한다면)로 변경 표시 제안
기대효과
1. 운전자및 통행인께 꼭 필요한 교통 안내

2. 지나치게 장황하게 나열된 영문안내 단순화",2021-07-18,"안녕하십니까. 먼저, 동구 거주민이 아니신데도 불구하고 동구의 구정에 관심과 애정을 가지고 이렇게 소중한 제안을 해주셔서 다시 한번 감사드립니다. 재심사 요청하신 '율하 2지구 교통표지판 정비 제안건'에 대하여 다음과 같이 답변드립니다.

1차적으로 답변드린 내용와 같이 도로표지판 정비는 표지판 1개소 당 각각 개별로 정비하지 않고 매년 정기적으로 市도로과의 예산을 배정받아 일정 시기 동안 관내의 정비 대상 도로표지판을 일괄적으로 정비하고 있습니다. 이에 따라 금년(2021년) 표지판 정비 예산을 투입하여 도로표지판 정비를 실시하였으며, 귀하께서 말씀하신 부분에 대해서는 내년(2022년) 도로표지판 정비시기에 예산 확보 후 시행 가능한 점 양해부탁드립니다.

본 제안을 재심사 요청해주셨음에도 귀하께 명쾌한 해결책을 드리지 못해 대단히 죄송하다는 말씀드리며, 표지판 정비와 관련하여 추가로 궁금하신 것이 있으시다면 동구청 건설과(053-662-2912)로 문의주시면 친절히 답변드리겠습니다.",2021-08-18,동구,답변완료
대구국가산업단지 버스정류장 태양광 냉난방시설 시범사업 제안내용,"현황 및 문제점
1. 대구국가산업단지에 버스노선이 부족하여 정류장 장시간 대기하는 경우가 많습니다.

2. 동하계 장시간 대기중 추위와 더위로 많이 힘이 듭니다.

개선방안
3. 임실군에 태양으로 버스정류장 냉난방이 설치 된 것을 보았습니다.
4. 대구국가산업단지에 시범적으로 태양광 냉난방 버스 정류장을 설치하여 효과가 입증되면 달성군 전역으로 보급 할 것을 제안 합니다.
기대효과
5. 대구국가산단 버스노선 문제해결과 더불어 장기간 대기사는 주민들을 위하여 버스정류장 시설개선이 반드시 이루어 질 수 있도록 많은 관심 부탁드립니다. 감사합니다.",2021-07-15,대구국가산업단지 버스정류장 태양광 낸난방시설 시범사업 제안의 취지는 좋으나 현재 예산의 한계로 대구국가산업단지 내 태양광 냉난방 버스정류장 설치는 어려울 것으로 사료되며 향후 가용재원이 확보된다면 설치여부를 검토해보도록 하겠습니다.,2021-09-28,달성군,답변완료
대구국가산업단지 버스정류장 태양광 냉난방시설 시범사업 제안,"현황 및 문제점
1. 대구국가산업단지에 버스노선이 부족하여 정류장에 장시간 대기 하는 경우가 많습니다.

2. 동하계 장시간 대기중 추위와 더위로 많이 힘이 듭니다.

개선방안
1. 임실군에 태양으로 버스정류장 냉난방이 설치 된 것을 보았습니다.

2. 대구국가산업단지에 시범적으로 태양광 냉난방 버스 정류장을 설치하여 효과가 입증되면 달성군 전역으로 보급 할 것을 제안 합니다.

3. 대구국가산단 버스노선 문제해결과 더불어 장기간 대기하는 주민들을 위하여 버스정류장 시설개선이 반드시 이루어 질 수 있도록 많은 관심 부탁드립니다. 감사합니다.
기대효과
- 기대효과
가. 버스노선 부족으로 인한 장시간 대기 불편해소
나. 시범사업으로 대구국가산에 설치 후 달성군 전역 보급",2021-07-15,대구국가산업단지 버스정류장 태양광 낸난방시설 시범사업 제안의 취지는 좋으나 현재 예산의 한계로 대구국가산업단지 내 태양광 냉난방 버스정류장 설치는 어려울 것으로 사료되며 향후 가용재원이 확보된다면 설치여부를 검토해보도록 하겠습니다.,2021-09-28,달성군,답변완료
지상철 다리 및 받침대 광고활용,"현황 및 문제점
현재 대구3호선 지상철 받침대는 그냥 시멘트색깔로되어있음
개선방안
이부분에 광고 및 회사로고광고등 수익성있는사업추진
기대효과
삭막한도로에 볼거리제공 및 수익창출
일자리 창출효과",2021-07-12,"안녕하십니까? 귀하의 제안에 대한 검토결과를 다음과 같이 알려드립니다.

귀하의 제안내용은 도시철도 미관 개선 및 수익성 향상을 위하여 도시철도 3호선 교각에 광고를 하자는 것으로 이해됩니다.

귀하의 제안에 대해 검토한 의견은 아래와 같습니다.

가. 대구도시철도는 도시철도 내에서 시행하는 광고에 대해 관련규정을 준수하며, 역사 내ㆍ외부에 시행하는 시설물을 이용한 광고에 대하여 광고대행사를 선정하여 광고수주는 물론 시설물 유지관리 및 보수까지 전담하고 있습니다.

나. 3호선 선로 교각 광고물 표시는 “옥외광고물 등의 관리와 옥외광고산업 진흥에 관한 법률 시행령” 제17조 제1호에 의하여 2023년 12월 31일까지 한시적으로 허용되어 있으나,
선로 교각에 광고물 등 각종 시설물 설치 시에는 토목구조물의 균열, 파손 및 전차선 등의 시설물 점검과 도로 차량운전자의 안전확보 등이 고려되어야 하며, 옥외광고 특성상 도시미관 등 전반적으로 검토되어야 할 사안으로 인해 3호선 교각을 이용한 광고는 어려운 점이 있음을 양해하여 주시기 바랍니다.

다. 향후 옥외광고물 설치관련 여건의 변화가 있다면 해당 광고사업 시행에 대하여 적극적으로 검토하겠습니다.

라. 추가 개선사항이나 의문사항이 있으시면 대구시 철도시설과(박대일,053-803-6646)로 연락주시면 성심껏 답변 드리겠습니다.",2021-07-30,대구광역시,답변완료
