제목,저자,날짜,url,내용
"동국대 경주병원, 정신건강 입원영역 적정성 평가 ‘1등급’",경북신문,2023-06-06,http://www.kbsm.net/news/view.php?idx=394041,동국대학교 경주병원은 건강보험심사평가원이 발표한 ‘제2차 정신건강 입원영역 적정성 평가’에서 2회 연속 1등급을 획득했다고 6일 밝혔다.정신건강 입원영역 적정성 평가는 정신건강 향상을 위한 근거기반의 의료서비스 제공을 위해 시행됐으며 이번 평가는 2021년 10월부터 2022년 3월까지 정신건강의학과 입원 진료비를 청구한 의료기관 455곳을 대상으로 진행됐다.주요 평가지표는 ▲입원시 기능평가 시행률 ▲퇴원시 기능평가 시행률 ▲입원 중 정신증상 또는 이상반응 평가 시행률(조현병) ▲정신요법 실시횟수(주당) ▲개인정신치료 실시횟수(주당) ▲재원환자 입원일수 ▲퇴원환자 입원일수 ▲퇴원 후 30일 이내 외래 또는 낮 병동 방문율 등이다. 경주병원은 종합점수 92점으로 전체 평균인 63.2점을 크게 상회하는 높은 점수를 획득하며 경북 유일 1등급 의료기관으로 선정되었다. 정주호 병원장은 “정신건강을 위해 입원한 환자들에게 양질의 의료서비스를 제공해 적절한 치료 및 증상이 완화될 수 있도록 체계적인 진료시스템으로 노력하겠다”고 전했다.
"경북남부보훈지청, 국가보훈부 출범 보훈단체장과 현판 제막식 가져",경북신문,2023-06-06,http://www.kbsm.net/news/view.php?idx=394039,"경북남부보훈지청은 지난 5일 국가보훈부 출범을 계기로 경주 보훈단체장과 함께 현판 제막식을 가지고 국가보훈등록증 제1호 전수식을 열었다. 국가보훈부 출범 현판 제막식은 구명회 경주시 보훈단체협의회장을 비롯해 10개 경주 보훈단체장이 함께 참석해 그 의미를 더했다. 이어 개최된 전수식에는 포항시에 거주하는 정모(74)씨가 제1호 경북남부보훈지청 국가보훈등록증 발급자로 선정되는 영예를 안았다. 정 씨는 “국가보훈부 출범과 함께 경북남부보훈지청 국가보훈등록증 1호 발급자로 선정돼 무척 영광스럽고 전수식까지 개최해 정성과 예우를 다해주어 고맙다""며 ""국가보훈부 출범이 실감이 난다""고 소감을 말했다. 강성미 경북남부보훈지청장은 “보훈의 의미와 가치가 더욱 중요해지고 높아져 국가보훈부 출범으로 이어졌다""며 ""높아진 위상에 맞춰 품격있는 지역사회 보훈문화 확산을 위해 다양한 계층의 의견을 듣고, 지역주민, 청소년들과 함께즐기는 새로운 보훈문화 콘텐츠를 발굴해가겠다”고 밝혔다."
"김천시, 6월 이달의 기업 `JH 화학공업(주)` 선정",경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394058,"김천시는 6월 이달의 기업으로 JH 화학공업㈜를 선정했다. JH 화학공업은 이차전지용 전구제 생산 기업으로 2012년 김천1일반산업단지(1단계)에 입주해 리튬이온 이차 전지를 구성하는 핵심 재료인 이차 전지용 전구체 생산하고 있다.또한 2014년부터 IT용, 전기자동차 전구체를 양산하기 시작한 회사는 꾸준한 투자와 증설을 통해 사업을 확장하고 있고 최근 미국 IRA 법안 시행과 전기 자동차 시장의 확대가 예상됨에 미래 준비에 박차를 가하고 있다.허제홍 대표는 ""그동안의 기술과 경험을 바탕으로 시대의 흐름을 이끌어 나갈 수 있는 일류 기업으로의 역할을 다할 수 있도록 최선을 다하겠다""고 말했다.김충섭 김천시장은 ""고효율·친환경적 기술 혁신을 통해 지역사회 발전 뿐만 아니라 국가 산업 발전을 선도하는 기업으로 성장하길 바란다""고 말했다. 한편 김천시는 매달 중소기업인의 자긍심과 사기를 진작하고 지역경제 활성화에 이바지하고자 지역 중소기업 중 성장 가능성, 일자리 창출 정도, 시정기여도 등을 종합적으로 고려해 이달의 기업으로 선정하고 있다."
"한국전력기술, 지속가능 성장&도약 노사공동 비전 선포식",경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394057,"34년만에 민주노총을 탈퇴한 한국전력기술 노조는 지속 가능 성장 및 도약을 위한 노사 공동 비전 선포식을 했다. 지난달 16일, 김천 본사 1층 대강당에서 개최된 ‘노사 공동 비전 선포식’은 한국전력기술 노동조합과 회사가 한마음으로 미래 비전 선포 등 힘찬 재도약 다짐으로 진행됐다. 이날 선포식에는 이철우 경북도지사, 김충섭 김천시장, 경북대 및 금오공대 총장 등 지자체·학계·기업체 주요 인사 및 임직원 600여 명이 참석했다. 비전 선포식은 한전기술 노조가 1989년 전문노련(現 민주노총 산하 공공운수노조 전신)에 가입한 지 34년만으로 노조는 5월 9일~10일 양일간 조합원 총회 투표진행 결과를 바탕으로 민주노총 탈퇴를 결정하고 비전 선포식을 통해 회사발전을 위한 힘찬 재도약을 대내외에 공식 선언했다. 한국전력기술은 민노총 탈퇴 후 미래 비전 제시로 환경을 생각하는 기술과 사람을 향한 에너지 비전 달성 6대 핵심과제 미래상으로 ▲원전 전주기 책임 설계기관 ▲순수 한국형 원자로 및 해양 부유식 SMR(BANDI) 개발 ▲디지털 전환을 뛰어넘는 미래 기술 확대 ▲Work and Life Harmony 실현 ▲살아 숨 쉬는 즐거운 일터 ▲지역사회 공헌 및 상생협력을 제시했다. 또 비전 연계 협약(MOU) 체결에는 지자체·학계·기업체 등 총 11개 기관이 참여한 지역 상생, SMR 선도, 산학협력을 주제로 미래기술개발과 사회적 가치 창출 등을 위한 상호협력을 약속했다.김성암 한국전력기술 사장은 “그동안 급변하는 에너지 정책환경 등으로 고충도 있었지만, 대한민국의 자산인 전문기술 인력 유지와 독보적 기술을 계승·발전시키려면, 견고한 노사 간 신뢰와 공감대를 바탕으로 원전 안전성 강화와 국민 신뢰 제고, 에너지 안보에 일익을 담당하는 책임 있는 공공기관으로 거듭나도록 심기일전해 나가야 한다”고 말했다.하진수 노동조합 위원장은 “우리가 가진 기술력과 자부심, 삶의 터전을 지키는 데에는 노사가 따로 없어 앞으로 노사가 한 마음 한뜻으로 신뢰와 존중을 바탕으로 오늘 선포된 비전을 현실화할 수 있도록 전력 투구해 나갈 것”이라고 말했다."
"김천시청 실업팀, 포도 농가 찾아 일손 돕기 `구슬땀`",경북신문,2023-06-06,http://www.kbsm.net/news/view.php?idx=393964,"김천시청 실업팀 지도자와 선수 40여 명은 최근 김천시 봉산면에 있는 일손 부족으로 어려움을 겪고 있는 포도밭을 찾아 일손 돕기를 진행했다고 6일 밝혔다. 이번 농촌 일손 돕기는 농촌의 고령화 및 인건비 상승으로 일손을 구하는 데 어려움을 겪고 있는 농가를 도와 조금이나마 보탬이 되고자 하는 실업팀 선수들의 따듯한 마음이 더해졌다.김천시 스포츠산업과 관계자는 “앞으로도 일손 돕기 외에도 다양한 사회 공헌 활동에 참여해 지역 사회에 이바지할 수 있게 하겠다”고 말했다. 한편, 김천시청 실업팀은 매년 농촌 일손 돕기 등 봉사활동과 꿈나무 선수들과 동호인들을 대상으로 스포츠 재능기부를 통해 지역사회와의 공감대를 형성해 나가고 있다."
김천 대항면 농자재 창고서 화재...5500만원 피해,경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393777,"김천시 대항면의 한 농자재 창고에서 불이나 5천만원 상당의 피해가 발생했다. 3일 경북소방본부 등에 따르면 전날 오후 3시 24분쯤 김천시 대항면의 한 농자재 창고 내부에서 불이 났다.불이 나자 소방당국은 장비 13대, 인력 37명을 투입해 1시간여 만인 오후 4시 27분께 불길을 완전히 잡았다. 이 불로 창고와 고추 건조기 1대, 화물차 1대 등이 타 소방서 추산 5500여만원의 재산 피해를 냈다. 다행히 인명피해는 없었다. 경찰과 소방당국은 정확한 화재 원인을 조사 중이라고 밝혔다"
김천 조각공원 옆 직지천서 50대 남성 숨진 채 발견,경북신문,2023-06-04,http://www.kbsm.net/news/view.php?idx=393775,"50대 남성이 하천에서 숨진 채 떠올라 경찰이 수사에 나섰다. 김천경찰서에 따르면, 지난 1일 오후 6시께 김천 조각공원 옆 직지천변 산책길을 걷던 시민이 마네킹으로 보이는 물체가 물에 떠 있다는 신고를 접수했다. 신고를 받고 출동한 경찰은 물속에서 사망한 남성을 발견했다. 경찰은 숨진 남성이 김천시에 거주하는 50대 남성으로 확인돼 정확한 사망 경위 등을 조사하고 있다."
"김천시의회, 제237회 제1차 정례회 개회",경북신문,2023-06-01,http://www.kbsm.net/news/view.php?idx=393611,"김천시의회는 1일부터 21일까지 21일간 일정으로 제237회 제1차 정례회를 개회했다. 이번 정례회는 박대하 의원이 발의한 ‘김천시 침수 방지시설 설치 및 지원에 관한 조례안’ 등 각종 의안 10건과 2022회계연도 세입·세출 결산 및 예비비 지출 승인의 건에 대해 심도 있게 심사할 예정이다. 8일부터 16일까지 9일간의 일정으로 각 상임위원회별 2023년도 행정사무감사를 실시하고, 15일에는 행정복지위원회가 어모면, 대곡동, 봉산면을, 산업건설위원회는 대덕면, 양금동, 농소면을 방문해 면·동 행정사무감사를 진행할 예정이다. 20일에는 제2차 본회의를 열어 시정에 관한 질문을 실시해 시정을 점검하는 시간을 갖는다. 21일에는 제3차 본회의를 열어 각종 의안을 최종 심의하고, 2023년도 행정사무감사 결과 보고서 채택의 건을 의결 처리한 후 21일간의 일정을 마무리하게 된다. 이명기 의장은 “이번 정례회는 제9대 의회가 개원한 지 근 1년이 되는 의미 있는 회기로 이번 정례회가 시민 여러분께 희망과 믿음을 주는 뜻깊은 회기가 되길 바란다”라고 했다."
"김천 체육 꿈나무들, 전국소년체전서 우수한 성적 거둬",경북신문,2023-06-01,http://www.kbsm.net/news/view.php?idx=393563,"김천교육지원청은 제52회 전국소년체전에 출전해 각종 종목에서 우수한 성적을 거뒀다. 지난달 27일부터 30일까지 4일간 울산광역시 외 기타 일원에서 개최된 이번 대회에 참가한 김천 선수단은 수영(다이빙, 경영), 육상, 배드민턴, 태권도, 축구 등 총 5개 종목 55명이 출전했다. 그 결과 금 6개, 은 1개, 동 6개를 획득해 작년(금6, 은3, 동3)에 이어 최고 성적을 거뒀다. 다이빙 종목에서 김천다수초의 이은우 선수는 5학년임에도 불구하고 2관왕을 달성했고, 같은 학교의 김보민(6학년) 선수는 금, 은, 동 각 1개씩 총 3개의 메달을 획득했다. 또 김천부곡초 김라희(4년) 학생은 그동안 김천에서 어렵다고 여겼던 경영(접영100m)에서 금메달을 따 김천 체육에 신선한 바람도 불어넣었다. 공현주 교육장은 “그동안 코로나로 인해 침체된 학교체육이 이번 대회를 통해 활성화 되길 바라며, 다가오는 제104회 전국체육대회에서도 좋은 성적을 거두어 주길바란다”고 말했다."
"김천시, 집중호우 대비 배수펌프장과 하수도 일제 점검",경북신문,2023-05-31,http://www.kbsm.net/news/view.php?idx=393435,"김천시는 지난 5월 22일부터 30일까지 9일간 여름철 집중호우 대비 배수펌프장 및 하수관로 일제 점검에 나섰다. 시는 여름철 집중호우나 태풍에 의한 저지대 침수 피해를 예방으로 위탁운영사, 펌프 제작사와 함께 합동점검반을 편성 배수펌프장 8개소, 중계펌프장 6개소 및 우수저류시설 1개소, 시가지 및 마을하수도 하수관로에 대한 점검을 완료했다. 주요 점검은 배수펌프장 시험가동, 비상 발전기·수배전반 등 전기설비 점검, 유수지·배수로·하수관로 준설, 하수도 빗물받이 덮개 및 각종 쓰레기 제거 등이다.김천시 상하수도과장은 “최근 국지성 집중호우가 빈번히 발생하는 만큼 배수펌프장을 선제 가동하고 시가지 순찰을 강화하는 등 시민의 재산과 인명피해가 발생하지 않도록 사전 대비에 완벽히 준비해 나갈 것”이라고 말했다. 김천시는 6월 7일부터 8일까지는 훈련 메시지에 따른 배수펌프장 현장 응소 및 펌프 가동 훈련 등 비상시 신속한 대응이 이루어질 수 있도록 배수펌프장 가동훈련을 시행할 계획이다."
"김천시보건소-김천의료원, 의료취약지 마을 상생병원 운영",경북신문,2023-05-30,http://www.kbsm.net/news/view.php?idx=393316,"김천시는 지난 26일 김천시보건소와 김천의료원이 함께하는 ‘의료취약지 마을 상생병원’을 운영했다. 이번 상생병원은 김천 지역 중 가장 오지인 증산면으로, 전체인구 995명에 60세 이상 인구 649명(65.2%)으로 고령인구가 많고, 의료시설이 매우 열악한 지역이다. 김천시와 김천의료원은 공공의료 활성화 사업의 목적으로 의료접근성이 낮아 의료혜택을 받지 못하는 마을을 찾아가는 방문 진료서비스(무료진료 및 각종 검사)로 두 기관은 지난 3월 협약체결 후 첫 시행했다. 윤현숙 보건소장은 “김천시 보건소와 김천의료원의 협력관계는 이 시대에 중요한 과업이고 좋은 모델로서 앞으로도 서로 상생하여 의료취약 주민들의 건강 향상에 이바지하겠다”고 했다.한편 김천의료원은 정형외과·신경외과·가정의학과 의사와 직원 등 17명이 참여 기초 건강사정·임상병리 검사로 만성질환자 건강상태 확인 후 방사선(엑스레이) 초음파 장비로 세밀하고 정확한 진단결과 도출로 지역 오지 고령층 주민들 건강 관리에 정성을 쏟고 있다."
"김천시, 非산업 부문 온실가스 진단 컨설팅 시행",경북신문,2023-05-30,http://www.kbsm.net/news/view.php?idx=393276,"김천시는 시민의 에너지 절약 참여를 촉진하고 생활 속 온실가스 감축에 이바지하고자 비산업 부문(가정)의 온실가스 진단‧컨설팅 사업을 추진한다. 해당 사업은 전문 교육을 이수한 상담사가 비 산업 부문(가정)을 대상으로 에너지 절감 방안을 안내하는 무료 컨설팅 서비스로, 도시가스, 수도, 전기 등 에너지원별 사용 실태를 파악해 실천할 수 있 도록 시행했다. 먼저 에너지 절감 방법을 제시해 시민들께 탄소중립 실천을 유도하고, 자발적 에너지 감축을 통해 녹색생활 참여를 촉진, 환경 인식 개선에 이바지하고자 매년 추진되는 사업이다. 모집가구는 120가구로, 6월 1일부터 6월 23일까지 희망 가정을 모집해 7월부터 9월까지 석 달간 진단 컨설팅하고, 10월에는 모니터링 결과를 안내하는 순서로 진행될 예정이다. 김천시는 이사업과 관련 탄소중립포인트(에너지)제도 함께 신청 시 감축 에너지 비율에 따라 인센티브(현금, 상품권 등) 제공등 두 사업 모두 참여시 연계 효과도 기대할 수 있다. 이성화 환경위생과장은 “환경에 관해 시민이 참여할 수 있는 실천 운동을 계속 발굴‧지원해 나갈 것”이라고 밝혔고 “시민들의 적극적 참여로 김천시가 탄소중립 도시로 한 걸음 더 나아가는 계기가 되길 바란다”라고 했다."
"김천교육지원청, 오손도손 `가족 힐링 캠프` 개최...전통체험 인기",경북신문,2023-05-30,http://www.kbsm.net/news/view.php?idx=393273,"김천교육지원청은 지난 27일부터 28일까지 양일간 ‘2023년 제2차 가족 힐링 캠프’를 개최했다. 이번 행사는 김천시 증산면 소재 김천오토캠핑장에서 경북교육청 소속 초등학교 1학년부터 중학교 2학년 자녀를 둔 15개 가족 60여 명을 대상으로 열렸다. 특히 휴식과 전통 음식 놀이 체험으로 ▲오미자 고추장 만들기▲떡 만들기 ▲전통 재기 만들기 ▲전통 놀이 체험 등 다양한 프로그램이 진행됐다. 이날 마을에서 맛과 손재주가 뛰어난 어르신들이 체험 보조강사로 참가해 대대로 내려오던 오랜 전통방식 장담그기 비법도 전수받아 참가 학부모들의 호평을 받았다. 힐링캠프에 참가한 학모 A씨는 “마트 고추장을 사 먹다가 전통방식 오미자 고추장을 아이와 함께 만들어 먹으니 맛도 있고 노하우도 전수받아 매우 보람된다""며 ""앞으로 이런 행사가 자주 열리길 바란다”고 말했다. 공현주 교육장은 “이번 캠핑이 어린 학생들께 전통문화 체험과 솜씨 좋은 어르신들에게는 소득 창출 기회 등 일거양득 행사가 되길 바란다”고 말했다."
"홍성구 김천부시장, 농림축산식품부 국비 지원 사업 건의",경북신문,2023-05-29,http://www.kbsm.net/news/view.php?idx=393129,"홍성구 김천시 부시장은 지난 25일 정부 세종청사 농림축산식품부 예산업무를 담당하는 기획재정담당관실과 원예경영과를 방문해 김천시의 농업현황 및 발전 방향에 대해 설명하고 주요 국비 지원 사업을 건의했다. 건의 안건은 ▲과수 거점 산지유통센터 건립 ▲농촌 외국인 근로자 기숙사 건립 지원 사업 등이다. 과수 거점 산지유통센터 건립사업은 지난 2월 사업을 신청해 현장 심사 및 발표평가를 앞두고 있어 현재 운영 중인 지역농협 산지유통센터와 더불어 산지 중심 가격경쟁력을 갖출 예정이다. 아울러, 공공형 외국인 계절근로자의 숙식은 공동숙소인 조마면에 있는 대방연수원을 임차해 5개월간 활용하고 있으나, 숙소 이용료 및 농가 접근성 등의 애로사항이 있어 숙식 및 농가 편의 장소를 제공할 수 있는 ‘농촌 외국인 근로자 기숙사 건립 지원 사업’을 농식품부에 건의했다고 밝혔다. 홍성구 부시장은 급변하는 농산물 생산·유통·소비 환경 변화에 대응하고 농업 생산비를 절감할 수 있는 다양한 정책을 김천시에 접목해 농산업의 발전 방향을 제시할 수 있는 훌륭한 모델이 되도록 국비 사업의 적극적인 지원을 요청했다."
"`제2회 김천국제음악제 뮤지컬 투나잇, 성황",경북신문,2023-05-29,http://www.kbsm.net/news/view.php?idx=393126,"김천시 문화예술회관 대공연장에서 열린 ‘제2회 김천국제음악제 뮤지컬 투나잇’이 900여 명의 관람객이 참석해 지난 25일 성황리에 개최됐다.김천시가 주최하고 무지크브로이에서 주관한 이번 공연은 세계적인 성악가 이응광을 비롯해 로랑 방, 크리스토프 세리노 등 유명 프랑스 뮤지컬 배우 8명이 내한해 프렌치 뮤지컬 노트르담 파리 모차르트 오페라 락, 레미제라블을 공연해 시민들과 김천을 찾은 방문객들에게 즐거움과 감동을 선사했다.김충섭 김천시장은 “아름다운 신록의 계절에 수준 높은 공연을 시민들에게 선사해 준 이응광 성악가를 비롯한 관계자 여러분들에게 감사하며, 앞으로도 문화예술을 마음껏 누릴 수 있는 도시, 찾아오고 싶은 도시 김천을 만들기 위해 더욱 노력하겠다”라고 전했다."
"`U-20 월드컵 준우승 신화` 정정용, 김천상무 새 사령탑 선임",경북신문,2023-05-28,http://www.kbsm.net/news/view.php?idx=393077,"정정용(53) 감독이 김천상무의 새 사령탑을 맡는다.김천상무프로축구단은 2대 감독으로 정정용 감독을 선임했다고 27일 밝혔다.정 감독은 2019년 U-20 국가대표팀 감독을 맡아 남자축구 사상 첫 FIFA 주관 대회 준우승을 달성했다.2019년 11월부터 2022년 말까지 서울이랜드를 세 시즌동안 이끌기도 했다. U-20 준우승 신화를 써낸 조영욱을 비롯해 ‘23년 2차 국군체육부대 운동선수(병)’ 1차 합격자 명단에 이름을 올린 U-20 대표팀 출신 이지솔, 엄원상, 정호진이 최종 합격한다면 정정용호는 다시 한 번 시너지를 발휘할 것으로 예상된다.정정용 감독은 ""시즌 중간에 부임해 책임감이 막중하다. 팬 모두가 고대하는 K리그2 우승, K리그1 승격을 달성할 수 있도록 감독으로서 최선을 다하겠다""고 말했다.신임 정 감독은 6월 4일 전남드래곤즈와 원정경기에서 감독 데뷔전을 치를 예정이다. 한편 2023시즌 상반기 감독직을 수행했던 성한수 감독은 수석코치로 복귀해 기존 코치들과 함께 정정용 감독을 보좌한다."
"김천시, 아동학대 전담의료기관 지정 협약식 개최",경북신문,2023-05-25,http://www.kbsm.net/news/view.php?idx=392902,"김천시는 지난 24일 시청 2층 회의실에서 ’김천시 아동학대 전담의료기관 지정’ 협약식을 개최했다. 이날 협약식은 김충섭 김천시장과 정용구 김천의료원장, 이왕복 김천제일병원장과 병원 임직원이 참석했다. 협약식은 아동학대로 인해 몸과 마음에 깊은 상처를 입은 피해 아동이 신속한 의료서비스를 제공받아서 빠른 회복과 건강하게 성장할 수 있도록 지역 의료기관과 상호협력 대응체계를 강화하기 위해 마련됐다. 김충섭 김천시장은 “오늘 업무협약으로 피해 아동 보호를 위한 민·관 협업체계를 더욱 강화로 아동학대발생시 신속한 의료서비스를 제공해 우리 아이들이 건강하고 행복하게 자랄 수 있도록 최선을 다하겠다”고 말했다."
"김천교육지원청, 학부모 대상 인성교육지원 연수",경북신문,2023-05-25,http://www.kbsm.net/news/view.php?idx=392849,김천교육지원청은 지난 24일 김천학생문화예술센터에서 학부모 대상 인성교육지원 연수회를 실시했다. 이번 연수는 ‘회복적 대화로 평화로운 가정 세우기’라는 주제로 가정 내 소통하는 문화 개선과 학생 인성교육 지원체제 마련으로 시행했다.연수에 참석한 한 학부모는 “가족 관계에서 일어나는 여러 가지 갈등을 관리하는 방법에 대해 새로운 관점을 얻어 모두에게 치유와 회복을 추구하는 대화법을 익혔다”고 만족감을 표시했다. 공현주 교육장은 “본 연수가 소통과 존중의 가정 문화 조성의 마중물이 되길 바란다”며 “앞으로도 다양한 인성교육지원 프로그램을 통해 교육공동체의 존중과 배려 문화 조성 및 행복김천교육 실현에 앞장서 나갈 것”이라고 했다.
"김천시-㈜케이씨씨, 1천억원 규모 증설 투자양해각서 체결",경북신문,2023-05-23,http://www.kbsm.net/news/view.php?idx=392677,"김천시는 23일 오후 3시 시청 2층 회의실에서 ㈜케이씨씨 김천공장 증설에 대한 투자양해각서를 체결했다. 이날 행사에는 김충섭 김천시장, ㈜케이씨씨 김홍겸 김천공장장, 안용우 김천상공회의소 회장 등 15명이 참석했다.㈜케이씨씨는 지난 2011년 김천1일반산업단지내에서 가장 넓은 7만 1000평 규모의 산업단지를 분양받은 후 대규모 투자로 김천경제 활성화에 이바지한 기업이다. 이번에는 남은 부지에 약 1천억원을 투자해 약 3600평 규모의 그라스울 2호기 생산 공장을 2023년 하반기까지 증설해 약 140명의 신규 고용 창출도 예상된다. 김홍겸 김천공장장은 “이번 투자를 계기로 건축법 개정에 맞게 화재 안전성이 뛰어난 그라스울을 생산해 건축용 보온 단열재 분야에서 세계적 경쟁력을 확보해 지역경제 활성화에 기여하고, 지역사회와 함께 동반성장 하는 상생과 나눔의 기업이 되겠다.”라고 말했다. 김충섭 시장은 “어려운 경제 상황에도 대규모 투자를 결정해 준 ㈜케이씨씨에 감사드리며, 이번 증설 투자를 통해 지속적인 발전과 경쟁력확보로 세계적인 글로벌 기업으로 성장 하길 바란다”고 했다. 한편 ㈜케이씨씨는 건축 내외장재, 창호재, 도료, 첨단소재에 이르기까지 세계시장을 선도하는 세계적 기업으로 ‘더 좋은 삶을 위한 가치 창조’라는 경영이념 아래 윤리경영, 환경경영, 사회공헌 등 경영혁신 사례를 기반으로 ESG 평가 종합 A등급을 획득한 산업자원부 주관 세계 일류상품에 14년 연속 선정되는 등 첨단소재산업의 선두기업이다."
"김천시, 강소농 `농산물 브랜드 패키징` 교육 집중",경북신문,2023-05-23,http://www.kbsm.net/news/view.php?idx=392522,"김천시는 중소규모 농업경영체 경쟁력 향상을 위한 강소농(强小農) 농산물 브랜드 패키징 교육을 개설해 진행한다. 이번 교육은 이달 19일부터 6월 23일까지 총 6회 과정으로 ‘경상북도 농식품 기술 자문단’ 브랜드·디자인 자문위원 ㈜농부릿지 조현준 대표의 최신 농산물 소비 트렌드 현황 강의로 1대1 컨설팅 방식으로 농장 로고, 명함, 스티커, 전단 제작을 교육할 예정이다. 개강식에 참여한 농업인들은 전문가와 함께 자신만의 이야기로 내 농장 브랜드 콘셉트를 만들고 스스로 나의 이미지를 형상화하면서 한 차원 높은 명품상품으로 브랜드 품격을 높일 기회가 되고 있다. 지난해 이 교육을 수료한 농업인들은 “강소농 교육이 실제 농가들이 필요로 하는 알찬 교육으로 구성되어 만족도가 높았고, 농장 브랜드기획, 농장 로고와 명함 등 다양한 홍보물을 제작할 수 있어 실질적인 많은 도움이 됐다”고 말했다. 권명희 농촌지도과장은 “이번 교육을 통해 경쟁력을 높일 기회가 되어 개별 농가가 가진 이야기를 포장디자인에 잘 접목해 농가소득 증진에 큰 도움이 되길 바란다”라며 강소농 교육생들을 격려했다."
"김천시, `청렴리더십 강화, 갑질 없는 공직문화` 조성",경북신문,2023-05-23,http://www.kbsm.net/news/view.php?idx=392521,"김천시는 지난 22일 시청 강당에서 김충섭 시장을 포함한 5급 이상 간부 공무원 70여 명을 대상으로 ‘갑질 금지 등 행동강령 교육’을 시행했다.이번 교육은 국민권익위원회 청렴연수원 전문 강사이자 서울시립대 반부패시스템연구소 연구위원인 이선중 교수를 초빙해 조직을 이끌어가는 핵심 주체인 간부 공무원들의 청렴리더십을 강화하고, 갑질 없는 청렴한 공직문화 조성을 위해 마련됐다. 특히, 행동강령 상 갑질 개념 및 판단 기준과 세대·직급 간 일반적 갑질 인식의 차이에 대해 현실에서 이루어지는 다양한 사례를 중심으로 교육해 참석자들의 이해를 높이고 많은 공감을 얻었다. 김충섭 김천시장은 “간부 공무원부터 공직자의 책임감을 느끼고 솔선수범하는 자세를 가져 직원들께 본보기가 되려면 간부 공무원들도 자신을 되돌아보는 계기가 돼 조직 내 갑질 관행 근절은 물론 시민들에게 신뢰받는 청렴한 공직문화가 정착될 수 있도록 최선을 다해 줄 것”을 당부했다. 한편, 김천시는 올해 반부패·청렴도 향상 기본계획을 수립해 내부 체감도 저하 부서에 대한 조직문화 진단, 전 부서 직원이 참여하는 청렴 굴렁쇠, 청렴 모의신고 훈련, 청렴 소통 교육 등 다양한 실천 과제를 추진해 부패 없는 청렴한 조직문화 확산을 위해 노력하고 있다."
[동정] 이명기 김천시의회 의장,경북신문,2023-05-22,http://www.kbsm.net/news/view.php?idx=392444,이명기 김천시의회 의장은 23일 오전 11시 문경시 소재 문경축산농협에서 열리는 제311차 경북시군의회의장협의회 월례회에 참석한다.
"안동시의회, 신규 정책지원관 임용",경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394170,"안동시의회(의장 권기익)는 6월 5일 신규 임용된 정책지원관 3명에게 임용장을 수여했다. 이번 신규 임용된 정책지원관은 지방자치법 개정에 따라 지방의회의 정책역량 강화 및 원활한 의정활동 지원을 위해 임용되었으며, 지방자치법 제47조부터 제52조, 제83조에 관련된 자료 수집·분석·조사 및 공청회·세미나·토론회 개최 등의 업무를 맡게 될 예정이다. 정책지원관은 의원정수의 2분의 1까지 채용가능하며 이번 3명 채용에 이어 다음 달에 3명을 추가로 채용할 예정이다. 권기익 의장은 “2022년 1월 13일자로 지방의회 인사권이 독립된 이후 첫 번째 맞는 정책지원관 신규 임용식으로 그 의미가 크며, 공개채용을 통해 임용된 우수한 인재들인 만큼 안동시의회의 입법활동 효율성과 다양성이 크게 향상될 수 있을 것으로 기대된다”고 전했다."
[동정] 권기창 안동시장,경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394085,권기창 안동시장은 8일 오후 2시 권내과의원에서 대상포진 무료예방접종을 홍보한다.
"`안동~동서울` 시외버스, 안동초 앞 하루 6회 운행",경북신문,2023-06-07,http://www.kbsm.net/news/view.php?idx=394082,안동시는 7일부터 남문동 안동초교 앞에서 동서울행 시외버스를 일일 6회 운행한다고 밝혔다.안동초교 앞에서 오전 8시 10분부터 19시 10분까지 약 2시간 간격으로 6회 출발하고 안동터미널을 경유해 동서울까지 운행된다.이를 통해 원도심 지역주민들이 서울행 버스를 타기 위해 안동 터미널까지 15~20분 이상을 이동해야 하는 불편을 해소할 수 있게 됐다.안동시 관계자는 “지역 주민과 관광객의 교통수요에 적극 대응해 원도심 운행을 시작하게 됐다”라며“교통 편익을 대폭 증대시키고 원도심 활성화에도 이바지할 수 있도록 안전하고 편리한 운행 관리에 만전을 기하겠다”고 밝혔다.
